,name,address,type,buil_time,floors,property_fee,rent,rent_more,area,location,address_for_coordinate,latitude,longitude
1911,上海电子物联产业园,闵行-春申/老闵行- 景联路439号, 纯写字楼(甲级), 2007 12, 5, 3元/m²•月,1.62元/m²•天,,闵行,春申/老闵行,闵行 春申/老闵行 上海电子物联产业园,31.0148181915,121.424430847
1912,九润商务大厦 （九亭）,松江-松江- 沪松公路1658号, 纯写字楼(甲级), , 0, 6元/m²•月,,,松江,松江,松江 松江 九润商务大厦 （九亭）,31.1410198212,121.313240051
1913,澳门大厦,普陀-长寿路- 西康路1369号, 综合写字楼(乙级), 1998 7, 18, 6元/m²•月,null,,普陀,长寿路,普陀 长寿路 澳门大厦,31.2503051758,121.442451477
1914,开伦智汇园（普陀）,普陀-曹杨- 光复西路1003号, 纯写字楼(甲级), , 0, 17元/m²•月,,,普陀,曹杨,普陀 曹杨 开伦智汇园（普陀）,31.2449645996,121.412712097
1915,龙湖北城天街,宝山-顾村- 陆翔路1018弄, 纯写字楼(甲级), 2017 12, 16, 4.5元/m²•月,,,宝山,顾村,宝山 顾村 龙湖北城天街,31.366476059,121.367340088
1916,上海滩国际大厦,虹口-北外滩- 黄浦路99号, 纯写字楼(甲级), 1997 12, 29, 24元/m²•月,5.31元/m²•天,20000元/m²,虹口,北外滩,虹口 北外滩 上海滩国际大厦,31.2507247925,121.498527527
1917,飞雕国际大厦,徐汇-徐家汇- 肇嘉浜路1065号, 纯写字楼(甲级), 2006 12, 30, 25元/m²•月,4.87元/m²•天,29000元/m²,徐汇,徐家汇,徐汇 徐家汇 飞雕国际大厦,31.200717926,121.447738647
1918,沃力创业园,"浦东-浦东外环- 康杉路,近御北路", 纯写字楼(甲级), 2016 9, 5, 10.5元/m²•月,2.92元/m²•天,,浦东,浦东外环,浦东 浦东外环 沃力创业园,30.8843860626,121.40864563
1919,复华高新技术园,嘉定-嘉定城区- 复华路33号, 纯写字楼(乙级), , 10, ,1.53元/m²•天,,嘉定,嘉定城区,嘉定 嘉定城区 复华高新技术园,31.3894863129,121.259674072
1920,爱建工业大厦,普陀-甘泉宜川- 交暨路152号, 纯写字楼(甲级), , 0, 17元/m²•月,2.84元/m²•天,,普陀,甘泉宜川,普陀 甘泉宜川 爱建工业大厦,31.268409729,121.428215027
1921,龙之梦大厦,长宁-延安西路- 延安西路1118号, 纯写字楼(甲级), 2004 1, 26, 33元/m²•月,6.08元/m²•天,,长宁,延安西路,长宁 延安西路 龙之梦大厦,31.2250804901,121.423774719
1922,腾飞科技岭,浦东-张江高科- 中科路500号, 纯写字楼(甲级), , 0, 25元/m²•月,4.06元/m²•天,,浦东,张江高科,浦东 张江高科 腾飞科技岭,30.8843860626,121.40864563
1923,五角丰达二期,杨浦-五角场- 政益路47号, 纯写字楼(甲级), 2010 5, 12, 12元/m²•月,3.85元/m²•天,,杨浦,五角场,杨浦 五角场 五角丰达二期,31.3090496063,121.525314331
1924,圣诺亚商务广场A座,普陀-长风商务区- 金沙江路1685号, 纯写字楼(甲级), 2010 3, 12, 16元/m²•月,,,普陀,长风商务区,普陀 长风商务区 圣诺亚商务广场A座,31.2370643616,121.384216309
1925,永惠大厦,黄浦-老西门- 西藏南路775-779号, 纯写字楼(乙级), , 22, 3.5元/m²•月,3.04元/m²•天,20987元/m²,黄浦-老西门, 西藏南路775,黄浦-老西门  西藏南路775 永惠大厦,31.2215156555,121.491645813
1926,康桥国际广场,浦东-浦东外环- 沪南路2591弄, 纯写字楼(甲级), 2006 2, 0, 12元/m²•月,,,浦东,浦东外环,浦东 浦东外环 康桥国际广场,30.8843860626,121.40864563
1927,兴城商务广场,闵行-莘庄- 七莘路646号, 纯写字楼(甲级), 2011 12, 8, 12元/m²•月,,,闵行,莘庄,闵行 莘庄 兴城商务广场,31.1254253387,121.379882812
1928,虹桥美爵酒店式公寓,长宁-虹桥开发区- 仙霞路369号, 酒店写字楼(乙级), 2010 8, 28, 15元/m²•月,null,,长宁,虹桥开发区,长宁 虹桥开发区 虹桥美爵酒店式公寓,31.20794487,121.411468506
1929,More001,闸北-闸北公园- 虬江路1538号, 纯写字楼(甲级), 2016 12, 4, 20元/m²•月,,,闸北,闸北公园,闸北 闸北公园 More001,31.2770175934,121.462585449
1930,湖畔天下（商住）,嘉定-南翔- 瑞林路1280弄, 纯写字楼(), 2015 12, 0, ,,,嘉定,南翔,嘉定 南翔 湖畔天下（商住）,31.2988624573,121.320030212
1931,西部大厦,普陀-长寿路- 长寿路767弄, 纯写字楼(甲级), 2004 9, 12, 21元/m²•月,,,普陀,长寿路,普陀 长寿路 西部大厦,31.2429714203,121.439216614
1932,静安新时代大厦,静安-南京西路- 南京西路881号, 纯写字楼(甲级), 2001 9, 20, 30元/m²•月,4.87元/m²•天,30204元/m²,静安,南京西路,静安 南京西路 静安新时代大厦,31.2364826202,121.467048645
1933,汇达商务园,徐汇-上海南站- 上中路495号, 纯写字楼(乙级), 2011 10, 5, 12元/m²•月,2.74元/m²•天,,徐汇,上海南站,徐汇 上海南站 汇达商务园,31.1477375031,121.455001831
1934,印尼黄金置地大厦,浦东-陆家嘴- 银城中路150号, 纯写字楼(甲级), 2007 1, 43, 32元/m²•月,,,浦东,陆家嘴,浦东 陆家嘴 印尼黄金置地大厦,31.2464427948,121.511825562
1935,和源企业广场,闸北-大宁绿地- 共和新路2991号, 商业综合体楼(甲级), 2011 6, 17, 25元/m²•月,null,,闸北,大宁绿地,闸北 大宁绿地 和源企业广场,31.2500190735,121.463653564
