,name,address,type,buil_time,floors,property_fee,rent,rent_more,area,location,address_for_coordinate,latitude,longitude
2670,慧高光创园,闵行-莘庄- 闵行区申旺路789号, 纯写字楼(甲级), , 0, 5元/m²•月,,,闵行,莘庄,闵行 莘庄 慧高光创园,31.1119861603,121.38520813
2671,亿达产业园,嘉定-江桥- 金运路与鹤望路交界处, 纯写字楼(甲级), , , ,3.55元/m²•天,,嘉定,江桥,嘉定 江桥 亿达产业园,31.2653598785,121.352172852
2672,中海国际中心,"黄浦-人民广场- 建国东路,近黄陂南路", 纯写字楼(甲级), 2017 9, 32, 38元/m²•月,8.11元/m²•天,,黄浦,人民广场,黄浦 人民广场 中海国际中心,31.2360095978,121.478942871
2673,东广大厦,虹口-凉城路/虹口足球场- 广中路凉城路口，广中路562号, 纯写字楼(乙级), 2007 8, 28, 6元/m²•月,,,虹口,凉城路/虹口足球场,虹口 凉城路/虹口足球场 东广大厦,31.2772426605,121.48714447
2674,七浦路,闵行-华漕- 七浦路88号, 纯写字楼(甲级), , 6, ,,,闵行,华漕,闵行 华漕 七浦路,31.2507247925,121.482322693
2675,北科大厦,徐汇-徐家汇- 中山西路1919号, 纯写字楼(丙级), 2004 12, 15, 6元/m²•月,3.06元/m²•天,19800元/m²,徐汇,徐家汇,徐汇 徐家汇 北科大厦,31.1898765564,121.432174683
2676,方舟大厦,虹口-四川北路- 四川北路2115号, 纯写字楼(乙级), 1999 12, 20, 15.2元/m²•月,,,虹口,四川北路,虹口 四川北路 方舟大厦,31.2708702087,121.487915039
2677,红光商务楼,嘉定-江桥- 昌化路492号, 纯写字楼(甲级), , , ,,,嘉定,江桥,嘉定 江桥 红光商务楼,31.2653598785,121.352172852
2678,星云大楼,杨浦-五角场- 翔殷路256号, 纯写字楼(乙级), 2010 3, 18, 12元/m²•月,,,杨浦,五角场,杨浦 五角场 星云大楼,31.3144607544,121.549385071
2679,浙铁绿城长风中心,普陀-长风商务区- 同普路299弄, 纯写字楼(甲级), , 0, 23元/m²•月,4.26元/m²•天,36000元/m²,普陀,长风商务区,普陀 长风商务区 浙铁绿城长风中心,31.2320995331,121.397666931
2680,宏业大厦,虹口-凉城路/虹口足球场- 新市南路461号, 纯写字楼(甲级), 2002 12, 18, 4.5元/m²•月,null,,虹口,凉城路/虹口足球场,虹口 凉城路/虹口足球场 宏业大厦,31.2772426605,121.48714447
2681,嘉安大厦,普陀-武宁路- 武宁路2101号, 综合写字楼(甲级), 2003 12, 12, 3.5元/m²•月,,,普陀,武宁路,普陀 武宁路 嘉安大厦,31.2502536774,121.406997681
2682,创邑・源,长宁-中山公园- 凯旋路613号, 纯写字楼(甲级), 2006 3, 3, 12.5元/m²•月,4.56元/m²•天,,长宁,中山公园,长宁 中山公园 创邑・源,31.2177600861,121.42363739
2683,智慧湾科创园,宝山-顾村- 蕰川路6号, 纯写字楼(甲级), 2016 09, 7, 0.45元/m²•月,2.54元/m²•天,,宝山,顾村,宝山 顾村 智慧湾科创园,31.349855423,121.440666199
2684,富傑大厦,虹口-临平/和平公园- 欧阳路57号, 纯写字楼(乙级), , 18, ,,,虹口,临平/和平公园,虹口 临平/和平公园 富傑大厦,31.2763652802,121.509803772
2685,众城商厦,浦东-北蔡/塘桥- 浦东南路2159号，浦东南路和浦澳路交叉口, 综合写字楼(甲级), , 25, 7000元/m²•月,3.04元/m²•天,19000元/m²,浦东,北蔡/塘桥,浦东 北蔡/塘桥 众城商厦,31.2135791779,121.523086548
2686,创屹商务大厦,浦东-浦东外环- 张杨路2399号, 纯写字楼(乙级), , , 20元/m²•月,,,浦东,浦东外环,浦东 浦东外环 创屹商务大厦,31.248506546,121.563949585
2687,荣兆园区商务楼,长宁-中山公园- 江苏北路30号荣兆园区, 纯写字楼(甲级), , 1, 15元/m²•月,,,长宁,中山公园,长宁 中山公园 荣兆园区商务楼,31.2311706543,121.433822632
2688,捷运大厦,长宁-天山路- 天山路600弄2号楼, 纯写字楼(甲级), 2001 6, 30, 30元/m²•月,2.78元/m²•天,20000元/m²,长宁,天山路,长宁 天山路 捷运大厦,31.2187404633,121.403244019
2689,东华大学创意园,长宁-延安西路- 延安西路1882号, 纯写字楼(甲级), , 13, 9元/m²•月,4.06元/m²•天,17000元/m²,长宁,延安西路,长宁 延安西路 东华大学创意园,31.2130336761,121.42024231
2690,悟锦世纪大楼,徐汇-淮海西路- 富民路291号, 纯写字楼(甲级), 2008 3, 8, 26元/m²•月,8.09元/m²•天,,徐汇,淮海西路,徐汇 淮海西路 悟锦世纪大楼,31.2236232758,121.45904541
2691,二百永新大厦,卢湾-淮海路/新天地- 淮海中路887号, 商业综合体楼(甲级), 1996 4, 14, 28元/m²•月,null,,卢湾,淮海路/新天地,卢湾 淮海路/新天地 二百永新大厦,31.2234077454,121.467460632
2692,银发大厦,静安-江宁路- 北京西路1068号(近江宁路), 纯写字楼(乙级), 2003 1, 27, 21.9元/m²•月,,,静安,江宁路,静安 江宁路 银发大厦,31.2367115021,121.461120605
2693,七宝易园,闵行-七宝- 七莘路1855号, 纯写字楼(甲级), , 0, 12.7元/m²•月,3.04元/m²•天,,闵行,七宝,闵行 七宝 七宝易园,31.1623954773,121.35383606
2694,远洋财富广场,浦东-外高桥- 外高桥保税区台中南路68号, 纯写字楼(甲级), , , ,1.71元/m²•天,,浦东,外高桥,浦东 外高桥 远洋财富广场,31.294336319,121.525466919
2695,海尚杰座,杨浦-黄兴公园- 营口路588号, 纯写字楼(甲级), 2006 07, 16, 3.5元/m²•月,3.33元/m²•天,,杨浦,黄兴公园,杨浦 黄兴公园 海尚杰座,31.3007106781,121.541015625
2696,上海国际钢铁服务业中心,宝山-大华- 友谊路1588弄, 纯写字楼(甲级), 2006 8, 19, 13.8元/m²•月,,,宝山,大华,宝山 大华 上海国际钢铁服务业中心,31.3997364044,121.458389282
2697,利星国际广场,长宁-延安西路- 延安西路1319号, 纯写字楼(甲级), 2007 1, 25, 18元/m²•月,7.87元/m²•天,,长宁,延安西路,长宁 延安西路 利星国际广场,31.2166690826,121.432189941
2698,格兰大厦,闵行-春申/老闵行- 莲花南路1951号, 纯写字楼(乙级), , 5, 6元/m²•月,,,闵行,春申/老闵行,闵行 春申/老闵行 格兰大厦,31.0869445801,121.430671692
2699,歌斐中心,卢湾-打浦桥- 蒙自路757号, 纯写字楼(甲级), , 0, 32元/m²•月,7.3元/m²•天,,卢湾,打浦桥,卢湾 打浦桥 歌斐中心,31.203458786,121.488555908
2700,浦东张江软件园,浦东-张江高科- 郭守敬路498号, 纯写字楼(乙级), 2005 5, 6, 6元/m²•月,3.35元/m²•天,,浦东,张江高科,浦东 张江高科 浦东张江软件园,31.2164974213,121.604736328
2701,漳翔路园区,嘉定-安亭- 漳翔路1086弄, 纯写字楼(甲级), 2004 03, 2, 2元/m²•月,,,嘉定,安亭,嘉定 安亭 漳翔路园区,31.3369007111,121.247253418
2702,思源商厦,黄浦-人民广场- 西藏中路500号, 商业综合体楼(甲级), 2003 5, 8, 25元/m²•月,,,黄浦,人民广场,黄浦 人民广场 思源商厦,31.2424182892,121.481063843
2703,金海岸大厦,虹口-四川北路- 四川北路1941号, 酒店写字楼(甲级), 2007 1, 6, 10元/m²•月,,,虹口,四川北路,虹口 四川北路 金海岸大厦,31.2629413605,121.489624023
2704,佳兆业城市广场,嘉定-嘉定城区- 嘉定区澄浏公路以东，胜竹东路以北，澄浏公路和胜竹东路十字路口, 纯写字楼(甲级), , , ,,,嘉定,嘉定城区,嘉定 嘉定城区 佳兆业城市广场,31.411687851,121.281021118
2705,万宝国际商务中心,长宁-延安西路- 新华路660号, 纯写字楼(乙级), 1995 1, 5, 24元/m²•月,5.88元/m²•天,,长宁,延安西路,长宁 延安西路 万宝国际商务中心,31.2115097046,121.427078247
2706,建国大厦,卢湾-打浦桥- 建国中路304号, 综合写字楼(甲级), 2004 12, 22, 9元/m²•月,,,卢湾,打浦桥,卢湾 打浦桥 建国大厦,31.216173172,121.478347778
2707,海虹永安商厦,虹口-四川北路- 四川北路1800号, 纯写字楼(甲级), , , ,2.86元/m²•天,,虹口,四川北路,虹口 四川北路 海虹永安商厦,31.2656135559,121.490531921
2708,天目大楼,虹口-北外滩- 天目中路260号, 综合写字楼(丙级), 2005 6, 28, 1.7元/m²•月,,,虹口,北外滩,虹口 北外滩 天目大楼,31.2517948151,121.476264954
2709,三金大厦,徐汇-徐家汇- 襄阳南路500号, 纯写字楼(甲级), 2003 5, 31, 8元/m²•月,,,徐汇,徐家汇,徐汇 徐家汇 三金大厦,31.2002086639,121.443481445
2710,巨富大厦,静安-静安寺- 富民路85-87号, 纯写字楼(甲级), 2004 1, 25, 5.3元/m²•月,3.85元/m²•天,,静安-静安寺, 富民路85,静安-静安寺  富民路85 巨富大厦,31.2268123627,121.457122803
2711,鼎隆大厦,浦东-世纪公园- 栖山路465弄, 纯写字楼(甲级), 2000 7, 26, 12元/m²•月,,,浦东,世纪公园,浦东 世纪公园 鼎隆大厦,31.2227668762,121.559333801
2712,上海财经大学国家大学科技园,虹口-凉城路/虹口足球场- 上海 虹口邯郸路135号, 纯写字楼(乙级), 2008 6, 13, 6元/m²•月,2.23元/m²•天,,虹口,凉城路/虹口足球场,虹口 凉城路/虹口足球场 上海财经大学国家大学科技园,31.2997245789,121.503349304
2713,新研大楼,徐汇-漕河泾- 桂箐路65号, 纯写字楼(甲级), 2015 11, 26, 27.8元/m²•月,4.36元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 新研大楼,31.1717357635,121.43586731
2715,凇园大厦,黄浦-外滩- 半凇园路698弄1号, 纯写字楼(甲级), 1997 12, 24, 1.2元/m²•月,,,黄浦,外滩,黄浦 外滩 凇园大厦,31.2360496521,121.500724792
2716,孵源节能环保科技企业孵化基地,闵行-浦江- 昌达路27号, 纯写字楼(甲级), , 5, ,1.62元/m²•天,,闵行,浦江,闵行 浦江 孵源节能环保科技企业孵化基地,31.0935382843,121.42502594
2717,嘉里不夜城企业中心企业公馆,闸北-火车站- 共和路219号, 纯写字楼(甲级), , 0, 25元/m²•月,4.06元/m²•天,,闸北,火车站,闸北 火车站 嘉里不夜城企业中心企业公馆,31.2508773804,121.464996338
2718,红坊,长宁-延安西路- 淮海西路570-588号, 纯写字楼(甲级), 2007 10, 3, 18元/m²•月,4.26元/m²•天,,长宁-延安西路, 淮海西路570,长宁-延安西路  淮海西路570 红坊,31.2054176331,121.430496216
2719,加减乘除创意园,普陀-中山北路- 云岭西路689弄, 纯写字楼(乙级), 2012 10, 7, 5元/m²•月,3.04元/m²•天,,普陀,中山北路,普陀 中山北路 加减乘除创意园,31.2331676483,121.369926453
2720,荣欣大厦,虹口-四川北路- 四川北路1851号, 纯写字楼(乙级), 1999 12, 24, 2.8元/m²•月,3.35元/m²•天,18800元/m²,虹口,四川北路,虹口 四川北路 荣欣大厦,31.2673931122,121.490089417
2721,中环广场,卢湾-淮海路/新天地- 淮海中路381号, 纯写字楼(甲级), 1999 1, 38, 34元/m²•月,8.31元/m²•天,,卢湾,淮海路/新天地,卢湾 淮海路/新天地 中环广场,31.2279396057,121.479522705
2722,盛华产业园,徐汇-上海南站- 上中路462-466号, 纯写字楼(甲级), , 6, ,,,徐汇-上海南站, 上中路462,徐汇-上海南站  上中路462 盛华产业园,31.146686554,121.447814941
2723,利仕达,静安-南京西路- 陕西北路457号, 纯写字楼(甲级), , 0, 15元/m²•月,4.06元/m²•天,,静安,南京西路,静安 南京西路 利仕达,31.2344989777,121.46308136
2724,绿地大楼,长宁-中山公园- 江苏路502弄, 纯写字楼(甲级), 1995 3, 30, 12元/m²•月,,,长宁,中山公园,长宁 中山公园 绿地大楼,31.2278347015,121.426574707
2725,上海商贸大厦,虹口-北外滩- 四平路188号, 纯写字楼(乙级), 2000 8, 22, 16元/m²•月,null,,虹口,北外滩,虹口 北外滩 上海商贸大厦,31.252866745,121.50201416
2726,上海电力建设大楼,徐汇-万体馆- 吴中路45号, 纯写字楼(甲级), , 6, ,,,徐汇,万体馆,徐汇 万体馆 上海电力建设大楼,31.1946277618,121.448524475
2727,波司登大厦,杨浦-中原地区- 政府路18号, 纯写字楼(甲级), , 19, 25元/m²•月,3.04元/m²•天,,杨浦,中原地区,杨浦 中原地区 波司登大厦,31.3150310516,121.524482727
2728,北泰电信大楼,静安-南京西路- 北京西路819号, 纯写字楼(甲级), , 25, ,,,静安,南京西路,静安 南京西路 北泰电信大楼,31.2376461029,121.465950012
2729,SOHO丽园,卢湾-淮海路/新天地- 丽园路501号, 纯写字楼(乙级), 2007 6, 6, 12元/m²•月,4.66元/m²•天,,卢湾,淮海路/新天地,卢湾 淮海路/新天地 SOHO丽园,31.2139015198,121.488212585
2730,华瑞大厦,闸北-火车站- 江场一路18号, 纯写字楼(乙级), 2005 5, 13, 4元/m²•月,1.96元/m²•天,18945元/m²,闸北,火车站,闸北 火车站 华瑞大厦,31.3049926758,121.453956604
2731,联合华能大厦,浦东-陆家嘴- 陆家嘴环路958号, 纯写字楼(乙级), 1998 3, 33, 21元/m²•月,,,浦东,陆家嘴,浦东 陆家嘴 联合华能大厦,31.244550705,121.514381409
2732,世纪巴士大厦,卢湾-淮海路/新天地- 淮海中路398号, 纯写字楼(甲级), 2000 12, 27, 25元/m²•月,8.11元/m²•天,,卢湾,淮海路/新天地,卢湾 淮海路/新天地 世纪巴士大厦,31.2284469604,121.477859497
2733,浦江华侨城（新浦江城一期）,"闵行-浦江- 浦驰路,近陈行公路", 纯写字楼(甲级), 2016 12, 7, 3.45元/m²•月,null,,闵行,浦江,闵行 浦江 浦江华侨城（新浦江城一期）,29.526266098,119.910484314
2734,锦发商务楼,虹口-北外滩- 黄浦路200号, 纯写字楼(乙级), 2003 1, 2, ,,,虹口,北外滩,虹口 北外滩 锦发商务楼,31.252866745,121.50201416
2735,青浦宝龙城市广场,青浦-青浦新城- 盈港东路与汇金路交会处, 纯写字楼(甲级), , , ,,,青浦,青浦新城,青浦 青浦新城 青浦宝龙城市广场,31.1308612823,121.091423035
2736,中福商务楼,徐汇-衡山路/肇嘉浜- 肇嘉浜路288号, 纯写字楼(乙级), , 7, 6元/m²•月,,,徐汇,衡山路/肇嘉浜,徐汇 衡山路/肇嘉浜 中福商务楼,31.2100143433,121.466926575
2737,沪西易园,普陀-真如- 真南路150号, 纯写字楼(甲级), , 5, 12.5元/m²•月,,,普陀,真如,普陀 真如 沪西易园,31.2526092529,121.40864563
2738,华盛科技园,浦东-张江高科- 张衡路1999弄1-12号, 纯写字楼(甲级), , 0, 5元/m²•月,4.07元/m²•天,,浦东-张江高科, 张衡路1999弄1,浦东-张江高科  张衡路1999弄1 华盛科技园,31.1993904114,121.628921509
2739,惠山科技园,长宁-天山路- 长宁路333号, 纯写字楼(甲级), , , ,,,长宁,天山路,长宁 天山路 惠山科技园,31.2172546387,121.408561707
2740,桂果园,徐汇-漕河泾- 桂平路471号, 纯写字楼(乙级), 1993 12, 6, 2.6元/m²•月,3.04元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 桂果园,31.1725006104,121.409622192
2741,东方城市大厦,浦东-陆家嘴- 浦东大道1868号, 纯写字楼(甲级), 2013 , 21, 20元/m²•月,,,浦东,陆家嘴,浦东 陆家嘴 东方城市大厦,31.2529525757,121.553970337
2742,银海大楼,徐汇-徐家汇- 漕溪路250弄, 纯写字楼(乙级), 1996 6, 12, 8.4元/m²•月,2元/m²•天,17000元/m²,徐汇,徐家汇,徐汇 徐家汇 银海大楼,31.1769180298,121.440681458
2743,六合大厦,黄浦-人民广场- 云南北路59号, 纯写字楼(乙级), 1998 5, 20, 23.5元/m²•月,3.04元/m²•天,,黄浦,人民广场,黄浦 人民广场 六合大厦,31.2431049347,121.481361389
2744,旺角广场,黄浦-城隍庙- 延安东路175号, 纯写字楼(甲级), 2006 12, 23, 25元/m²•月,3.85元/m²•天,28999元/m²,黄浦,城隍庙,黄浦 城隍庙 旺角广场,31.2363834381,121.491424561
2745,证大五道口广场,浦东-世纪公园- 民生路1199弄, 纯写字楼(甲级), 2005 6, 20, 30元/m²•月,7.1元/m²•天,,浦东,世纪公园,浦东 世纪公园 证大五道口广场,31.2326889038,121.556442261
2746,7315创意航母,徐汇-龙华- 龙华路2577号, 纯写字楼(甲级), , 0, 12元/m²•月,,,徐汇,龙华,徐汇 龙华 7315创意航母,31.2274856567,121.464111328
2747,焊点1088办公公社,闸北-火车站- 长安路1088号, 综合写字楼(甲级), 2008 1, 4, 7.5元/m²•月,3.24元/m²•天,,闸北,火车站,闸北 火车站 焊点1088办公公社,31.2880439758,121.457771301
2749,燎申虹桥国际中心,闵行-龙柏- 虹井路288号, 纯写字楼(甲级), 2009 7, 9, 12元/m²•月,3.24元/m²•天,,闵行,龙柏,闵行 龙柏 燎申虹桥国际中心,31.1823978424,121.378196716
2750,周浦万达广场,浦东-浦东外环- 年家浜路437号, 综合写字楼(甲级), 2009 9, 29, 10元/m²•月,,,浦东,浦东外环,浦东 浦东外环 周浦万达广场,31.246049881,121.329551697
2751,碧海现代苑,浦东-金桥开发区- 浙桥路277号, 纯写字楼(乙级), 2008 5, 18, 2.9元/m²•月,1.93元/m²•天,,浦东,金桥开发区,浦东 金桥开发区 碧海现代苑,31.2583694458,121.607627869
2752,古美创智中心,徐汇-漕河泾- 东兰路238号, 纯写字楼(甲级), , 0, 0.001元/m²•月,1.01元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 古美创智中心,31.163854599,121.408226013
2753,杨浦科技大厦,杨浦-五角场- 黄兴路2005弄, 纯写字楼(甲级), 2000 1, 10, 3.6元/m²•月,3.05元/m²•天,15000元/m²,杨浦,五角场,杨浦 五角场 杨浦科技大厦,31.2993869781,121.524330139
2754,悦尚华都,宝山-共康- 新沪路1083号, 纯写字楼(甲级), 2011 1, 8, ,,,宝山,共康,宝山 共康 悦尚华都,31.2821617126,121.426628113
2755,MINI公馆,普陀-真如- 桃浦路348号, 综合写字楼(乙级), 2010 6, 27, 4.5元/m²•月,2.53元/m²•天,,普陀,真如,普陀 真如 MINI公馆,31.2661457062,121.400291443
2756,朝代商务中心,静安-静安寺- 乌鲁木齐北路457号, 纯写字楼(甲级), 1995 5, 7, 3.8元/m²•月,,,静安,静安寺,静安 静安寺 朝代商务中心,31.2251911163,121.450126648
2757,仙乐斯广场,黄浦-人民广场- 南京西路388号, 纯写字楼(甲级), 2001 8, 37, 30.5元/m²•月,7.61元/m²•天,,黄浦,人民广场,黄浦 人民广场 仙乐斯广场,31.2375125885,121.475608826
2758,临江花园大厦,黄浦-外滩- 中山南路865号, 纯写字楼(甲级), 1998 2, 28, 18元/m²•月,,,黄浦,外滩,黄浦 外滩 临江花园大厦,31.2360496521,121.500724792
2759,屹申商务大厦,闸北-大宁绿地- 中山北路933号, 纯写字楼(甲级), 2013 12, 14, 17元/m²•月,,,闸北,大宁绿地,闸北 大宁绿地 屹申商务大厦,31.2662792206,121.462310791
2760,新凤城商务楼,杨浦-控江- 控江路1500弄, 纯写字楼(甲级), 2004 1, 3, 3元/m²•月,3.43元/m²•天,,杨浦,控江,杨浦 控江 新凤城商务楼,31.2829761505,121.529067993
2761,中建大厦,浦东-竹园商贸区- 世纪大道1568号, 纯写字楼(甲级), 2008 5, 37, 32元/m²•月,8.92元/m²•天,,浦东,竹园商贸区,浦东 竹园商贸区 中建大厦,31.2301025391,121.539901733
2762,中怡大厦,黄浦-人民广场- 福建中路205弄, 纯写字楼(甲级), , 38, ,,,黄浦,人民广场,黄浦 人民广场 中怡大厦,31.2360095978,121.478942871
2763,8号桥三期,卢湾-打浦桥- 局门路550号, 纯写字楼(乙级), 2010 1, 6, 24元/m²•月,5.58元/m²•天,,卢湾,打浦桥,卢湾 打浦桥 8号桥三期,31.2068023682,121.488693237
2764,康健商务广场,普陀-真如- 真南路1288号, 纯写字楼(甲级), , 5, 8元/m²•月,2.94元/m²•天,16000元/m²,普陀,真如,普陀 真如 康健商务广场,31.2779045105,121.381828308
2765,荣兆商务楼,长宁-中山公园- 江苏北路30号, 纯写字楼(丙级), , 4, 12元/m²•月,5.07元/m²•天,,长宁,中山公园,长宁 中山公园 荣兆商务楼,31.2313804626,121.433166504
2766,松港大厦,松江-松江- 松卫北路567号, 纯写字楼(甲级), , 0, 6元/m²•月,,,松江,松江,松江 松江 松港大厦,31.0299835205,121.268119812
2767,光华大厦,长宁-天山路- 茅台路866号, 综合写字楼(甲级), 2007 7, 10, 5.5元/m²•月,3.04元/m²•天,25000元/m²,长宁,天山路,长宁 天山路 光华大厦,31.2166213989,121.389709473
2768,锦江国际购物中心,黄浦-老西门- 淮海中路527号(靠近成都南路), 纯写字楼(甲级), 1993 12, 16, 24元/m²•月,,,黄浦,老西门,黄浦 老西门 锦江国际购物中心,31.2266349792,121.475227356
2769,鑫兴大楼,卢湾-淮海路/新天地- 巨鹿路137号, 纯写字楼(甲级), 2000 1, 7, 10元/m²•月,2.5元/m²•天,36500元/m²,卢湾,淮海路/新天地,卢湾 淮海路/新天地 鑫兴大楼,31.2268238068,121.480873108
2770,同和凤凰园,杨浦-控江- 本溪路181号, 纯写字楼(甲级), 2015 10, 4, 0.45元/m²•月,3.04元/m²•天,,杨浦,控江,杨浦 控江 同和凤凰园,31.3045101166,121.535713196
2771,锦江向阳大楼,静安-南京西路- 南京西路993号, 纯写字楼(甲级), 2002 3, 21, 22元/m²•月,4.33元/m²•天,,静安,南京西路,静安 南京西路 锦江向阳大楼,31.2350997925,121.464897156
2772,汇峰大厦,徐汇-徐家汇- 天钥桥路380弄, 纯写字楼(甲级), 1998 5, 13, 1.9元/m²•月,,,徐汇,徐家汇,徐汇 徐家汇 汇峰大厦,31.1936302185,121.446105957
2773,灿虹聚富大厦,闵行-虹桥镇- 吴中路1079号, 纯写字楼(乙级), 2005 9, 9, 9元/m²•月,2.84元/m²•天,,闵行,虹桥镇,闵行 虹桥镇 灿虹聚富大厦,31.182559967,121.393585205
2774,港汇广场,上海周边-嘉兴- 崇福镇崇德西路310号, 纯写字楼(甲级), 2017 12, 4, 2.5元/m²•月,7.4元/m²•天,,上海周边,嘉兴,上海周边 嘉兴 港汇广场,31.2007083893,121.444343567
2776,绥德路,普陀-真如- 绥德路628号, 纯写字楼(丙级), , 2, ,,,普陀,真如,普陀 真如 绥德路,31.2526092529,121.40864563
2777,华申大厦,浦东-八佰伴- 浦东南路1085号, 纯写字楼(乙级), 1998 1, 16, 10元/m²•月,4.06元/m²•天,,浦东,八佰伴,浦东 八佰伴 华申大厦,31.2351760864,121.523384094
2778,正大喜马拉雅中心,浦东-世纪公园- 上海市浦东新区芳甸路1188弄1-4号, 纯写字楼(甲级), , 0, 22元/m²•月,6.74元/m²•天,,浦东-世纪公园, 上海市浦东新区芳甸路1188弄1,浦东-世纪公园  上海市浦东新区芳甸路1188弄1 正大喜马拉雅中心,31.2149906158,121.568740845
2779,竞成商务楼,普陀-长寿路- 共和新路1470号, 综合写字楼(丙级), 2010 7, 20, 3元/m²•月,,,普陀,长寿路,普陀 长寿路 竞成商务楼,31.2729511261,121.464622498
2780,美丽华商务中心,长宁-古北- 延安西路2633号, 纯写字楼(乙级), 1996 1, 7, 19元/m²•月,3.65元/m²•天,,长宁,古北,长宁 古北 美丽华商务中心,31.2033729553,121.399093628
2781,星光域,普陀-真如- 潮州路199弄, 纯写字楼(甲级), , 18, ,,,普陀,真如,普陀 真如 星光域,31.2526092529,121.40864563
2782,富群商务大厦A栋,闵行-龙柏- 合川路3089号, 纯写字楼(丙级), 2005 10, 9, 10元/m²•月,2.94元/m²•天,,闵行,龙柏,闵行 龙柏 富群商务大厦A栋,31.1841430664,121.386375427
2783,绿洲广场,普陀-曹杨- 白兰路137号, 综合写字楼(乙级), 2000 8, 28, 5.8元/m²•月,2.54元/m²•天,16600元/m²,普陀,曹杨,普陀 曹杨 绿洲广场,31.241973877,121.420631409
2784,申亚臻悦商苑,黄浦-老西门- 昭化路118号, 纯写字楼(甲级), , 6, ,,,黄浦,老西门,黄浦 老西门 申亚臻悦商苑,31.2252693176,121.491889954
2785,中国民生银行大厦,黄浦-人民广场- 威海路48号, 纯写字楼(甲级), 1999 1, 25, 30元/m²•月,5.07元/m²•天,,黄浦,人民广场,黄浦 人民广场 中国民生银行大厦,31.2344665527,121.477005005
2786,长宁来福士广场,长宁-中山公园- 长宁路1139号, 纯写字楼(甲级), 2015 , 0, 30元/m²•月,7.5元/m²•天,,长宁,中山公园,长宁 中山公园 长宁来福士广场,31.2231864929,121.420539856
2787,铭德国际广场,闸北-火车站- 西藏北路558号, 纯写字楼(甲级), 2009 9, 26, 25元/m²•月,3元/m²•天,24000元/m²,闸北,火车站,闸北 火车站 铭德国际广场,31.2571487427,121.47631073
2788,君誉江畔,浦东-北蔡/塘桥- 浦东南路1969号（浦东南路东方路交叉口）, 纯写字楼(甲级), 2012 1, 27, 9.8元/m²•月,null,,浦东,北蔡/塘桥,浦东 北蔡/塘桥 君誉江畔,31.2174720764,121.524856567
2789,中鑫企业广场,普陀-长寿路- 武威路88弄, 纯写字楼(甲级), 2009 6, 4, 5元/m²•月,2.84元/m²•天,20000元/m²,普陀,长寿路,普陀 长寿路 中鑫企业广场,31.2839450836,121.382507324
2790,国信商务大厦,卢湾-打浦桥- 建国中路29号, 纯写字楼(甲级), 1995 5, 9, 25元/m²•月,null,,卢湾,打浦桥,卢湾 打浦桥 国信商务大厦,31.2157115936,121.477401733
2791,慧谷白猫科技园,长宁-天山路- 天山路641号, 纯写字楼(甲级), 2002 11, 9, 15元/m²•月,3.04元/m²•天,,长宁,天山路,长宁 天山路 慧谷白猫科技园,31.2180480957,121.400993347
2792,童博园SOHO商务公寓,金山-金山商圈- 同凯路40弄, 纯写字楼(甲级), 2011 8, 12, 3.8元/m²•月,,,金山,金山商圈,金山 金山商圈 童博园SOHO商务公寓,30.8350811005,121.248405457
2793,环球金融中心,浦东-陆家嘴- 世纪大道100号, 纯写字楼(甲级), , 60, 45.5元/m²•月,10.14元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 环球金融中心,31.2396526337,121.513465881
2794,古北国际财富中心,长宁-古北- 虹桥路1452号, 纯写字楼(甲级), 2008 1, 15, 28元/m²•月,6.9元/m²•天,,长宁,古北,长宁 古北 古北国际财富中心,31.2050094604,121.407348633
2795,慧谷创业大厦,徐汇-徐家汇- 虹桥路333号, 纯写字楼(乙级), 1999 1, 6, 6元/m²•月,,,徐汇,徐家汇,徐汇 徐家汇 慧谷创业大厦,31.1993999481,121.438232422
2796,新梅坊,闸北-大宁绿地- 共和新路2488号, 综合写字楼(乙级), 2000 1, 4, 1元/m²•月,,,闸北,大宁绿地,闸北 大宁绿地 新梅坊,31.2880439758,121.457771301
2797,宝莲大厦,虹口-四川北路- 曲阳路299号, 纯写字楼(乙级), 2005 12, 16, 8元/m²•月,,,虹口,四川北路,虹口 四川北路 宝莲大厦,31.27784729,121.498207092
2798,美豪大酒店,虹口-四川北路- 四川北路1885号, 纯写字楼(甲级), , 19, ,,,虹口,四川北路,虹口 四川北路 美豪大酒店,31.2629413605,121.489624023
2799,农房D9空间,嘉定-嘉定城区- 天祝路与裕民路交叉口, 纯写字楼(甲级), , , ,null,,嘉定,嘉定城区,嘉定 嘉定城区 农房D9空间,31.3528785706,121.271522522
2800,漕河泾产业园区,徐汇-上海南站- 冠生园路223号, 纯写字楼(甲级), 2005 3, 20, 9元/m²•月,,,徐汇,上海南站,徐汇 上海南站 漕河泾产业园区,31.1692142487,121.433792114
2801,金桥谷创意园,浦东-金桥开发区- 金高路2216号, 纯写字楼(乙级), 2010 5, 5, 22元/m²•月,2.4元/m²•天,,浦东,金桥开发区,浦东 金桥开发区 金桥谷创意园,31.2672176361,121.612281799
