,Unnamed: 0,name,address,type,buil_time,floors,property_fee,rent,rent_more,area,location,address_for_coordinate,latitude,longitude
2476,2499,中一国际商务大厦,普陀-中山北路- 光新路88号, 商业综合体楼(甲级), 2009 12, 25, 19.5元/m²•月,4.87元/m²•天,24500元/m²,普陀,中山北路,普陀 中山北路 中一国际商务大厦,31.2572517395,121.439468384
2480,2503,通茂大厦,浦东-竹园商贸区- 松林路357号, 纯写字楼(甲级), 1997 11, 34, 30元/m²•月,5.02元/m²•天,,浦东,竹园商贸区,浦东 竹园商贸区 通茂大厦,30.8843860626,121.40864563
2482,2505,峻岭广场,黄浦-人民广场- 成都北路500号, 纯写字楼(甲级), 1996 9, 38, 26.9元/m²•月,3.33元/m²•天,19000元/m²,黄浦,人民广场,黄浦 人民广场 峻岭广场,31.2382774353,121.473693848
2483,2506,上海银行大厦,浦东-陆家嘴- 银城中路168号, 纯写字楼(甲级), 2006 12, 46, 31元/m²•月,10.65元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 上海银行大厦,30.8843860626,121.40864563
2486,2509,伸大厦,普陀-长风商务区- 中山北路3553号, 纯写字楼(乙级), 2009 3, 27, 15元/m²•月,4.87元/m²•天,21000元/m²,普陀,长风商务区,普陀 长风商务区 伸大厦,31.2353401184,121.415885925
2488,2511,新梅联合广场,浦东-八佰伴- 浦东南路999号, 商业综合体楼(甲级), 2006 1, 38, 30元/m²•月,9.13元/m²•天,,浦东,八佰伴,浦东 八佰伴 新梅联合广场,31.2356109619,121.522911072
2490,2513,宏南投资大厦,浦东-金桥开发区- 金桥路939号, 纯写字楼(甲级), 2006 6, 18, 30元/m²•月,3.55元/m²•天,18500元/m²,浦东,金桥开发区,浦东 金桥开发区 宏南投资大厦,31.2640628815,121.586631775
2493,2516,磊鑫大厦,松江-九亭- 九亭镇伴亭路488号, 纯写字楼(甲级), 2016 12, 16, 8元/m²•月,2.23元/m²•天,,松江,九亭,松江 九亭 磊鑫大厦,31.1349163055,121.334281921
2494,2517,汇银大厦,静安-南京西路- 南京西路758号, 纯写字楼(乙级), , 25, 29元/m²•月,6.29元/m²•天,,静安,南京西路,静安 南京西路 汇银大厦,31.2373733521,121.469299316
2495,2518,绿地科创大厦,普陀-曹杨- 宁夏路201号, 纯写字楼(甲级), 2002 12, 28, 8元/m²•月,3.55元/m²•天,,普陀,曹杨,普陀 曹杨 绿地科创大厦,31.2405738831,121.426361084
2496,2519,前滩尚博创意产业园,浦东-上南地区- 三林路128号, 纯写字楼(甲级), , 0, 6元/m²•月,2.84元/m²•天,19000元/m²,浦东,上南地区,浦东 上南地区 前滩尚博创意产业园,31.1416931152,121.501319885
2499,2522,云仓创意园,闸北-大宁绿地- 云仓创意园, 纯写字楼(甲级), , 0, 8.8元/m²•月,3.75元/m²•天,,闸北,大宁绿地,闸北 大宁绿地 云仓创意园,31.2548942566,121.455688477
2500,2523,虹桥银城大厦,长宁-虹桥开发区- 中山西路933号, 纯写字楼(甲级), 2003 1, 30, 30元/m²•月,3.55元/m²•天,23000元/m²,长宁,虹桥开发区,长宁 虹桥开发区 虹桥银城大厦,31.207408905,121.41985321
2501,2524,禾森商务中心,长宁-延安西路- 延安西路1600号, 纯写字楼(甲级), 2003 1, 6, 9元/m²•月,3.24元/m²•天,,长宁,延安西路,长宁 延安西路 禾森商务中心,31.2142105103,121.426277161
2502,2525,丽琴大厦,闵行-春申/老闵行- 都会路1885号, 纯写字楼(甲级), 2009 6, 10, 7元/m²•月,1.72元/m²•天,,闵行,春申/老闵行,闵行 春申/老闵行 丽琴大厦,31.0685157776,121.426315308
2503,2526,周家桥创意中心,长宁-天山路- 万航渡路2453号, 纯写字楼(乙级), 2004 7, 5, 12元/m²•月,3.85元/m²•天,,长宁,天山路,长宁 天山路 周家桥创意中心,31.2261676788,121.413032532
2504,2527,东方大厦,浦东-竹园商贸区- 世纪大道1500号, 纯写字楼(乙级), 1997 4, 17, 15元/m²•月,4.06元/m²•天,,浦东,竹园商贸区,浦东 竹园商贸区 东方大厦,31.2308597565,121.539169312
2505,2528,iDream张江公馆,浦东-张江高科- 碧波路888号, 纯写字楼(甲级), , 0, 0.001元/m²•月,3.04元/m²•天,,浦东,张江高科,浦东 张江高科 iDream张江公馆,31.2087154388,121.642936707
2506,2529,东方金融园,浦东-上南地区- 东方路2981号, 纯写字楼(甲级), 2011 3, 6, 18元/m²•月,3.85元/m²•天,,浦东,上南地区,浦东 上南地区 东方金融园,31.1992111206,121.524909973
2507,2530,建国路八号桥创意园,卢湾-打浦桥- 建国路打浦桥路, 纯写字楼(甲级), 2004 5, 7, 21元/m²•月,6.08元/m²•天,,卢湾,打浦桥,卢湾 打浦桥 建国路八号桥创意园,31.2089653015,121.456466675
2508,2531,中展大厦,闵行-莘庄- 顾戴路2959号, 纯写字楼(乙级), , 16, 10元/m²•月,3.04元/m²•天,,闵行,莘庄,闵行 莘庄 中展大厦,31.1333560944,121.361038208
2509,2532,明通文化创意产业园,浦东-上南地区- 三林路84号, 纯写字楼(乙级), 2012 6, 5, 9元/m²•月,2.74元/m²•天,,浦东,上南地区,浦东 上南地区 明通文化创意产业园,31.1402206421,121.500167847
2510,2533,思创大厦,长宁-天山路- 天山路600弄4号, 纯写字楼(乙级), 1998 5, 30, 30元/m²•月,2.64元/m²•天,,长宁,天山路,长宁 天山路 思创大厦,31.2196063995,121.403312683
2515,2538,长宁新世纪广场,长宁-虹桥开发区- 兴义路48号, 综合写字楼(丙级), 1998 7, 19, 30元/m²•月,2.58元/m²•天,,长宁,虹桥开发区,长宁 虹桥开发区 长宁新世纪广场,31.2101154327,121.410507202
2516,2539,共和国际商务广场,闸北-彭浦- 共和新路3699、3737号, 纯写字楼(甲级), 2008 10, 18, 10元/m²•月,2.67元/m²•天,18159元/m²,闸北,彭浦,闸北 彭浦 共和国际商务广场,31.311258316,121.456382751
2517,2540,森本大厦,徐汇-万体馆- 天钥桥路567号, 纯写字楼(乙级), , 7, 10元/m²•月,4.06元/m²•天,,徐汇,万体馆,徐汇 万体馆 森本大厦,31.1924343109,121.449302673
2519,2542,外滩588,虹口-北外滩- 东大名路588号, 纯写字楼(甲级), 2011 7, 8, 27元/m²•月,7.1元/m²•天,,虹口,北外滩,虹口 北外滩 外滩588,31.252866745,121.50201416
2520,2543,华虹国际大厦,虹口-四川北路- 塘沽路463号, 纯写字楼(甲级), , 19, ,4.97元/m²•天,,虹口,四川北路,虹口 四川北路 华虹国际大厦,31.2538223267,121.49256897
2521,2544,上海浦东信息大厦,浦东-世纪公园- 民生路1403号, 纯写字楼(甲级), 2005 12, 41, 25元/m²•月,5.86元/m²•天,33000元/m²,浦东,世纪公园,浦东 世纪公园 上海浦东信息大厦,30.8843860626,121.40864563
2523,2546,高华大楼,浦东-外高桥- 富特北路258号, 纯写字楼(甲级), 1994 9, 5, 3.7元/m²•月,1.62元/m²•天,,浦东,外高桥,浦东 外高桥 高华大楼,31.3473529816,121.602462769
2524,2547,中冶祥腾菁英尚都,嘉定-南翔- 槎溪路金通路1616-1622（双）号, 纯写字楼(丙级), 2013 7, 17, 3.5元/m²•月,2.74元/m²•天,,嘉定-南翔, 槎溪路金通路1616,嘉定-南翔  槎溪路金通路1616 中冶祥腾菁英尚都,31.294095993,121.329994202
2526,2549,渣打银行大厦,浦东-陆家嘴- 世纪大道201号, 纯写字楼(甲级), 2008 1, 26, 23元/m²•月,6.67元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 渣打银行大厦,31.2413845062,121.516296387
2528,2551,大宁德必易园,闸北-大宁绿地- 彭江路602号, 纯写字楼(甲级), 2012 10, 4, 15.7元/m²•月,3.95元/m²•天,,闸北,大宁绿地,闸北 大宁绿地 大宁德必易园,31.2932777405,121.453491211
2529,2552,集创公园,浦东-张江高科- 张东路100号, 纯写字楼(甲级), 2016 09, 8, 3.5元/m²•月,3.85元/m²•天,,浦东,张江高科,浦东 张江高科 集创公园,30.8843860626,121.40864563
2530,2553,金虹桥国际中心,长宁-虹桥开发区- 古北路555弄, 纯写字楼(甲级), 2013 12, 50, 35元/m²•月,7.61元/m²•天,,长宁,虹桥开发区,长宁 虹桥开发区 金虹桥国际中心,31.2147579193,121.409179688
2531,2554,高宝新时代广场,虹口-四川北路- 四川北路1717号, 商业综合体楼(甲级), 1997 1, 28, 22.5元/m²•月,5.3元/m²•天,,虹口,四川北路,虹口 四川北路 高宝新时代广场,31.2629413605,121.489624023
2534,2557,浦发大厦,浦东-陆家嘴- 浦东南路588号, 纯写字楼(甲级), 1905 6, 11, 35元/m²•月,8.11元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 浦发大厦,31.2408885956,121.518447876
2537,2561,江南厂创意园,普陀-武宁路- 光复西路1003号, 纯写字楼(甲级), , 0, 17元/m²•月,5.58元/m²•天,,普陀,武宁路,普陀 武宁路 江南厂创意园,31.2548942566,121.455688477
2538,2562,金桥瑞邑,浦东-金桥开发区- 金苏路200号, 纯写字楼(甲级), 2013 12, 7, 22元/m²•月,3.04元/m²•天,,浦东,金桥开发区,浦东 金桥开发区 金桥瑞邑,31.2520370483,121.631591797
2540,2564,湘江大厦,徐汇-万体馆- 中山西路1265弄, 纯写字楼(甲级), 1998 12, 19, 2.5元/m²•月,2.43元/m²•天,,徐汇,万体馆,徐汇 万体馆 湘江大厦,31.1988792419,121.426681519
2541,2565,东亚银行金融大厦,浦东-陆家嘴- 花园石桥路66号, 纯写字楼(甲级), 2008 10, 42, 32元/m²•月,9.33元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 东亚银行金融大厦,31.2397632599,121.508857727
2542,2566,瑞铂中心,闵行-华漕- 申虹路683弄1号, 纯写字楼(甲级), 2015 3, 9, 32元/m²•月,4.06元/m²•天,,闵行,华漕,闵行 华漕 瑞铂中心,31.2284297943,121.335517883
2543,2567,四行仓库创意园,闸北-火车站- 光复路1号, 纯写字楼(乙级), 1999 6, 5, 20元/m²•月,4.56元/m²•天,,闸北,火车站,闸北 火车站 四行仓库创意园,31.2459564209,121.475135803
2546,2570,东朔商务中心,浦东-陆家嘴- 苗圃路63号, 纯写字楼(甲级), , 0, 17元/m²•月,5.07元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 东朔商务中心,31.1125640869,121.379920959
2549,2573,星联研发楼,徐汇-漕河泾- 虹梅路1535号, 纯写字楼(甲级), 2011 7, 18, 28元/m²•月,4.36元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 星联研发楼,31.1717357635,121.43586731
2551,2575,研祥科技大楼,徐汇-漕河泾- 古美路与漕宝路交叉口, 纯写字楼(甲级), 2008 9, 14, 19.6元/m²•月,4.8元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 研祥科技大楼,31.1717357635,121.43586731
2553,2577,张江集电港移动互联网孵化器二期,浦东-张江高科- 盛夏路570号, 纯写字楼(甲级), 2010 10, 12, 10元/m²•月,4.26元/m²•天,,浦东,张江高科,浦东 张江高科 张江集电港移动互联网孵化器二期,31.2281970978,121.641342163
2554,2578,全球青年创业中心,青浦-青浦- 汇龙路与徐祥路交汇处, 纯写字楼(甲级), 2017 01, 3, 15元/m²•月,1.83元/m²•天,,青浦,青浦,青浦 青浦 全球青年创业中心,31.1308612823,121.091423035
2557,2581,双高世贸广场,松江-松江- 梅家浜路800弄35号, 纯写字楼(甲级), 2014 01, 17, 8元/m²•月,2.53元/m²•天,,松江,松江,松江 松江 双高世贸广场,31.0212440491,121.226791382
2558,2582,创业中心大厦,徐汇-漕河泾- 桂平路680号, 纯写字楼(乙级), 1996 1, 8, 6.5元/m²•月,2.64元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 创业中心大厦,31.1795902252,121.409301758
2562,2586,嘉汇创机商务中心,"徐汇-徐家汇- 天钥桥路329号7,8,9,12楼", 纯写字楼(乙级), 2008 8, 12, ,2.5元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 嘉汇创机商务中心,31.1944942474,121.449958801
2564,2588,华生大厦,普陀-长寿路- 澳门路519弄, 纯写字楼(甲级), 2001 9, 20, 6元/m²•月,3.04元/m²•天,18643元/m²,普陀,长寿路,普陀 长寿路 华生大厦,31.2515354156,121.446044922
2566,2590,德必易园写字楼,闵行-七宝- 七莘路与顾戴路交叉口, 纯写字楼(甲级), , 0, 12.8元/m²•月,3.76元/m²•天,,闵行,七宝,闵行 七宝 德必易园写字楼,31.1413574219,121.36756897
2567,2591,骏丰国际财富广场,虹口-临平/和平公园- 大连路1619号, (甲级), 2009 6, 27, 19.8元/m²•月,3.95元/m²•天,22000元/m²,虹口,临平/和平公园,虹口 临平/和平公园 骏丰国际财富广场,31.2794742584,121.508415222
2569,2593,左岸88,浦东-北蔡/塘桥- 浦东南路1880号, 纯写字楼(乙级), 2012 7, 9, 4.5元/m²•月,3.65元/m²•天,,浦东,北蔡/塘桥,浦东 北蔡/塘桥 左岸88,31.2219314575,121.528686523
2570,2594,合生财富大厦,虹口-北外滩- 大连路839号, 纯写字楼(甲级), 2009 11, 14, 17元/m²•月,4.83元/m²•天,,虹口,北外滩,虹口 北外滩 合生财富大厦,31.252866745,121.50201416
2571,2595,齐来工业城,徐汇-漕河泾- 宜山路889号, 纯写字楼(乙级), , 6, 9元/m²•月,3元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 齐来工业城,31.1765537262,121.411132812
2573,2597,炫润国际大厦,闵行-虹桥镇- 吴中路1100号, 纯写字楼(乙级), 2005 8, 9, 12元/m²•月,3.04元/m²•天,,闵行,虹桥镇,闵行 虹桥镇 炫润国际大厦,31.1829490662,121.392578125
2575,2599,金陵海欣大厦,黄浦-人民广场- 福州路666号, 纯写字楼(甲级), 2000 12, 26, 30元/m²•月,7.03元/m²•天,,黄浦,人民广场,黄浦 人民广场 金陵海欣大厦,31.2385311127,121.484237671
2576,2600,科技产业化大楼,徐汇-漕河泾- 宜山路900号, 纯写字楼(甲级), 2006 5, 22, 7.5元/m²•月,3.55元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 科技产业化大楼,31.1775722504,121.406967163
2581,2605,虹漕大楼,徐汇-漕河泾- 虹漕路421号, 纯写字楼(乙级), 1998 6, 12, 6.5元/m²•月,2.64元/m²•天,15500元/m²,徐汇,漕河泾,徐汇 漕河泾 虹漕大楼,31.1824951172,121.414886475
2583,2607,中环信协天地,闸北-大宁绿地- 江场路1228弄, 纯写字楼(甲级), , 0, ,4.75元/m²•天,,闸北,大宁绿地,闸北 大宁绿地 中环信协天地,31.3049316406,121.454330444
2585,2609,闻通商务中心,浦东-八佰伴- 浦东南路1630号, 纯写字楼(乙级), , 6, 12元/m²•月,4.06元/m²•天,,浦东,八佰伴,浦东 八佰伴 闻通商务中心,31.2252216339,121.52456665
2586,2610,震旦国际大楼,浦东-陆家嘴- 富城路99号, 纯写字楼(甲级), 2002 12, 38, 36元/m²•月,10.14元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 震旦国际大楼,31.2403507233,121.506286621
2589,2613,上影国际大厦,徐汇-万体馆- 漕溪北路595号, 纯写字楼(甲级), 2012 12, 20, 28元/m²•月,6.02元/m²•天,,徐汇,万体馆,徐汇 万体馆 上影国际大厦,31.2043743134,121.454185486
2590,2614,长房国际广场,长宁-天山路- 天山路789号(娄山关路555号), 纯写字楼(甲级), 2007 9, 27, 30元/m²•月,6.08元/m²•天,,长宁,天山路,长宁 天山路 长房国际广场,31.215921402,121.410110474
2591,2615,禹州金桥国际,浦东-金桥开发区- 金湘路201弄15号, 纯写字楼(乙级), 2009 1, 19, 6.8元/m²•月,1.62元/m²•天,,浦东,金桥开发区,浦东 金桥开发区 禹州金桥国际,31.2605247498,121.61856842
2595,2619,电信实业大楼,长宁-中山公园- 江苏路500号, 纯写字楼(甲级), , 0, 17.2元/m²•月,3.24元/m²•天,,长宁,中山公园,长宁 中山公园 电信实业大楼,31.2278347015,121.426574707
2596,2620,智造局二期,卢湾-打浦桥- 局门路427号(靠近斜土路), 纯写字楼(甲级), 2007 7, 4, 15元/m²•月,6.29元/m²•天,,卢湾,打浦桥,卢湾 打浦桥 智造局二期,31.2089252472,121.48890686
2597,2621,东方尚博创意园,浦东-北蔡/塘桥- 东方路3539号, 纯写字楼(甲级), 2010 8, 5, 6元/m²•月,3.75元/m²•天,,浦东,北蔡/塘桥,浦东 北蔡/塘桥 东方尚博创意园,31.1944084167,121.518562317
2602,2626,芳华德必运动LOFT,浦东-世纪公园- 浦东花木芳华路139号, 纯写字楼(甲级), 2017 1, 3, 12.8元/m²•月,4.11元/m²•天,,浦东,世纪公园,浦东 世纪公园 芳华德必运动LOFT,31.2227668762,121.559333801
2603,2627,保利西岸中心,徐汇-龙华- 龙华路宛平南路1415号, 纯写字楼(甲级), , , ,6.69元/m²•天,,徐汇,龙华,徐汇 龙华 保利西岸中心,31.1863975525,121.462509155
2605,2629,东上海中心,杨浦-五角场- 关山路139号, 纯写字楼(乙级), 2007 9, 20, 4.9元/m²•月,4.06元/m²•天,25000元/m²,杨浦,五角场,杨浦 五角场 东上海中心,31.2983341217,121.527168274
2611,2635,新曹杨科技大厦,普陀-长风商务区- 怒江北路399号, 纯写字楼(甲级), , 19, 10元/m²•月,3.24元/m²•天,,普陀,长风商务区,普陀 长风商务区 新曹杨科技大厦,31.2414722443,121.396980286
2615,2639,上海国际包装印刷城,普陀-真如- 真南路1111号, 纯写字楼(丙级), 2002 1, 12, 2元/m²•月,1.08元/m²•天,16800元/m²,普陀,真如,普陀 真如 上海国际包装印刷城,31.2764434814,121.384437561
2616,2640,江桥万达广场,嘉定-江桥- 华江路998号, 综合写字楼(甲级), 2011 1, 10, 6元/m²•月,1.43元/m²•天,,嘉定,江桥,嘉定 江桥 江桥万达广场,31.2470188141,121.330726624
2619,2643,上海映巷创意工场,长宁-中山公园- 定西路727号, 纯写字楼(乙级), 2007 12, 4, 8元/m²•月,3.55元/m²•天,,长宁,中山公园,长宁 中山公园 上海映巷创意工场,31.2278347015,121.426574707
2620,2644,海益商务大厦,长宁-天山路- 天山路310号, 纯写字楼(甲级), 2004 4, 14, 20元/m²•月,3.85元/m²•天,,长宁,天山路,长宁 天山路 海益商务大厦,31.2214221954,121.39138031
2621,2645,中金国际广场,徐汇-徐家汇- 漕溪北路333号, 纯写字楼(甲级), 2009 5, 22, 25.5元/m²•月,6元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 中金国际广场,31.1972942352,121.444847107
2623,2647,上海外经大厦,徐汇-徐家汇- 小木桥路681号, 纯写字楼(乙级), 2004 2, 20, 22.6元/m²•月,4.06元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 上海外经大厦,31.1963977814,121.470649719
2625,2649,飞洲时代大厦,普陀-中山北路- 中山北路1777号, 纯写字楼(甲级), 2008 12, 28, 22元/m²•月,4.06元/m²•天,27800元/m²,普陀,中山北路,普陀 中山北路 飞洲时代大厦,31.2576541901,121.43939209
2626,2650,创富大厦,虹口-临平/和平公园- 大连路535号, 纯写字楼(丙级), , 4, 5元/m²•月,3.04元/m²•天,,虹口,临平/和平公园,虹口 临平/和平公园 创富大厦,31.2763652802,121.509803772
2627,2651,建发国际大厦,杨浦-平凉/杨浦外滩- 杨树浦路288号, 纯写字楼(甲级), 2015 12, 18, 31元/m²•月,5.98元/m²•天,,杨浦,平凉/杨浦外滩,杨浦 平凉/杨浦外滩 建发国际大厦,31.3045101166,121.535713196
2628,2652,欧银集心大楼,闵行-春申/老闵行- 春申路2525号, 纯写字楼(甲级), , , ,2.84元/m²•天,,闵行,春申/老闵行,闵行 春申/老闵行 欧银集心大楼,31.1161174774,121.421791077
2632,2657,上海地产大厦,徐汇-徐家汇- 淮海中路东湖路9号, 纯写字楼(甲级), 2000 3, 26, 2.7元/m²•月,7.1元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 上海地产大厦,31.2002086639,121.443481445
2635,2660,东方国际大厦,长宁-虹桥开发区- 娄山关路85号, 纯写字楼(甲级), 1997 1, 16, 25元/m²•月,5.78元/m²•天,,长宁,虹桥开发区,长宁 虹桥开发区 东方国际大厦,31.2112255096,121.408882141
2637,2662,1933创意空间,虹口-北外滩- 沙泾路29号, 纯写字楼(甲级), 2010 6, 27, 20元/m²•月,3.6元/m²•天,,虹口,北外滩,虹口 北外滩 1933创意空间,31.252866745,121.50201416
2639,2664,华南大厦,浦东-北蔡/塘桥- 东方路1988号, 纯写字楼(乙级), 2002 10, 14, 8元/m²•月,3.55元/m²•天,,浦东,北蔡/塘桥,浦东 北蔡/塘桥 华南大厦,31.2046756744,121.526641846
2642,2667,富邦晶品,静安-静安寺- 愚园路68号, 纯写字楼(甲级), , 0, 36元/m²•月,8.11元/m²•天,,静安,静安寺,静安 静安寺 富邦晶品,31.2315483093,121.452819824
2646,2671,亿达产业园,嘉定-江桥- 金运路与鹤望路交界处, 纯写字楼(甲级), , , ,3.55元/m²•天,,嘉定,江桥,嘉定 江桥 亿达产业园,31.2653598785,121.352172852
2647,2672,中海国际中心,"黄浦-人民广场- 建国东路,近黄陂南路", 纯写字楼(甲级), 2017 9, 32, 38元/m²•月,8.11元/m²•天,,黄浦,人民广场,黄浦 人民广场 中海国际中心,31.2360095978,121.478942871
2650,2675,北科大厦,徐汇-徐家汇- 中山西路1919号, 纯写字楼(丙级), 2004 12, 15, 6元/m²•月,3.06元/m²•天,19800元/m²,徐汇,徐家汇,徐汇 徐家汇 北科大厦,31.1898765564,121.432174683
2654,2679,浙铁绿城长风中心,普陀-长风商务区- 同普路299弄, 纯写字楼(甲级), , 0, 23元/m²•月,4.26元/m²•天,36000元/m²,普陀,长风商务区,普陀 长风商务区 浙铁绿城长风中心,31.2320995331,121.397666931
2657,2682,创邑・源,长宁-中山公园- 凯旋路613号, 纯写字楼(甲级), 2006 3, 3, 12.5元/m²•月,4.56元/m²•天,,长宁,中山公园,长宁 中山公园 创邑・源,31.2177600861,121.42363739
2658,2683,智慧湾科创园,宝山-顾村- 蕰川路6号, 纯写字楼(甲级), 2016 09, 7, 0.45元/m²•月,2.54元/m²•天,,宝山,顾村,宝山 顾村 智慧湾科创园,31.349855423,121.440666199
2660,2685,众城商厦,浦东-北蔡/塘桥- 浦东南路2159号，浦东南路和浦澳路交叉口, 综合写字楼(甲级), , 25, 7000元/m²•月,3.04元/m²•天,19000元/m²,浦东,北蔡/塘桥,浦东 北蔡/塘桥 众城商厦,31.2135791779,121.523086548
2663,2688,捷运大厦,长宁-天山路- 天山路600弄2号楼, 纯写字楼(甲级), 2001 6, 30, 30元/m²•月,2.78元/m²•天,20000元/m²,长宁,天山路,长宁 天山路 捷运大厦,31.2187404633,121.403244019
2664,2689,东华大学创意园,长宁-延安西路- 延安西路1882号, 纯写字楼(甲级), , 13, 9元/m²•月,4.06元/m²•天,17000元/m²,长宁,延安西路,长宁 延安西路 东华大学创意园,31.2130336761,121.42024231
2665,2690,悟锦世纪大楼,徐汇-淮海西路- 富民路291号, 纯写字楼(甲级), 2008 3, 8, 26元/m²•月,8.09元/m²•天,,徐汇,淮海西路,徐汇 淮海西路 悟锦世纪大楼,31.2236232758,121.45904541
2668,2693,七宝易园,闵行-七宝- 七莘路1855号, 纯写字楼(甲级), , 0, 12.7元/m²•月,3.04元/m²•天,,闵行,七宝,闵行 七宝 七宝易园,31.1623954773,121.35383606
2669,2694,远洋财富广场,浦东-外高桥- 外高桥保税区台中南路68号, 纯写字楼(甲级), , , ,1.71元/m²•天,,浦东,外高桥,浦东 外高桥 远洋财富广场,31.294336319,121.525466919
2670,2695,海尚杰座,杨浦-黄兴公园- 营口路588号, 纯写字楼(甲级), 2006 07, 16, 3.5元/m²•月,3.33元/m²•天,,杨浦,黄兴公园,杨浦 黄兴公园 海尚杰座,31.3007106781,121.541015625
2672,2697,利星国际广场,长宁-延安西路- 延安西路1319号, 纯写字楼(甲级), 2007 1, 25, 18元/m²•月,7.87元/m²•天,,长宁,延安西路,长宁 延安西路 利星国际广场,31.2166690826,121.432189941
2674,2699,歌斐中心,卢湾-打浦桥- 蒙自路757号, 纯写字楼(甲级), , 0, 32元/m²•月,7.3元/m²•天,,卢湾,打浦桥,卢湾 打浦桥 歌斐中心,31.203458786,121.488555908
2675,2700,浦东张江软件园,浦东-张江高科- 郭守敬路498号, 纯写字楼(乙级), 2005 5, 6, 6元/m²•月,3.35元/m²•天,,浦东,张江高科,浦东 张江高科 浦东张江软件园,31.2164974213,121.604736328
2680,2705,万宝国际商务中心,长宁-延安西路- 新华路660号, 纯写字楼(乙级), 1995 1, 5, 24元/m²•月,5.88元/m²•天,,长宁,延安西路,长宁 延安西路 万宝国际商务中心,31.2115097046,121.427078247
2682,2707,海虹永安商厦,虹口-四川北路- 四川北路1800号, 纯写字楼(甲级), , , ,2.86元/m²•天,,虹口,四川北路,虹口 四川北路 海虹永安商厦,31.2656135559,121.490531921
2685,2710,巨富大厦,静安-静安寺- 富民路85-87号, 纯写字楼(甲级), 2004 1, 25, 5.3元/m²•月,3.85元/m²•天,,静安-静安寺, 富民路85,静安-静安寺  富民路85 巨富大厦,31.2268123627,121.457122803
2687,2712,上海财经大学国家大学科技园,虹口-凉城路/虹口足球场- 上海 虹口邯郸路135号, 纯写字楼(乙级), 2008 6, 13, 6元/m²•月,2.23元/m²•天,,虹口,凉城路/虹口足球场,虹口 凉城路/虹口足球场 上海财经大学国家大学科技园,31.2997245789,121.503349304
2688,2713,新研大楼,徐汇-漕河泾- 桂箐路65号, 纯写字楼(甲级), 2015 11, 26, 27.8元/m²•月,4.36元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 新研大楼,31.1717357635,121.43586731
2690,2716,孵源节能环保科技企业孵化基地,闵行-浦江- 昌达路27号, 纯写字楼(甲级), , 5, ,1.62元/m²•天,,闵行,浦江,闵行 浦江 孵源节能环保科技企业孵化基地,31.0935382843,121.42502594
2691,2717,嘉里不夜城企业中心企业公馆,闸北-火车站- 共和路219号, 纯写字楼(甲级), , 0, 25元/m²•月,4.06元/m²•天,,闸北,火车站,闸北 火车站 嘉里不夜城企业中心企业公馆,31.2508773804,121.464996338
2692,2718,红坊,长宁-延安西路- 淮海西路570-588号, 纯写字楼(甲级), 2007 10, 3, 18元/m²•月,4.26元/m²•天,,长宁-延安西路, 淮海西路570,长宁-延安西路  淮海西路570 红坊,31.2054176331,121.430496216
2693,2719,加减乘除创意园,普陀-中山北路- 云岭西路689弄, 纯写字楼(乙级), 2012 10, 7, 5元/m²•月,3.04元/m²•天,,普陀,中山北路,普陀 中山北路 加减乘除创意园,31.2331676483,121.369926453
2694,2720,荣欣大厦,虹口-四川北路- 四川北路1851号, 纯写字楼(乙级), 1999 12, 24, 2.8元/m²•月,3.35元/m²•天,18800元/m²,虹口,四川北路,虹口 四川北路 荣欣大厦,31.2673931122,121.490089417
2695,2721,中环广场,卢湾-淮海路/新天地- 淮海中路381号, 纯写字楼(甲级), 1999 1, 38, 34元/m²•月,8.31元/m²•天,,卢湾,淮海路/新天地,卢湾 淮海路/新天地 中环广场,31.2279396057,121.479522705
2697,2723,利仕达,静安-南京西路- 陕西北路457号, 纯写字楼(甲级), , 0, 15元/m²•月,4.06元/m²•天,,静安,南京西路,静安 南京西路 利仕达,31.2344989777,121.46308136
2701,2727,波司登大厦,杨浦-中原地区- 政府路18号, 纯写字楼(甲级), , 19, 25元/m²•月,3.04元/m²•天,,杨浦,中原地区,杨浦 中原地区 波司登大厦,31.3150310516,121.524482727
2703,2729,SOHO丽园,卢湾-淮海路/新天地- 丽园路501号, 纯写字楼(乙级), 2007 6, 6, 12元/m²•月,4.66元/m²•天,,卢湾,淮海路/新天地,卢湾 淮海路/新天地 SOHO丽园,31.2139015198,121.488212585
