,name,type,age,floors,rent,hotel,hospital,mall,park1500,store,underground,POIs,mean_rent
574,莲谷产业园,2,3.0,10.0,1.63,12.0,0.0,3.0,4.0,23.0,0.0,5,16.7
575,福申大厦,2,21.0,20.0,2.99,159.0,12.0,0.0,18.0,0.0,3.0,5,
576,优房创意园,3,4.0,5.0,3.24,17.0,2.0,3.0,5.0,25.0,0.0,6,
577,伍佰视觉园,3,7.0,6.0,4.06,48.0,4.0,9.0,7.0,30.0,3.0,7,19.2
578,上海晶碧产业园,1,7.0,5.0,1.52,0.0,0.0,3.0,4.0,23.0,2.0,5,
579,上海出版大楼,3,17.0,20.0,2.89,19.0,1.0,3.0,9.0,12.0,0.0,6,
580,兆丰大厦,3,19.0,28.0,2.33,40.0,5.0,4.0,4.0,25.0,2.0,7,6.23
581,五角丰达,3,6.0,12.0,3.75,22.0,2.0,16.0,4.0,20.0,1.0,7,
582,上海阿波罗大厦,3,23.0,6.0,6.33,77.0,6.0,0.0,7.0,25.0,1.0,6,3.48
583,上海期货大厦,3,19.0,37.0,5.68,1.0,0.0,0.0,0.0,0.0,0.0,2,
584,漕河泾国际商务中心,3,8.0,38.0,4.56,5.0,1.0,0.0,6.0,11.0,0.0,5,
585,永盛商务楼1号楼,3,14.0,4.0,2.03,0.0,11.0,3.0,9.0,24.0,0.0,5,2.75
586,上海望族城大厦,2,21.0,28.0,3.04,21.0,11.0,2.0,1.0,17.0,1.0,7,4.67
587,华旭国际大厦,3,10.0,20.0,8.11,125.0,5.0,20.0,17.0,58.0,1.0,7,
588,开天大厦,3,1.0,28.0,1.72,6.0,2.0,0.0,3.0,0.0,0.0,4,
589,我格广场,3,10.0,27.0,4.56,29.0,3.0,3.0,4.0,30.0,0.0,6,
590,马陆商务楼9号楼、7号楼,3,14.0,2.0,1.42,12.0,3.0,5.0,4.0,23.0,0.0,6,
591,星展银行大厦,3,9.0,18.0,10.14,6.0,0.0,0.0,4.0,11.0,1.0,5,
592,1876老站创意园,3,,,3.35,13.0,0.0,0.0,1.0,28.0,1.0,5,4.66
593,鲁能国际大厦,3,2.0,40.0,6.59,52.0,4.0,2.0,10.0,41.0,0.0,6,4.27
594,嘉里不夜城二期,2,10.0,26.0,3.24,0.0,3.0,5.0,5.0,37.0,2.0,6,3.98
595,创企天地产业园,3,2.0,9.0,3.85,0.0,0.0,0.0,1.0,1.0,0.0,3,4.5
596,虹钦园,2,19.0,8.0,3.19,3.0,2.0,0.0,1.0,7.0,0.0,5,
597,中丝亚太商厦,3,,12.0,3.11,175.0,16.0,30.0,11.0,78.0,2.0,7,3.94
598,嘉发大厦,3,20.0,33.0,3.04,57.0,12.0,16.0,16.0,42.0,3.0,7,
599,大沽映像创意园,3,,,6.59,60.0,3.0,13.0,20.0,30.0,1.0,7,
600,玉城宝都大厦,2,19.0,32.0,3.35,45.0,9.0,3.0,3.0,29.0,2.0,7,
601,凯阳大厦,1,18.0,12.0,2.84,25.0,3.0,5.0,4.0,20.0,1.0,7,3.75
602,幸福码头时尚创意园,2,9.0,3.0,4.26,14.0,5.0,9.0,3.0,13.0,1.0,7,
603,豪威科技园,3,,,3.55,1.0,0.0,0.0,0.0,0.0,0.0,2,5.5
604,城市新汇,3,8.0,12.0,3.28,3.0,8.0,1.0,1.0,17.0,1.0,7,6.25
605,红星世贸大厦,3,9.0,29.0,3.08,6.0,2.0,0.0,3.0,19.0,0.0,5,
606,福克斯连锁商务大厦,3,15.0,5.0,1.93,6.0,1.0,0.0,1.0,2.0,0.0,5,1.7
607,凯润商务楼,3,,,2.84,24.0,11.0,14.0,5.0,43.0,1.0,7,
608,歆翱国际商务园,3,10.0,12.0,1.52,1.0,0.0,0.0,3.0,1.0,0.0,4,3.78
609,IF如果文化创意产业园,3,,,2.84,46.0,7.0,4.0,4.0,20.0,1.0,7,
610,尚秀商务楼,2,18.0,8.0,3.14,52.0,5.0,0.0,5.0,21.0,1.0,6,6.15
611,恒润大厦,3,,12.0,2.84,0.0,0.0,0.0,0.0,2.0,0.0,2,
612,财富时代大厦,3,13.0,25.0,4.56,51.0,8.0,5.0,1.0,32.0,2.0,7,1.5
613,圣骊创意园,3,14.0,26.0,3.04,11.0,13.0,4.0,1.0,39.0,1.0,7,
614,汉桥文化科技园,2,12.0,9.0,2.03,17.0,1.0,0.0,0.0,12.0,0.0,4,4.2
615,上海光大会展中心,2,18.0,30.0,3.04,23.0,8.0,3.0,9.0,22.0,0.0,6,
616,大华虎城第三空间,3,5.0,14.0,3.06,11.0,3.0,4.0,12.0,17.0,1.0,7,1.97
617,富荟商业广场（写字楼）,3,3.0,10.0,7.15,1.0,0.0,0.0,12.0,12.0,0.0,4,3.2
618,界龙总部园,3,,,5.07,6.0,2.0,3.0,7.0,6.0,1.0,7,5.2
619,歆翱商务大厦,3,,,2.53,9.0,0.0,0.0,0.0,6.0,0.0,3,2.5
620,数娱大厦,3,13.0,12.0,3.94,48.0,4.0,16.0,10.0,30.0,3.0,7,5.55
621,恒隆广场,3,17.0,66.0,10.14,76.0,14.0,22.0,12.0,36.0,0.0,6,
622,凯迪金融大厦,3,7.0,21.0,3.95,24.0,3.0,18.0,4.0,27.0,3.0,7,
623,8号桥二期,2,11.0,5.0,5.78,45.0,27.0,5.0,0.0,38.0,0.0,5,
624,莘乔商务楼,2,,3.0,2.03,7.0,2.0,3.0,2.0,11.0,0.0,6,5.9
625,科投大厦,3,16.0,23.0,3.55,116.0,9.0,3.0,3.0,20.0,1.0,7,
626,日月光中心伯爵居,3,6.0,35.0,6.08,100.0,9.0,0.0,8.0,30.0,1.0,6,
627,虹桥汇,3,2.0,9.0,5.58,0.0,0.0,0.0,0.0,4.0,0.0,2,3.14
628,城建国际中心,3,13.0,25.0,7.61,22.0,0.0,1.0,6.0,25.0,2.0,6,3.48
629,上海汇力得电子商务产业园,3,6.0,9.0,1.83,20.0,8.0,9.0,6.0,28.0,0.0,6,4.53
630,文通-财富国际,3,,,5.07,38.0,3.0,2.0,7.0,15.0,1.0,7,5.25
631,虹桥三湘广场,3,,,4.06,0.0,0.0,3.0,0.0,5.0,0.0,3,
632,枫林国际大厦,3,,,5.0,51.0,10.0,1.0,5.0,25.0,1.0,7,2.5
633,九安广场,3,25.0,11.0,4.97,66.0,24.0,9.0,7.0,31.0,1.0,7,
634,尼克大楼,3,8.0,20.0,4.26,6.0,0.0,0.0,1.0,7.0,0.0,4,
635,天安万科御河企业公馆,3,,,3.04,0.0,0.0,1.0,0.0,2.0,0.0,3,4.36
636,西岸创意园区,2,10.0,8.0,4.06,20.0,10.0,3.0,3.0,26.0,2.0,7,
637,嘉誉国际广场,3,,,4.77,1.0,0.0,1.0,2.0,1.0,0.0,5,
638,静安晶品中心,3,,,8.77,54.0,0.0,15.0,6.0,42.0,1.0,6,3.8
639,新桥商务中心,3,5.0,9.0,3.65,0.0,1.0,2.0,2.0,0.0,2.0,5,
640,安信财富中心,3,,,3.04,4.0,0.0,5.0,2.0,5.0,0.0,5,6.0
641,盛源恒华大厦,3,,18.0,5.07,36.0,4.0,3.0,7.0,18.0,2.0,7,3.58
642,三迪曼哈顿,3,,,1.2,4.0,0.0,1.0,0.0,6.0,0.0,4,8.08
643,上海展览中心,3,,5.0,5.07,98.0,8.0,20.0,9.0,36.0,1.0,7,
644,大上海时代广场,3,18.0,30.0,8.11,36.0,7.0,23.0,27.0,40.0,3.0,7,3.8
645,平盛大厦,2,14.0,25.0,3.04,0.0,3.0,17.0,3.0,24.0,1.0,6,
646,源达大厦,3,6.0,30.0,4.06,51.0,9.0,3.0,4.0,37.0,1.0,7,
647,企业天地,3,22.0,25.0,10.14,44.0,13.0,16.0,27.0,25.0,2.0,7,4.25
648,家化金融大厦,3,20.0,20.0,3.04,68.0,4.0,0.0,5.0,60.0,0.0,5,
649,华宏商务中心,3,7.0,24.0,4.06,3.0,1.0,0.0,8.0,5.0,0.0,5,3.45
650,大华银行大厦,3,2.0,18.0,9.63,19.0,1.0,0.0,5.0,16.0,0.0,5,
651,旭辉世纪广场,2,11.0,13.0,3.04,2.0,1.0,2.0,2.0,5.0,0.0,6,
652,美林创意园,1,2.0,8.0,2.33,17.0,1.0,2.0,0.0,11.0,0.0,5,4.54
653,永达国际大厦,3,10.0,23.0,7.1,3.0,0.0,2.0,12.0,6.0,2.0,6,5.52
654,高阳商务中心,3,,,2.64,8.0,1.0,2.0,4.0,26.0,1.0,7,
655,海上硕和城,3,11.0,18.0,2.84,7.0,3.0,2.0,6.0,16.0,1.0,7,3.9
656,滨江国际广场,3,6.0,28.0,5.07,1.0,1.0,0.0,2.0,13.0,0.0,5,4.5
657,东方纯一,3,,,7.1,1.0,0.0,0.0,0.0,0.0,0.0,2,2.58
658,中骏广场,3,1.0,6.0,4.06,13.0,0.0,1.0,0.0,4.0,0.0,4,9.33
659,中华企业大厦,3,21.0,27.0,6.13,62.0,20.0,11.0,6.0,32.0,1.0,7,2.0
660,海高大厦,3,22.0,9.0,3.35,70.0,4.0,4.0,8.0,27.0,0.0,6,2.4
661,汤泉国际,3,,7.0,4.06,3.0,1.0,1.0,2.0,4.0,0.0,6,
662,荣振大厦,3,17.0,16.0,2.74,17.0,1.0,10.0,1.0,27.0,1.0,7,4.5
663,外高桥复旦科技园创新中心,3,1.0,13.0,2.84,12.0,2.0,3.0,0.0,14.0,0.0,5,7.28
664,聚鑫金桥园,3,,,2.64,22.0,0.0,0.0,0.0,7.0,0.0,3,7.42
665,建韬企业广场,3,,,3.55,16.0,3.0,5.0,2.0,24.0,1.0,7,
666,绿洲中环中心,3,7.0,24.0,4.1,17.0,1.0,6.0,2.0,18.0,1.0,7,
667,临空经济园区,3,25.0,12.0,3.04,0.0,1.0,3.0,1.0,7.0,0.0,5,6.02
668,福克斯(中谊)商务大厦,3,10.0,6.0,1.93,23.0,1.0,0.0,2.0,28.0,1.0,6,
669,凯鸿广场,3,,,3.96,24.0,11.0,14.0,7.0,42.0,0.0,6,
670,海尚杰座南楼,3,13.0,18.0,3.33,8.0,4.0,1.0,8.0,20.0,1.0,7,4.63
671,龙湖新壹城,3,1.0,13.0,1.03,13.0,0.0,1.0,1.0,2.0,1.0,6,
672,老码头创意园,2,11.0,7.0,5.07,0.0,0.0,2.0,2.0,8.0,0.0,4,6.5
673,钱江大厦,3,14.0,27.0,5.07,32.0,1.0,1.0,1.0,27.0,2.0,7,1.5
674,漕河泾凤凰园,3,,,3.55,14.0,4.0,0.0,5.0,9.0,1.0,6,3.92
675,香港新世界大厦,3,16.0,60.0,8.11,45.0,11.0,15.0,26.0,27.0,2.0,7,4.1
676,洲际中心,3,9.0,55.0,6.9,57.0,1.0,6.0,5.0,34.0,2.0,7,
677,星峰企业园,3,,,4.87,0.0,1.0,1.0,2.0,1.0,0.0,5,
678,耀江国际大厦,3,12.0,28.0,3.85,25.0,3.0,4.0,14.0,0.0,1.0,6,10.13
679,锦程大厦,2,18.0,27.0,2.84,24.0,1.0,3.0,5.0,32.0,0.0,6,5.1
680,佳源名人公寓,3,2.0,12.0,1.26,4.0,0.0,0.0,0.0,0.0,0.0,2,2.0
681,凌阳大楼,3,11.0,5.0,4.16,1.0,0.0,0.0,0.0,0.0,0.0,2,
682,南翔现代企业园,3,9.0,4.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,1,
683,中环科技园,3,,,2.33,0.0,1.0,2.0,0.0,4.0,0.0,4,
684,创洁科技园,3,,,3.55,3.0,0.0,0.0,2.0,4.0,0.0,4,3.59
685,新建大厦,2,32.0,10.0,4.36,44.0,8.0,5.0,5.0,24.0,0.0,6,7.0
686,东方汇经OFC,3,4.0,,10.14,18.0,2.0,6.0,9.0,12.0,0.0,6,
687,中山国际广场,3,,,4.06,7.0,3.0,1.0,0.0,11.0,1.0,6,5.34
688,长春藤运通大厦,3,15.0,19.0,3.33,75.0,9.0,16.0,17.0,33.0,3.0,7,3.68
689,华京商务大厦,2,8.0,13.0,3.85,14.0,10.0,2.0,1.0,14.0,0.0,6,
690,世界广场,3,20.0,38.0,6.08,54.0,3.0,8.0,5.0,21.0,2.0,7,5.6
691,1929 OFFICE SPACE,3,,6.0,4.29,22.0,12.0,15.0,7.0,39.0,1.0,7,13.64
692,嘉利大厦,2,20.0,35.0,2.84,52.0,10.0,1.0,9.0,33.0,0.0,6,3.6
693,新城控股大厦,3,,,4.66,9.0,0.0,1.0,7.0,9.0,1.0,6,
694,银桥大厦,2,21.0,26.0,2.03,16.0,0.0,1.0,1.0,11.0,1.0,6,
695,五维空间创意产业园,2,10.0,3.0,2.29,7.0,2.0,1.0,3.0,11.0,0.0,6,
696,东渡国际家庭广场,3,,,4.29,2.0,4.0,2.0,4.0,5.0,0.0,6,
697,虹桥国际大厦,3,12.0,19.0,2.84,31.0,0.0,0.0,11.0,26.0,0.0,4,10.0
698,富都大厦,3,13.0,,3.91,12.0,2.0,0.0,10.0,18.0,1.0,6,2.19
699,麦可将园区,2,6.0,7.0,2.33,15.0,9.0,4.0,3.0,29.0,0.0,6,3.24
700,浙大网新科技园,2,13.0,6.0,5.07,5.0,0.0,2.0,1.0,3.0,1.0,6,2.2
701,江桥新世界生活广场三期,3,5.0,23.0,2.03,4.0,0.0,4.0,1.0,17.0,0.0,5,3.0
702,新发展大厦,2,8.0,19.0,4.06,52.0,2.0,7.0,5.0,35.0,2.0,7,4.23
703,银亿滨江中心,3,,,4.06,22.0,4.0,4.0,2.0,22.0,1.0,7,
704,新时空国际商务广场,1,14.0,30.0,3.55,66.0,11.0,7.0,8.0,35.0,1.0,7,3.45
705,华大科技园,3,,,4.26,2.0,1.0,0.0,6.0,13.0,2.0,6,
706,桂箐园,2,23.0,6.0,2.84,3.0,2.0,0.0,1.0,10.0,0.0,5,5.06
707,国际港务大厦,3,10.0,27.0,5.07,22.0,2.0,4.0,7.0,31.0,1.0,7,4.15
708,兴迪商务大厦,3,10.0,14.0,3.55,6.0,2.0,0.0,2.0,3.0,0.0,5,
709,上海理工大学科技园,3,12.0,6.0,2.25,10.0,0.0,0.0,2.0,7.0,0.0,4,3.25
710,东方渔人码头,3,2.0,,5.48,3.0,2.0,0.0,3.0,23.0,0.0,5,5.5
711,欧莱雅商务中心,3,,,3.04,2.0,0.0,0.0,2.0,4.0,0.0,4,
712,兰生大厦,3,113.0,32.0,6.9,39.0,7.0,20.0,27.0,49.0,1.0,7,2.78
713,老洋行1913,3,7.0,4.0,3.85,24.0,12.0,4.0,8.0,46.0,1.0,7,4.57
714,南证大厦,3,22.0,49.0,6.27,72.0,13.0,13.0,20.0,37.0,1.0,7,6.02
715,上海海航大厦,3,,,9.13,1.0,0.0,0.0,0.0,0.0,0.0,2,6.1
716,森宏旗臻,2,4.0,16.0,2.28,3.0,4.0,3.0,2.0,5.0,1.0,7,
717,万达商业广场,3,9.0,25.0,3.95,25.0,4.0,21.0,3.0,29.0,3.0,7,
718,北虹桥绿地新都会,3,0.0,10.0,3.35,11.0,0.0,4.0,0.0,13.0,0.0,4,
719,腾飞莲花,3,,,4.06,1.0,0.0,0.0,0.0,0.0,0.0,2,4.8
720,宏慧盟智廊,3,,,5.07,40.0,10.0,1.0,11.0,34.0,2.0,7,
721,金融街静安中心,3,,,8.23,40.0,5.0,8.0,4.0,30.0,0.0,6,
722,金陵大厦,2,21.0,18.0,3.47,46.0,7.0,6.0,27.0,27.0,2.0,7,4.5
723,华生创谷产业园,3,3.0,6.0,2.23,2.0,0.0,0.0,1.0,2.0,0.0,4,
724,文渊楼,3,,,3.04,10.0,0.0,0.0,1.0,8.0,1.0,5,
725,铭光商务楼,3,,4.0,4.06,46.0,12.0,3.0,10.0,40.0,0.0,6,2.95
726,上海投资组合中心大厦,2,11.0,8.0,4.82,24.0,11.0,19.0,7.0,50.0,1.0,7,
727,星云经济区,3,,,1.83,3.0,5.0,0.0,1.0,5.0,0.0,5,3.29
728,宝龙大厦,2,14.0,14.0,7.71,0.0,3.0,21.0,12.0,72.0,1.0,6,
729,嘉地中心,3,7.0,68.0,8.11,106.0,6.0,17.0,9.0,39.0,2.0,7,
730,滨江大厦,3,19.0,15.0,5.58,38.0,0.0,1.0,2.0,8.0,0.0,5,
731,光明总部大厦,3,,,4.87,20.0,6.0,2.0,2.0,15.0,1.0,7,6.5
732,港务大厦,2,20.0,28.0,5.58,5.0,0.0,4.0,11.0,10.0,0.0,5,17.0
733,和源大楼,3,,9.0,3.85,29.0,5.0,3.0,1.0,37.0,1.0,7,7.8
734,保利绿地,3,,,5.95,0.0,3.0,2.0,7.0,15.0,1.0,6,
735,创智坊,2,9.0,8.0,3.85,16.0,2.0,6.0,2.0,15.0,0.0,6,4.44
736,汇宝中心,3,1.0,16.0,2.92,1.0,0.0,0.0,0.0,0.0,0.0,2,8.52
737,金延大楼,3,18.0,6.0,10.14,23.0,0.0,18.0,11.0,34.0,0.0,5,
738,金峰世纪大厦,2,10.0,18.0,4.06,40.0,5.0,8.0,4.0,30.0,0.0,6,
739,大宁易园,2,6.0,4.0,3.94,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5
740,七宝宝龙城,3,,,3.85,4.0,0.0,3.0,0.0,20.0,1.0,5,
741,徐家汇独栋花园办公楼,3,13.0,22.0,5.88,48.0,4.0,16.0,10.0,30.0,3.0,7,
742,中金国际广场B座,3,9.0,17.0,6.59,63.0,4.0,15.0,9.0,26.0,2.0,7,
743,长宁时代大厦,3,,1.0,2.64,40.0,13.0,1.0,12.0,21.0,1.0,7,3.46
744,WE国际文化创意中心（静安）,3,,,7.62,60.0,6.0,10.0,6.0,34.0,1.0,7,3.94
745,中期大厦,3,18.0,28.0,3.33,31.0,2.0,4.0,6.0,25.0,1.0,7,
746,振安广场,2,20.0,24.0,2.94,45.0,0.0,6.0,11.0,6.0,1.0,6,
747,招商局上海中心,3,2.0,11.0,6.08,1.0,0.0,0.0,5.0,4.0,1.0,5,4.38
748,绿地创客,2,8.0,5.0,4.06,22.0,12.0,15.0,7.0,39.0,1.0,7,4.5
749,新纪元国际广场,3,10.0,16.0,2.84,16.0,6.0,6.0,8.0,24.0,0.0,6,
750,汾阳路3号,2,7.0,7.0,7.1,95.0,23.0,10.0,15.0,37.0,2.0,7,
751,仲盛金融中心,3,23.0,31.0,3.65,20.0,1.0,4.0,8.0,23.0,0.0,6,
752,华联发展大厦,2,113.0,13.0,3.65,22.0,13.0,1.0,7.0,21.0,1.0,7,3.0
753,嘉汇大厦,3,,,3.33,77.0,5.0,10.0,10.0,26.0,1.0,7,3.0
754,伟泰大厦,1,,9.0,3.04,8.0,0.0,0.0,6.0,18.0,2.0,5,4.05
755,宝莲城,3,11.0,22.0,2.84,4.0,2.0,2.0,1.0,3.0,0.0,6,
756,一方中心,3,1.0,18.0,7.1,25.0,3.0,4.0,14.0,48.0,1.0,7,
757,世纪商贸广场,3,14.0,45.0,8.72,88.0,31.0,4.0,8.0,28.0,1.0,7,
758,浦江知地,3,1.0,6.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,1,
759,国家开发银行大厦,3,18.0,44.0,7.61,8.0,6.0,3.0,5.0,25.0,1.0,7,3.4
760,环球广场,2,20.0,28.0,3.04,0.0,4.0,0.0,3.0,5.0,0.0,4,
761,国创中心,3,,,3.55,1.0,0.0,0.0,0.0,0.0,0.0,2,4.2
762,东旅大厦,3,11.0,18.0,4.06,7.0,2.0,1.0,2.0,30.0,0.0,6,3.62
763,徐汇苑大厦,3,15.0,28.0,5.88,7.0,2.0,1.0,2.0,12.0,4.0,7,
764,高优商务中心,2,,4.0,4.56,6.0,5.0,0.0,4.0,11.0,2.0,6,3.5
765,众原国际大厦,3,,,1.52,1.0,0.0,0.0,0.0,2.0,0.0,3,7.08
766,东云街1号,3,6.0,14.0,1.52,5.0,0.0,1.0,3.0,5.0,0.0,5,
767,上海谊莱创意园,3,2.0,2.0,2.74,39.0,0.0,3.0,5.0,25.0,0.0,5,
768,海博大楼,3,10.0,7.0,3.04,6.0,0.0,1.0,3.0,14.0,1.0,6,
769,碧云公馆,3,7.0,26.0,2.23,6.0,0.0,1.0,1.0,8.0,1.0,6,4.91
770,张江智创,3,,4.0,4.06,5.0,0.0,0.0,0.0,5.0,3.0,4,3.77
771,同盛大厦,3,13.0,25.0,6.08,23.0,0.0,0.0,6.0,22.0,2.0,5,
772,均瑶国际广场,3,15.0,17.0,4.87,54.0,14.0,0.0,7.0,25.0,1.0,6,7.6
773,恒基不夜城广场,1,21.0,30.0,2.84,43.0,1.0,1.0,6.0,23.0,0.0,6,2.8
774,台尚创意园,3,3.0,4.0,3.35,1.0,2.0,0.0,3.0,12.0,0.0,5,
775,嘉华中心,3,13.0,45.0,8.11,20.0,24.0,0.0,21.0,29.0,1.0,6,
776,长风国际大厦,3,8.0,22.0,3.85,2.0,1.0,1.0,8.0,4.0,0.0,6,10.12
777,城开中心,3,4.0,30.0,4.56,8.0,0.0,5.0,4.0,14.0,1.0,6,
778,达人湾创智广场,1,,6.0,2.53,38.0,3.0,1.0,1.0,28.0,1.0,7,1.4
779,汇嘉大厦,1,21.0,28.0,3.24,57.0,2.0,9.0,6.0,23.0,3.0,7,
780,玛伊莎,3,4.0,19.0,1.01,6.0,2.0,0.0,3.0,6.0,0.0,5,1.7
781,森兰国际,3,,,2.03,1.0,0.0,3.0,1.0,3.0,1.0,6,
782,上海国际设计中心,3,8.0,25.0,3.85,10.0,0.0,0.0,6.0,10.0,0.0,4,
783,嘉立国际广场,3,,21.0,1.37,36.0,0.0,0.0,0.0,6.0,0.0,3,
784,虹桥电子时代广场,3,13.0,11.0,2.33,32.0,9.0,12.0,12.0,32.0,1.0,7,
785,天宝华庭,3,14.0,22.0,3.04,15.0,3.0,4.0,7.0,33.0,1.0,7,3.4
786,越界智慧谷,3,,,3.24,21.0,7.0,1.0,6.0,27.0,2.0,7,
787,时亦商务大厦,3,1.0,12.0,1.62,8.0,0.0,1.0,0.0,3.0,0.0,4,
788,徐航大厦,3,,,6.08,48.0,4.0,16.0,7.0,30.0,3.0,7,3.7
789,嘉里不夜城,3,22.0,38.0,4.06,71.0,3.0,6.0,5.0,37.0,2.0,7,8.7
790,隆宇国际商务广场,3,6.0,25.0,5.88,59.0,4.0,7.0,5.0,35.0,1.0,7,
791,申鑫大厦,3,22.0,28.0,2.84,116.0,0.0,13.0,17.0,70.0,1.0,6,
792,金嘉商务广场,3,,,1.52,3.0,0.0,1.0,3.0,4.0,0.0,5,
793,漕河泾开发区科产楼C楼,2,,22.0,3.95,16.0,3.0,0.0,5.0,13.0,1.0,6,
794,1933老场坊,2,12.0,1.0,3.85,22.0,12.0,0.0,8.0,48.0,0.0,5,
795,昭化德必易园,3,,,5.58,46.0,12.0,3.0,7.0,40.0,0.0,6,
796,宝纳大厦,3,10.0,9.0,3.24,14.0,5.0,5.0,1.0,12.0,0.0,6,4.94
797,莲花国际广场,3,2.0,11.0,4.06,8.0,0.0,7.0,0.0,12.0,1.0,5,
798,华联创意广场,2,12.0,12.0,3.45,36.0,4.0,9.0,3.0,26.0,2.0,7,
799,陆家嘴钻石大厦,3,10.0,14.0,7.71,12.0,2.0,6.0,10.0,18.0,1.0,7,
800,万科2049创意汇,3,5.0,4.0,4.06,5.0,9.0,3.0,6.0,26.0,1.0,7,
801,金昌商务中心,3,7.0,7.0,3.24,11.0,2.0,2.0,5.0,27.0,1.0,7,5.75
802,畅星大厦,3,12.0,5.0,4.66,6.0,0.0,1.0,2.0,3.0,0.0,5,
803,恒汇国际大厦,3,8.0,29.0,5.05,22.0,1.0,4.0,3.0,34.0,1.0,7,
804,绿地能源大厦,3,9.0,24.0,3.04,31.0,4.0,0.0,2.0,27.0,3.0,6,4.5
805,盛世莲花广场,2,12.0,10.0,3.55,22.0,3.0,1.0,1.0,16.0,0.0,6,4.74
806,联通大厦,3,,,4.87,60.0,10.0,6.0,6.0,23.0,1.0,7,
807,阳光科技大厦,2,13.0,18.0,3.45,56.0,8.0,1.0,5.0,36.0,1.0,7,3.52
808,闵行高科技园,2,14.0,8.0,4.43,8.0,2.0,0.0,3.0,6.0,1.0,6,4.25
809,SOHO东海广场,3,10.0,50.0,7.3,66.0,24.0,17.0,4.0,32.0,1.0,7,6.15
810,虹桥南丰城,3,4.0,6.0,5.88,29.0,4.0,0.0,5.0,28.0,1.0,6,3.6
811,联合滨江大厦,3,11.0,20.0,1.56,13.0,3.0,3.0,0.0,28.0,1.0,6,
812,金茂大厦,3,19.0,88.0,9.94,8.0,2.0,0.0,3.0,15.0,1.0,6,2.85
813,中房长治大楼,2,10.0,6.0,3.82,38.0,4.0,2.0,6.0,37.0,2.0,7,5.8
814,怡虹科技园,3,13.0,12.0,3.24,4.0,2.0,1.0,0.0,6.0,0.0,5,3.5
815,源深商务楼,1,,6.0,5.37,12.0,2.0,6.0,10.0,18.0,1.0,7,
816,闵欣大厦,3,6.0,9.0,2.43,1.0,0.0,0.0,0.0,5.0,0.0,3,
817,置汇谷,2,,7.0,4.06,17.0,5.0,10.0,1.0,27.0,1.0,7,
818,新茂大厦,3,13.0,30.0,9.94,52.0,12.0,15.0,15.0,20.0,2.0,7,4.0
819,外滩8号,3,,,9.63,20.0,3.0,6.0,5.0,34.0,0.0,6,2.3
820,丽都大厦,3,14.0,35.0,3.04,22.0,18.0,1.0,7.0,18.0,2.0,7,4.0
821,建工大唐国际大厦,3,,,8.27,1.0,0.0,0.0,20.0,12.0,0.0,4,3.0
822,大虹桥国际中心,3,2.0,28.0,4.56,2.0,0.0,0.0,1.0,4.0,0.0,4,
823,博济上海智汇园,3,6.0,5.0,2.33,5.0,1.0,0.0,3.0,10.0,1.0,6,
824,辽油大厦,2,14.0,11.0,3.14,51.0,11.0,4.0,10.0,36.0,0.0,6,
825,海上海,3,12.0,22.0,3.85,8.0,2.0,4.0,11.0,34.0,0.0,6,2.9
826,宝鼎大厦,3,20.0,29.0,3.55,73.0,6.0,2.0,12.0,34.0,1.0,7,2.9
827,长泰企业天地,3,6.0,27.0,4.26,13.0,0.0,1.0,2.0,12.0,1.0,6,6.48
828,金谷中环大厦,3,,,4.07,1.0,0.0,0.0,2.0,3.0,0.0,4,
829,Build550,2,,4.0,12.05,42.0,7.0,4.0,5.0,29.0,0.0,6,
830,世博园C06板块,3,,,4.87,76.0,15.0,11.0,26.0,38.0,3.0,7,2.1
831,佳都大厦,2,16.0,20.0,3.04,25.0,3.0,5.0,4.0,0.0,1.0,6,
832,金蝶软件园,2,10.0,8.0,3.55,4.0,0.0,1.0,0.0,3.0,0.0,4,5.6
833,上海漕河泾松江高科技,3,,15.0,1.52,84.0,0.0,6.0,0.0,50.0,0.0,4,3.0
834,万众大厦,2,21.0,10.0,4.16,56.0,14.0,3.0,0.0,43.0,0.0,5,2.2
835,展讯中心,2,10.0,12.0,4.72,7.0,1.0,1.0,2.0,2.0,0.0,6,4.56
