,name,link-href,sources,surfaceRange,address,averageRent,averageBCRent,nameBC,floors,surface,floor_height,elevator,companys,building_surface,store,mall,park,hotel,underground,park1500
106,中期大厦,https://www.haozu.com/sh_xzl_3167/,73,10 - 170m²,普陀  光新中山北路2000号  ,7.3,6.68,光新,28.0,40000m²,3.3,4,上海创研工芸建筑装饰有限公司、上海菱信计算机网络有限公司、上海凯羽高温材料有限公司、上海文普教育信息咨询有限公司、上海锦唐信息科技有限公司,40000,17.0,0.0,17.0,3.0,0.0,6.0
107,彩生活时代广场,https://www.haozu.com/sh_xzl_24674/,41,32 - 750m²,闵行  莘庄莘福路288号  ,2.9,3.29,莘庄,,,,,,,7.0,4.0,7.0,1.0,0.0,2.0
108,MINI公馆,https://www.haozu.com/sh_xzl_17434/,9,47.8 - 60m²,普陀  桃浦真北路2500号  ,5.15,4.38,桃浦,27.0,99547m²,3.6,3,上海水凌商贸有限公司、上海达孚装饰工程有限公司,99547,14.0,1.0,14.0,3.0,0.0,4.0
109,浦东世纪大都会,https://www.haozu.com/sh_xzl_12083/,13,638 - 2810m²,浦东  竹园商贸区世纪大道1229号  ,10.63,11.33,竹园商贸区,,284000m²,,4,,284000,19.0,1.0,19.0,15.0,1.0,4.0
110,爱美高大厦,https://www.haozu.com/sh_xzl_2325/,68,73.5 - 991.1m²,徐汇  淮海西路淮海中路1325号  ,10.09,10.3,淮海西路,23.0,24525m²,3.2,4,拓扑思达(上海)国际贸易有限公司、美国屹龙国际有限公司上海代表处,24525,27.0,6.0,27.0,29.0,1.0,6.0
111,德必柏航创意园,https://www.haozu.com/sh_xzl_18320/,4,51 - 370m²,虹口  大柏树中山北一路1200号  ,3.25,3.68,大柏树,7.0,19120m²,4,,,19120,22.0,0.0,22.0,16.0,1.0,0.0
112,渡口空间,https://www.haozu.com/sh_xzl_3325/,6,193.2 - 690m²,黄浦  老西门陆家浜路18号  ,8.3,5.39,老西门,5.0,5000m²,3.5,,,5000,8.0,1.0,8.0,4.0,1.0,3.0
113,上海建工大厦,https://www.haozu.com/sh_xzl_12147/,1,3800m²,浦东  陆家嘴福山路33号  ,4.0,13.92,陆家嘴,27.0,52000m²,3,5,上海建工股份有限公司、上海市第一建筑有限公司,52000,23.0,0.0,23.0,26.0,0.0,1.0
114,君欣时代广场,https://www.haozu.com/sh_xzl_39064/,80,172 - 1300m²,杨浦  鞍山控江路1689号  ,4.6,5.63,鞍山,,,,,,,38.0,4.0,38.0,9.0,2.0,10.0
115,全通金融谷,https://www.haozu.com/sh_xzl_18740/,8,50 - 1600m²,嘉定  其他金兰路333号  ,3.03,1.59,其他,5.0,300000m²,,,"上海昊昭网络科技有限公司""}]",300000,0.0,0.0,,0.0,0.0,1.0
116,新纪元国际广场,https://www.haozu.com/sh_xzl_1533/,2,175 - 230m²,杨浦  黄兴黄兴路1599号  ,3.9,24.11,黄兴,16.0,21643m²,5.8,4,企业名称：新纪元国际广场，所属行业：计算机/互联网/通信/电子、企业名称：上海住宅科技投资股份有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海华强国际物流有限公司，所属行业：物流/运输、企业名称：五木国际贸易有限公司，所属行业：物流/运输、企业名称：上海朴树设计，所属行业：房地产/建筑,21643,26.0,5.0,26.0,7.0,0.0,7.0
117,智社688,https://www.haozu.com/sh_xzl_40249/,5,435 - 474m²,静安  江宁路陕西北路688号  ,7.88,8.86,江宁路,,,,,,,35.0,4.0,35.0,24.0,0.0,6.0
118,创智天地科技中心,https://www.haozu.com/sh_xzl_20964/,3,530m²,杨浦  五角场政立路477号  ,5.6,24.11,五角场,14.0,72776m²,2.8,3,,72776,13.0,1.0,13.0,6.0,1.0,3.0
119,巴黎时韵,https://www.haozu.com/sh_xzl_3658/,8,51.7 - 366m²,徐汇  襄阳南路襄阳南路500号  ,5.54,5.64,襄阳南路,30.0,30000m²,3.7,5,奥商诺律师事务所、睿海纵横翻译、上海亚培思文化传播有限公司,30000,30.0,3.0,,31.0,1.0,7.0
120,新华联大厦,https://www.haozu.com/sh_xzl_11111/,20,1177m²,卢湾  淮海中路淮海中路755号  ,6.5,9.28,淮海中路,20.0,59611m²,3.3,6,东工物产贸易有限公司、朗阁教育集团、莎喜国际货运代理（上海）有限,59611,37.0,9.0,,31.0,1.0,21.0
121,金桥路581号,https://www.haozu.com/sh_xzl_40265/,30,null,浦东  金桥新金桥路581号  ,,,,,,,,,,5.0,1.0,5.0,12.0,1.0,0.0
122,东上海中心,https://www.haozu.com/sh_xzl_1592/,2,50 - 160m²,杨浦  黄兴关山路139号  ,3.15,24.11,黄兴,20.0,80118m²,5.5,2,企业名称：上海越景建筑工程咨询有限公司，所属行业：房地产/建筑、企业名称：上海道润景观工程设计有限公司，所属行业：房地产/建筑、企业名称：浙江广大建设有限公司，所属行业：房地产/建筑、企业名称：上海佑家消防工程检测有限公司，所属行业：房地产/建筑、企业名称：上海君航通信科技有限公司，所属行业：计算机/互联网/通信/电子,80118,14.0,6.0,14.0,12.0,0.0,7.0
123,汇银广场,https://www.haozu.com/sh_xzl_3897/,1,110m²,徐汇  徐家汇华山路2088号  ,6.5,7.52,徐家汇,27.0,90000m²,3.7,3,南洋微电子、薛氏实业、中兴投资（中国）有限公司、总泉计数机网络技术有限公司、致诚电子科技,90000,32.0,11.0,,15.0,2.0,9.0
124,千舟园,https://www.haozu.com/sh_xzl_18352/,5,null,浦东  金桥金豫路700  ,,,,5.0,,3.3,,,,0.0,0.0,,0.0,0.0,1.0
125,近铁虹口科创金融产业园,https://www.haozu.com/sh_xzl_36327/,6,500 - 700m²,虹口  虹口足球场上海虹口区虹口足球场中...  ,5.5,4.38,虹口足球场,,,,,,,31.0,7.0,31.0,7.0,1.0,0.0
126,东鼎国际大厦,https://www.haozu.com/sh_xzl_10354/,93,130 - 160m²,宝山  友谊路漠河路600号  ,2.08,2.63,友谊路,,100000m²,,,中冶设计研究院、宝冶建筑、中铁伊红、龙廷国际旅行社、宝松集团,100000,6.0,0.0,6.0,1.0,0.0,1.0
127,千羽创意园,https://www.haozu.com/sh_xzl_17482/,1,402m²,卢湾  鲁班路局门路153号  ,5.0,10.1,鲁班路,5.0,5000m²,4.5,1,,5000,52.0,3.0,52.0,24.0,1.0,10.0
128,绿地汇创国际大厦,https://www.haozu.com/sh_xzl_1536/,16,120 - 443m²,杨浦  五角场上海市国定东路2758号  ,4.87,24.11,五角场,14.0,74545m²,6,7,企业名称：中润解放传媒，所属行业：广告/媒体、企业名称：上海腾世室内装饰工程有限公司，所属行业：房地产/建筑、企业名称：上海蟠龙国际物流有限公司，所属行业：物流/运输、企业名称：上海闻新装饰设计工程有限公司，所属行业：房地产/建筑、企业名称：上海海健堂生物科技有限公司，所属行业：贸易/消费/制造/营运,74545,28.0,20.0,28.0,11.0,2.0,4.0
129,禹州·金桥国际,https://www.haozu.com/sh_xzl_4478/,10,51.9 - 107m²,浦东  金桥金港路333号  ,2.26,3.46,金桥,19.0,200000m²,5.6,4,上海博艺装饰工程有限公司,200000,6.0,1.0,6.0,6.0,0.0,0.0
130,上海中心大厦,https://www.haozu.com/sh_xzl_12189/,228,249.8 - 5018.4m²,浦东  陆家嘴银城中路501号  ,19.3,13.92,陆家嘴,125.0,558806m²,,4,诚品书店,558806,24.0,2.0,24.0,16.0,1.0,4.0
131,明申中心大厦,https://www.haozu.com/sh_xzl_13029/,1,252m²,徐汇  万体馆凯旋路3131号  ,4.8,5.67,万体馆,28.0,37425m²,3.3,4,企业名称：京沪行商业地产，所属行业：房地产/建筑、企业名称：北京亚控科技发展有限公司上海分公司，所属行业：贸易/消费/制造/营运、企业名称：元庆国际贸易(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：雪兰莪国际贸易(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：泰进国际贸易有限公司，所属行业：贸易/消费/制造/营运,37425,18.0,5.0,18.0,12.0,2.0,4.0
132,中建锦绣天地西区,https://www.haozu.com/sh_xzl_33452/,15,55 - 1770m²,青浦  徐泾蟠中东路1899号  ,3.5,3.28,徐泾,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0
133,base钦州路,https://www.haozu.com/sh_xzl_25119/,1,415m²,徐汇  其他钦州路528号  ,6.0,5.82,其他,,,,,,,36.0,1.0,36.0,11.0,1.0,5.0
134,中环国际大厦,https://www.haozu.com/sh_xzl_1543/,1,125m²,杨浦  五角场淞沪路151161号  ,4.4,24.11,五角场,26.0,59000m²,3.5,3,企业名称：菁英教育，所属行业：专业服务/教育/培训、企业名称：上海德佐电器有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海兰港金属材料有限公司，所属行业：能源/原材料、企业名称：上海鸿光建筑工程有限公司，所属行业：房地产/建筑、企业名称：上海外高桥地质工程公司，所属行业：房地产/建筑,59000,28.0,20.0,28.0,11.0,2.0,4.0
135,徐汇乐业天地,https://www.haozu.com/sh_xzl_13152/,22,36 - 1100m²,徐汇  漕河泾田林路418号  ,3.53,4.78,漕河泾,,23000m²,3.2,2,,23000,10.0,0.0,10.0,1.0,1.0,4.0
136,恒汇国际大厦,https://www.haozu.com/sh_xzl_2633/,12,273 - 300m²,闸北  天目西路天目西路547号  ,6.37,5.92,天目西路,29.0,48042m²,3.2,8,布朗公司、上海炳轩能源发展有限公司、海英荷普曼船舶设备、上海远急国际贸易有限公司、西比秘斯汽车技术（上海）有限公司,48042,29.0,2.0,29.0,31.0,0.0,4.0
137,旭和环保产业园,https://www.haozu.com/sh_xzl_18628/,4,171 - 270m²,闵行  浦江江月路1059号  ,1.6,2.23,浦江,,,,,,,1.0,0.0,1.0,2.0,0.0,1.0
138,华纳商务中心,https://www.haozu.com/sh_xzl_3694/,42,95 - 900m²,闵行  虹桥莲花路1733号（近地铁9...  ,4.62,4.84,虹桥,7.0,10000m²,3.5,4,德国拜尔道道夫集团、上海赛博斯实业有限公司、上海百一度服装辅料有限公司,10000,6.0,0.0,6.0,3.0,0.0,3.0
139,徐汇创意阁,https://www.haozu.com/sh_xzl_13150/,3,66 - 249m²,徐汇  上师大冠生园路231号  ,4.13,4.78,上师大,,15000m²,3.6,2,,15000,16.0,2.0,16.0,9.0,0.0,7.0
140,良丰大厦,https://www.haozu.com/sh_xzl_3450/,3,98 - 127m²,浦东  陆家嘴东方路8号  ,4.0,13.92,陆家嘴,38.0,31000m²,2.65,4,上海市心理咨询协会、东方悦吉、上海浙良进出口有限公司、美国联合涂料公司上海代表处、绅士缘休闲会所,31000,17.0,0.0,17.0,24.0,1.0,1.0
141,丽都新贵,https://www.haozu.com/sh_xzl_11333/,3,87.4 - 88.2m²,静安  南京西路新闸路831号  ,5.2,8.86,南京西路,32.0,270000m²,3.5,4,和瑞商务咨询有限公司、上海公创电器有限公司、九伦国际贸易、丽泉贸易,270000,24.0,8.0,24.0,19.0,1.0,14.0
142,御环双创园,https://www.haozu.com/sh_xzl_30612/,61,40 - 350m²,浦东  御桥御北路385号  ,3.53,3.53,御桥,,,,,,,2.0,0.0,2.0,0.0,0.0,2.0
143,浦明路1888号,https://www.haozu.com/sh_xzl_19035/,1,1000m²,浦东  塘桥浦明路1888号  ,8.0,6.81,塘桥,6.0,,3.7,,,,11.0,1.0,11.0,6.0,0.0,2.0
144,双季商务中心,https://www.haozu.com/sh_xzl_3179/,1,250m²,浦东  塘桥浦建路620号  ,4.0,6.81,塘桥,5.0,,3,1,,,10.0,0.0,10.0,12.0,1.0,0.0
145,香樟园,https://www.haozu.com/sh_xzl_17032/,15,103.3 - 362m²,徐汇  漕河泾东兰路248号  ,3.17,4.78,漕河泾,2.0,150000m²,3.2,3,,150000,21.0,0.0,21.0,12.0,1.0,4.0
146,金环大厦,https://www.haozu.com/sh_xzl_18415/,1,60m²,徐汇  徐家汇襄阳南路489号  ,3.5,7.52,徐家汇,15.0,69000m²,3.5,3,企业名称：上海禾子商务咨询有限公司，所属行业：计算机/互联网/通信/电子、企业名称：优发商贸发展有限公司，所属行业：贸易/消费/制造/营运、企业名称：万嘉经济信息有限公司，所属行业：计算机/互联网/通信/电子、企业名称：弗莱特科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：世轩企业管理咨询(上海)有限公司，所属行业：专业服务/教育/培训,69000,30.0,3.0,,21.0,1.0,7.0
147,申旺路518,https://www.haozu.com/sh_xzl_24476/,1,404.2m²,闵行  颛桥申旺路518号  ,1.7,2.03,颛桥,,,,,,,2.0,0.0,2.0,1.0,0.0,0.0
148,飞洲国际广场,https://www.haozu.com/sh_xzl_2089/,4,118 - 242m²,徐汇  万体馆零陵路899号  ,6.7,5.67,万体馆,33.0,80000m²,4,9,Esprit服装品牌、周大福金饰、太阳岛国际俱乐部、天合光能、博赛生物技术有限公司,80000,19.0,3.0,19.0,21.0,3.0,3.0
149,汽车创新港,https://www.haozu.com/sh_xzl_33493/,1,200m²,嘉定  安亭安虹路888号  ,4.1,2.0,安亭,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0
150,博济·美兰湖园,https://www.haozu.com/sh_xzl_17680/,57,56 - 2608m²,宝山  罗南月罗公路2255号  ,1.23,2.07,罗南,8.0,43880m²,4.8,,,43880,3.0,0.0,3.0,0.0,0.0,0.0
151,星河世纪广场,https://www.haozu.com/sh_xzl_29619/,2,57 - 84m²,普陀  桃浦桃浦路306号  ,5.6,4.38,桃浦,,,,,,,14.0,1.0,14.0,3.0,0.0,6.0
152,飘鹰世纪大厦,https://www.haozu.com/sh_xzl_10914/,4,73 - 150m²,虹口  四平路天宝路578号  ,3.8,5.89,四平路,22.0,48191m²,3.4,4,凯美特电力科技有限公司、天津佳顺货运代理有限公司上海、上海日照国际贸易有限公司、上海嘉捷国际货物运输代理有限公司,48191,25.0,3.0,25.0,4.0,1.0,5.0
153,云端电商产业园,https://www.haozu.com/sh_xzl_24972/,1,60m²,松江  九亭沪松公路1251号  ,2.5,2.24,九亭,,,,,,,7.0,0.0,7.0,4.0,0.0,2.0
154,青春生态办公,https://www.haozu.com/sh_xzl_39169/,4,158 - 254m²,闵行  莘庄黎安路1615弄58号  ,2.2,3.29,莘庄,,,,,,,25.0,10.0,,13.0,0.0,4.0
155,星月总部湾六期,https://www.haozu.com/sh_xzl_40510/,8,112 - 860m²,浦东  御桥康威路1500号  ,2.5,3.53,御桥,,,,,,,0.0,0.0,,1.0,0.0,0.0
156,世康大厦,https://www.haozu.com/sh_xzl_11244/,1,780m²,嘉定  安亭和静路986号  ,1.8,2.0,安亭,17.0,,,3,,,11.0,1.0,11.0,3.0,0.0,0.0
157,大宁中心广场,https://www.haozu.com/sh_xzl_18076/,71,109 - 7385m²,闸北  大宁路灵石路718号/江场三路  ,6.38,4.91,大宁路,17.0,142851m²,4,,,142851,18.0,3.0,,2.0,0.0,4.0
158,太平人寿大厦,https://www.haozu.com/sh_xzl_12218/,18,17.5 - 350m²,浦东  洋泾民生路1399号  ,5.64,8.67,洋泾,18.0,27849m²,,3,,27849,5.0,2.0,5.0,3.0,1.0,15.0
159,复旦软件园（吉林路分园）,https://www.haozu.com/sh_xzl_29890/,17,69 - 900m²,杨浦  东外滩吉林路60号  ,3.79,5.34,东外滩,,,,,,,17.0,1.0,17.0,7.0,1.0,4.0
160,复旦软件园,https://www.haozu.com/sh_xzl_23351/,16,120 - 1835m²,宝山  高境三门路561号  ,2.55,2.63,高境,17.0,120000m²,3.6,4,,120000,23.0,0.0,,9.0,0.0,1.0
161,凯科国际大厦,https://www.haozu.com/sh_xzl_2370/,28,125.3 - 1300m²,徐汇  漕河泾虹梅路1801号  ,6.58,4.78,漕河泾,28.0,40445m²,4,11,艾默生电气（中国）有限公司、福伊特国际贸易有限公司，安吉星信息服务有限公司、洛克维尔科技自动化,40445,13.0,0.0,13.0,1.0,1.0,4.0
162,星外滩10号,https://www.haozu.com/sh_xzl_35475/,82,120 - 1426.5m²,虹口  北外滩杨树浦路10号  ,9.64,7.99,北外滩,,,,,,,33.0,2.0,,11.0,1.0,1.0
163,胶州路273弄,https://www.haozu.com/sh_xzl_24074/,2,346 - 721m²,静安  其他胶州路273弄  ,6.5,8.36,其他,,,,,,,40.0,5.0,40.0,19.0,0.0,5.0
164,新意城,https://www.haozu.com/sh_xzl_1610/,1,231m²,闵行  虹桥宜山路1618号  ,5.5,4.84,虹桥,16.0,,,5,,,9.0,0.0,9.0,4.0,1.0,4.0
165,长房国际广场,https://www.haozu.com/sh_xzl_2533/,2,130 - 220m²,长宁  仙霞新村天山路789889号  ,7.3,7.31,仙霞新村,,50000m²,4,7,上海瑞富律师事务所、五十铃汽车工程柴油机(上海)有限公司，真锅咖啡厅(天山店)、秀域古方减肥、迪爱生集团（迪爱生株式会社）,50000,20.0,1.0,20.0,15.0,0.0,7.0
166,利星行广场,https://www.haozu.com/sh_xzl_16897/,22,25 - 888m²,长宁  中山公园延安西路1319号  ,9.12,6.92,中山公园,18.0,175000m²,3,4,奔驰,175000,51.0,4.0,51.0,21.0,0.0,8.0
167,浙铁绿城长风中心,https://www.haozu.com/sh_xzl_3247/,1,440m²,普陀  长风新村普陀同普路299弄、中江...  ,6.0,5.04,长风新村,19.0,359500m²,,4,,359500,5.0,0.0,,4.0,0.0,6.0
168,岚桥国际大厦,https://www.haozu.com/sh_xzl_11966/,5,796 - 2400m²,浦东  八佰伴世纪大道1128号  ,7.5,7.76,八佰伴,11.0,,3.2,2,,,25.0,11.0,25.0,16.0,1.0,3.0
169,国家会展中心,https://www.haozu.com/sh_xzl_2017/,109,58.3 - 4200m²,青浦  徐泾崧泽大道333号  ,4.79,3.28,徐泾,,110000m²,,4,,110000,4.0,0.0,4.0,0.0,1.0,0.0
170,哈密大楼,https://www.haozu.com/sh_xzl_17240/,11,null,黄浦  外滩圆明园路149号  ,,,,8.0,,4.5,,,,57.0,11.0,57.0,40.0,1.0,3.0
171,栋霖科技园,https://www.haozu.com/sh_xzl_16551/,4,366 - 800m²,宝山  共康呼兰西路129号  ,2.2,3.27,共康,,,3.2,,,,9.0,2.0,9.0,1.0,1.0,3.0
172,万创坊,https://www.haozu.com/sh_xzl_18070/,3,127.8 - 209.4m²,嘉定  安亭安智路155号  ,1.9,2.0,安亭,6.0,140000m²,3.2,,,140000,2.0,0.0,2.0,1.0,0.0,0.0
173,普陀科技大厦,https://www.haozu.com/sh_xzl_3514/,2,1298 - 1300m²,普陀  长寿路西康路1255号  ,4.5,5.94,长寿路,,18865m²,3.2,5,上海卖买提网络科技有限公司、上海复美益星大药房连锁有限公司,18865,36.0,5.0,,18.0,1.0,2.0
174,英雄大厦,https://www.haozu.com/sh_xzl_13160/,4,null,徐汇  万体馆斜土路2669号  ,,,,26.0,28000m²,3.2,2,上海乾年服饰有限公司,28000,25.0,2.0,,33.0,2.0,5.0
175,静安现代产业大厦,https://www.haozu.com/sh_xzl_1997/,10,80 - 420m²,静安  江宁路昌平路68号  ,4.41,8.86,江宁路,7.0,14000m²,4.2,3,企业名称：上海嘉域国际贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海盛仕贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海长盛国际贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海慧点工业设计有限公司，所属行业：广告/媒体、企业名称：北京万佳通客运有限公司，所属行业：房地产/建筑,14000,21.0,6.0,21.0,12.0,1.0,5.0
176,创邑SPACE老码头（II）,https://www.haozu.com/sh_xzl_23268/,10,106 - 1320m²,黄浦  外滩外马路725号  ,6.78,10.33,外滩,6.0,,4,2,,,4.0,2.0,4.0,0.0,0.0,1.0
177,西子国际中心,https://www.haozu.com/sh_xzl_1480/,21,127 - 739m²,闵行  七莘路秀文路898弄  ,6.33,4.81,七莘路,,106462m²,,6,,106462,12.0,2.0,12.0,3.0,0.0,0.0
178,龙盛777,https://www.haozu.com/sh_xzl_25270/,18,400 - 980m²,闸北  大宁路万荣路777弄1号  ,5.57,4.91,大宁路,10.0,18500m²,,4,,18500,5.0,1.0,,2.0,0.0,3.0
179,歆翱创意园 新桥,https://www.haozu.com/sh_xzl_1965/,1,180m²,闵行  莘庄工业区银都西路215号  ,1.4,3.29,莘庄工业区,2.0,300000m²,,2,,300000,4.0,0.0,4.0,6.0,0.0,0.0
180,福克斯（虹梅南路店）,https://www.haozu.com/sh_xzl_5139/,4,500 - 1200m²,闵行  春申虹梅南路2899号  ,1.8,2.85,春申,,,,1,,,9.0,1.0,9.0,2.0,0.0,1.0
181,国华人寿金融大厦,https://www.haozu.com/sh_xzl_1377/,4,125 - 1200m²,浦东  竹园商贸区向城路288号  ,11.08,11.33,竹园商贸区,,60779m²,,8,上海期货交易所,60779,17.0,0.0,17.0,12.0,1.0,5.0
182,高阳大楼,https://www.haozu.com/sh_xzl_10843/,2,212 - 215m²,虹口  提篮桥丹徒路109号  ,4.25,7.99,提篮桥,5.0,14500m²,4,1,,14500,29.0,2.0,29.0,12.0,1.0,0.0
183,鄂尔多斯国际大厦,https://www.haozu.com/sh_xzl_11735/,4,201.5 - 850m²,浦东  八佰伴浦东南路1118号  ,7.75,7.76,八佰伴,22.0,624000m²,3.6,6,上海養樂多贸易有限公司、香港五斗米馆国际有限公司上海办事处、上海新方程股权投资管理有限公司,624000,32.0,11.0,32.0,13.0,1.0,3.0
184,环球世界大厦,https://www.haozu.com/sh_xzl_11314/,25,69 - 140m²,静安  静安寺愚园路168、172号万航渡...  ,6.57,9.34,静安寺,32.0,40000m²,3.8,7,蓬菲贸易、天演投资管理顾问、澳大利亚维尼泰克斯、柯乐勃商务咨询,40000,42.0,9.0,42.0,25.0,1.0,6.0
185,王金国际,https://www.haozu.com/sh_xzl_17489/,4,427 - 564m²,嘉定  江桥博园路858号  ,1.2,9.86,江桥,6.0,36000m²,4.2,,"凯傲汽车服务(上海)有限公司""}]",36000,1.0,0.0,,0.0,0.0,0.0
186,金鹰大厦,https://www.haozu.com/sh_xzl_4513/,7,200 - 1553m²,浦东  世纪公园民生路1518号；含笑路80号  ,7.67,7.23,世纪公园,21.0,66000m²,2.6,4,"金龙集团，东悦贸易，浙江网盛科技股份有限公司,",66000,7.0,3.0,7.0,4.0,0.0,19.0
187,海高大厦,https://www.haozu.com/sh_xzl_12910/,1,55m²,徐汇  斜土路天钥桥路859号  ,4.2,7.52,斜土路,,,,2,,,26.0,2.0,26.0,22.0,3.0,3.0
