,buildingN,hotel_num,hotel
1050,东方有线大厦,74.0,"[四季酒店@(121.468308,31.233358), 24K国际连锁酒店威海店@(121.474792,31.233409), 瑞泰酒店(泰兴路店)@(121.466193,31.236004), 御锦轩酒店公寓@(121.471504,31.238512), 丽都太平洋酒店公寓@(121.466334,31.240747), 居然时尚酒店@(121.473643,31.232364), 上海凯世精品酒店@(121.465579,31.235815), 上海舒馨乐居南京西路店@(121.471823,31.237836), 朋友旅馆@(121.474349,31.235566), 上海中凯豪生酒店@(121.469958,31.232927), 茂名公寓@(121.467281,31.231811), 太阳公寓@(121.465534,31.232396), CACHET BOUTIQUE@(121.46577,31.235971), 财庆君旅馆@(121.470822,31.238751), 丽池会所(成都北路店)@(121.473204,31.234168), 卡德公寓@(121.468331,31.238306), 上海Aline温馨复古公寓南京西路店@(121.473875,31.236812), 上海斑斓家别墅茂名北路120弄分店@(121.466553,31.232315), 铜孚公寓@(121.46779,31.236733), 上海小蜗公寓@(121.465244,31.232574), 上海南京西路人民广场商圈摩登公寓@(121.473262,31.231729), 上海人家普通公寓石门二路店@(121.46772,31.2382), 陶瓷故事@(121.466121,31.233842), 松凤招待所@(121.468251,31.23569), 上海峻安商务酒店@(121.470614,31.237413), 源涞国际酒店（上海中凯城市之光）@(121.471812,31.233339), 上海简意·复式分店@(121.474818,31.236037), 上海老街精装公寓北京西路分店@(121.474047,31.240521), 上海桐花里弄普通公寓北京西路分店@(121.466633,31.238664), 上海Hiroom都市设计民宿成都北路分店@(121.472642,31.238321), 上海住不住酒店式公寓@(121.472376,31.236795), 上海中凯城市之光酒店公寓@(121.471597,31.233365), 上海静谧公寓静安别墅店@(121.465037,31.232814), 上海一宿之家老洋房分店@(121.46941,31.239209), 潮宿Allove14号（上海新昌路店）@(121.475343,31.238798), 堂汇青年公寓（上海南京西路站店）@(121.47042,31.239223), 上海逸耘居服务式公寓经典茂名店@(121.465658,31.234858), 上海尚心法租界公寓南京西路分店@(121.475069,31.238086), 上海南京西路毛爷爷旧居旁边整间公寓@(121.467551,31.231894), 上海优帕克服务式公寓新福康里店@(121.464782,31.240507), 上海振华大楼-日租公寓@(121.475017,31.232861), 上海源涞国际酒店式公寓(静安四季苑店)@(121.467959,31.2358), 上海魔都之夜WeHome家庭公寓@(121.467767,31.240185), 上海Joey s Home复式@(121.475282,31.238271), 晟曜行服务式公寓(国际丽都城店)@(121.465759,31.240166), 上海海上繁花酒店公寓分店@(121.466976,31.234671), 上海Hoshare禾舍民宿-陆家嘴店北京西路分店@(121.466633,31.238664), 上海斑斓·家复式公寓成都北路店@(121.474439,31.234371), 上海人民广场奢华公寓@(121.472072,31.232418), 上海南京西路精装两室户普通公寓@(121.46951,31.238791)]"
1051,华瑞大厦,11.0,"[北上海大酒店@(121.44924,31.303396), 锦江之星酒店(市北工业园店)@(121.452486,31.304722), 莫泰酒店(江场西路店)@(121.451187,31.304659), 思瑞好宾馆@(121.454692,31.303422), 上海0578花园酒店江场西路店@(121.449986,31.304588), 黎明宾馆@(121.453773,31.305044), 0578时尚公寓@(121.451176,31.304963), This life coffee@(121.449523,31.303346), 京川高速海鲜酒店@(121.454908,31.304923), 家N次方公寓(上海1号线彭浦新村站店）@(121.453129,31.308695), 北际坊@(121.457887,31.304632)]"
1052,宝华中心,7.0,"[上海宝华万豪酒店@(121.452238,31.286243), 锦荣国际大酒店@(121.457488,31.290271), 大宁858国际公寓@(121.448695,31.290131), 上轩商务酒店灵石路店@(121.452222,31.289683), 上海美宅公寓灵石路店@(121.456105,31.287866), 上海开心青年公寓一店@(121.45487,31.289336), 上海背包客栈@(121.456768,31.287731)]"
1053,南苏州路独栋,64.0,"[上海世茂皇家艾美酒店@(121.482644,31.240382), 新世界丽笙大酒店@(121.479515,31.240488), 锦江国际饭店@(121.478089,31.239638), 上海明天广场JW万豪酒店@(121.476101,31.236446), 如家快捷酒店@(121.476428,31.233144), 24K国际连锁酒店威海店@(121.474792,31.233409), 莫泰酒店(人民广场店)@(121.476426,31.233185), 汉庭酒店(上海人民广场大沽路店)@(121.476773,31.232338), 上海扬子精品酒店@(121.482976,31.239332), 明堂新易途国际青年旅社@(121.476067,31.235559), 8090主题酒店@(121.476107,31.234399), 衢府宾馆人民广场店@(121.476544,31.234007), 居然时尚酒店@(121.473643,31.232364), 俪晶酒店餐厅@(121.484322,31.239723), 朋友旅馆@(121.474349,31.235566), 上海安居青年旅舍@(121.478188,31.239458), 上海裕家酒店凤阳路店@(121.477923,31.240246), 紫澜门大酒店@(121.48019,31.240564), 上海天蟾苑宾馆@(121.484002,31.237757), 雅科大酒店@(121.477586,31.238633), PARK HOTEL@(121.478237,31.239503), 唐朝酒店@(121.475921,31.236738), 上海市体育俱乐部@(121.47844,31.239826), 国际青年旅舍(上海新易途店)@(121.476001,31.235501), 上海Aline温馨复古公寓南京西路店@(121.473875,31.236812), 上海市西第科Cityhome普通公寓威海路分店@(121.475729,31.234856), 上海艺舍ix奢华地段艺术地标k11洋房二@(121.477611,31.23186), 上海心馨酒店公寓@(121.483655,31.239599), 上海西第科Cityhom普通公寓威海路分店@(121.475792,31.234371), 上海时光印记民宿@(121.480524,31.23595), 上海MiMiGin公寓@(121.475716,31.234607), 上海精装温馨公寓大沽路分店@(121.477349,31.231911), 人民广场中心地区三十年代远东第一高楼酒店@(121.47819,31.239746), 上海西第科Cityhome普通公寓大沽路分店@(121.477388,31.232495), 上海简意·复式分店@(121.474818,31.236037), 上海老街精装公寓北京西路分店@(121.474047,31.240521), 上海蜗居我家普通公寓分店@(121.476235,31.235703), 潮宿Allove14号（上海新昌路店）@(121.475343,31.238798), 上海尚心法租界公寓南京西路分店@(121.475069,31.238086), 上海市体育俱乐部-客房部@(121.478499,31.239688), 上海D101民宿公寓@(121.475621,31.240259), 上海Hoshare禾舍民宿重庆北路分店@(121.476773,31.232594), 上海振华大楼-日租公寓@(121.475017,31.232861), 上海新世界丽笙大酒店-园景楼@(121.479704,31.240445), 上海Joey s Home复式@(121.475282,31.238271), 上海梦想de房子住宿步行街店@(121.475585,31.238963), 上海斑斓·家复式公寓成都北路店@(121.474439,31.234371), 上海Hoshare禾舍民宿广西北路店@(121.483773,31.239675), 上海徒者民宿成都北路店@(121.474688,31.234632), 上海南京路步行街旁高档公寓黄河路分店@(121.477112,31.240242)]"
1054,环球都会广场,,
1055,上海国峰科技大厦,18.0,"[三湘大厦@(121.424594,31.20043), 大众大厦大酒店上海@(121.429739,31.193547), 格林豪泰酒店(上海市虹桥路地铁站快捷酒店)@(121.426697,31.198853), 汉庭酒店(徐家汇店)@(121.430941,31.194167), 如家快捷酒店(上海徐家汇中山西路店)@(121.427194,31.195629), 锦馨公寓@(121.42431,31.196272), 上海亿客宾馆(徐家汇店)@(121.428426,31.201168), 锦诚白领公寓@(121.423201,31.194646), 虹辉旅馆@(121.425679,31.198807), 汇宜精英公寓@(121.429933,31.199825), 上海温馨酒店式公寓@(121.421117,31.195665), 上海海螺宾馆@(121.426602,31.197602), 上海锦辉宾馆@(121.426345,31.195277), 上海B-612 民宿@(121.429285,31.200998), 中山快捷酒店@(121.42726,31.195611), 筑梦居公寓(光启城店)@(121.42994,31.196574), 上海福田公寓@(121.428592,31.19704), 上海满满正能量的阳光小屋长虹小区店@(121.427768,31.201067)]"
1056,德必易园,6.0,"[上海富建酒店@(121.367241,31.143878), 上海七莘路和颐酒店@(121.367757,31.145586), 布丁酒店(华林路店)@(121.363091,31.144104), 华友时尚公寓@(121.364694,31.142307), 富明公寓@(121.364961,31.142586), 上海萧萧豪华公馆@(121.368652,31.143598)]"
1057,尼克大厦,9.0,"[上海虹桥元一希尔顿酒店@(121.401366,31.19341), Hilton@(121.400482,31.193109), 虹桥元一希尔顿酒店·元餐厅@(121.401396,31.194056), 香港鸿星酒店@(121.401468,31.194046), 上海名都城酒店公寓@(121.398228,31.196085), 蓝派别墅派对轰趴馆（上海虹桥高尔夫店）@(121.39484,31.192982), 上海蓝派别墅派对轰趴馆虹许路分店@(121.396181,31.19404), 上海名都达克斯娜酒店@(121.398332,31.19631), 上海同广进旅馆@(121.394853,31.19209)]"
1058,国信商务大厦,74.0,"[全季酒店(新天地店)@(121.479974,31.215243), 吉泰精品酒店上海徐家汇路店@(121.47758,31.212417), 福地大酒店卢湾店@(121.480273,31.215421), 复兴坊@(121.473797,31.220675), 尔谊宾馆@(121.478601,31.218243), 上海礼遇·二更呆住酒店@(121.478137,31.21642), 居然宾馆@(121.482666,31.212418), 广发大厦酒店@(121.479261,31.21335), 伯爵居酒店式服务公寓@(121.474112,31.212716), 上海凡丁卫民宿田子坊店@(121.474067,31.213956), 上海适家之田子坊老洋房@(121.475726,31.213964), 上海日月光酒店式公寓@(121.474135,31.213017), 上海中和旅馆宝鼎店@(121.476944,31.212043), Hiroom（上海思南店）@(121.476307,31.216779), 上海暖心家庭公寓瑞金医院一店@(121.472867,31.21285), 山竹林旅馆@(121.47226,31.217353), 上海梵舍城市民宿陕西南路分店@(121.473138,31.219405), 上海花遇民宿-法租界别墅泰康路210弄分店@(121.474982,31.214376), 上海围炉夜话青年旅社@(121.47756,31.213372), 上海法租界小资公寓(复兴中路店)@(121.473682,31.220706), 思南公馆酒店-52号楼@(121.474936,31.220653), 上海罗尼民宿瑞金二路分店@(121.473071,31.214372), Maggita弄堂民宿（上海建国西路店）@(121.472449,31.214406), 上海鹿鸣青年旅社@(121.477903,31.213403), 上海市卢湾区重庆南路店@(121.477416,31.220372), 上海罗尼民宿新天地马当路地铁站店@(121.481972,31.214146), 上海myfriend普通公寓徐家汇路分店@(121.481942,31.214182), 上海精益模具厂招待所@(121.482843,31.220774), 上海富悦居普通公寓徐家汇路店@(121.477667,31.214033), 上海斑斓家别墅思南路分店@(121.476379,31.216806), 上海宅几老洋房分店@(121.472886,31.213942), 上海阁调民宿瑞金二路店@(121.47256,31.21316), 上海悠存民宿建国中路分店@(121.474438,31.214362), 上海汇景天地酒店公寓@(121.473975,31.213), 上海华艺美宿(田子坊店)@(121.476061,31.215279), 上海精装温馨公寓思南路分店@(121.476634,31.215242), 上海罗尼民宿徐家汇路分店@(121.482002,31.21419), 上海优帕克五星级公寓大同花园三期店@(121.479547,31.2127), 上海Nicole之家复式公寓复兴中路店@(121.473797,31.220675), 上海蓝色多瑙河温馨老洋房@(121.478465,31.220361), 上海秋意凉amp普通公寓徐家汇路店@(121.477625,31.21365), 上海悦家客栈泰康路分店@(121.47726,31.214203), 上海后窗日租公寓简约loft田子坊店@(121.474197,31.214869), 上海优帕克五星级公寓大同花园一期店@(121.479778,31.211719), 上海城中酒店公寓@(121.480071,31.215004), 绿果林大酒店@(121.482171,31.21773), 上海隐居LOFT洋房庭院阳光房公寓思南路分店@(121.476308,31.216966), 巴士公寓@(121.480798,31.217052), 优帕克商旅公寓(上海汇龙新城店)@(121.481682,31.214201), 上海摄影师的家-外滩普通公寓分店@(121.482512,31.219243)]"
1059,南洋实业大楼,38.0,"[锦江之星酒店(上海徐家汇交大店)@(121.438425,31.201088), 浦江之星精选酒店上海徐家汇店@(121.44114,31.2097), 汉庭酒店(徐家汇交大店)@(121.434778,31.201098), 99宾馆徐汇交大店@(121.437549,31.201044), 乐宜时尚宾馆@(121.437398,31.201061), 海友酒店(上海徐汇交大店)@(121.432861,31.205495), 魔方公寓(交通大学店)@(121.434245,31.202107), 安徽沪办招待所@(121.434636,31.207911), 美港宾馆@(121.433226,31.204537), 徽友酒店@(121.434914,31.208563), 番禺招待所@(121.433734,31.204326), 广西工业招待所@(121.438431,31.207656), 广西经委招待所@(121.438569,31.207747), 上海银星皇冠假日酒店-金爵楼@(121.436291,31.209395), 上海MUJI风普通公寓@(121.434078,31.205195), 上海源涞国际酒店式公寓(名仕苑帝庭阁店)@(121.440691,31.202498), 上海鹿驻法租界交大新华路店@(121.431128,31.208953), 上海心安即是家酒店式公寓(徐家汇店)@(121.437758,31.201122), 上海幸福里普通公寓@(121.439652,31.20232), 上海徐家汇慵懒公寓@(121.434835,31.204311), 上海法租界边双地铁直达迪士尼机场火车站的小屋@(121.439036,31.209228), 上海双环生活服务公司-招待所@(121.432321,31.204608), 上海Julyamp18民宿@(121.44054,31.208879), 上海东家短租公寓@(121.433667,31.204724), 凯翔宾馆@(121.433448,31.205449), 99宾馆网吧@(121.437398,31.201061), 上海百分屋美式小屋带院子@(121.434788,31.209466), 上海Luca 复式淮海西路分店@(121.437243,31.207068), 上海HanHan s Home - Huaihai Road@(121.43112,31.202671), 上海Luca普通公寓(新华路分店)@(121.432869,31.209246), 上海鹿小程普通公寓@(121.430452,31.208326), 上海新华公寓@(121.437317,31.208622), 上海蜗牛公寓新华路店@(121.431681,31.209681), 上海舒心小屋俱乐部法华镇路分店@(121.433883,31.209232), 上海交通大学浪漫一居室普通公寓@(121.436648,31.202223), 上海闲屋公寓新华路分店@(121.43392,31.209222), 上海LULLABY眠宿普通公寓番禺路分店@(121.434837,31.204313), 上海西第科Cityhome普通公寓新华名门店@(121.432124,31.206522)]"
1060,龙峰大厦,32.0,"[上海宿适酒店(中山公园店)@(121.430281,31.213422), 云睿酒店@(121.430288,31.217601), 如家快捷酒店上海中山公园延安西路店@(121.432446,31.217184), 7天连锁酒店(上海延安西路地铁站店)@(121.426614,31.21274), 上海弗思特逸住酒店@(121.430184,31.212801), 上海艾欣精品酒店@(121.431182,31.21298), 上海裕邸精品酒店@(121.425044,31.214433), 东北农家小院(定西路店)@(121.429821,31.218308), 上海万宝大酒店@(121.427695,31.211184), 上海纳兰时尚宾馆(延安西路店)@(121.4253,31.214481), 上海艾芭时尚宾馆(定西路店)@(121.430074,31.215034), 上海遂昌商务宾馆@(121.429809,31.215233), 开伦启航青年公寓@(121.426566,31.218694), 长教招待所@(121.427994,31.215764), 上海海派时光公寓新华路店@(121.429101,31.210862), 艾格宾馆@(121.430809,31.21386), 佰圆宾馆(武夷店)@(121.428469,31.218534), 上海伊美民宿公寓定西路分店@(121.429504,31.216314), 上海暖舍主题民宿@(121.427947,31.21796), 上海马爷公寓@(121.428165,31.219311), 上海优帕克五星级公寓武夷花园店@(121.422298,31.217661), 上海爱居屋复式公寓@(121.431267,31.219047), 上海myfriend普通公寓法华镇路分店@(121.428675,31.211948), 上海法租界精品民宿延安西路分店@(121.422767,31.213887), 上海雅居轻奢公酒店式公寓@(121.426734,31.213246), 上海胖小仙女公寓@(121.431352,31.219274), 优帕克服务式公寓@(121.425771,31.210368), 上海中心温馨家庭民宿延安西路分店@(121.427402,31.216074), 上海风情暖舍普通公寓昭化路分店@(121.427801,31.217548), 上海美术馆边的老腔调老洋房@(121.427135,31.215904), 上海寻一个绿野仙踪的梦普通公寓@(121.4318,31.216861), 上海温馨小窝@(121.426836,31.210896)]"
1061,松江万达广场,2.0,"[布丁酒店连锁(上海松江大学城欢乐谷店)@(121.208308,31.06683), 上海馨雅家舍@(121.212212,31.067473)]"
1062,徐汇大树下新媒体创意园,7.0,"[上海尚姐公寓@(121.446099,31.157098), 永升宾馆@(121.448654,31.162853), 青年旅馆@(121.445889,31.16034), 南城旅馆@(121.446405,31.157194), 园连园旅馆@(121.450694,31.16394), 尚驿求职公寓@(121.446395,31.156844), 上海独立的公寓龙川北路分店@(121.443853,31.157107)]"
1063,怡虹科技园,4.0,"[桔子水晶酒店(上海漕河泾宜山路店)@(121.413106,31.178135), 微特酒店@(121.418248,31.172685), 怡馨主题酒店@(121.420011,31.175967), 上海蓝海短租公寓全州路分店@(121.416987,31.172793)]"
1064,宝华国际广场,3.0,"[上海宝华万豪酒店@(121.452238,31.286243), 大宁858国际公寓@(121.448695,31.290131), 上轩商务酒店灵石路店@(121.452222,31.289683)]"
1065,现代物流大厦,4.0,"[上海大浪淘沙度假酒店@(121.420273,31.184675), 上海海悦酒店@(121.417326,31.182141), 汉庭酒店(桂林路店)@(121.420246,31.187132), 星程酒店管理（上海）有限公司@(121.414133,31.182644)]"
1066,金钟大厦,63.0,"[青松城大酒店@(121.455758,31.205063), 好望角大饭店@(121.460471,31.20745), 富豪环球东亚酒店@(121.450113,31.208024), 如家快捷酒店(上海徐家汇宛平南路店)@(121.452141,31.202219), 上海建业里嘉佩乐酒店@(121.457545,31.209519), 上海宝隆居家酒店(徐汇店)@(121.458837,31.201318), 联艺凯文精品酒店@(121.450067,31.207049), 上海宛平宾馆@(121.45125,31.20431), 上海隐居繁华雅集公馆@(121.450516,31.209254), 尚谊宾馆@(121.460535,31.201513), 首长公寓@(121.452274,31.207924), 吴兴公寓@(121.451676,31.207452), 上海市老干部招待所@(121.454893,31.203688), 上海WeLive衡山路老洋房@(121.452659,31.208903), 上海喜唐复式乌鲁木齐南路分店@(121.456421,31.20752), 安亭别墅·花园酒店-1号楼@(121.453559,31.209562), 上海法租界老洋房公寓建国西路506弄店@(121.457279,31.209404), 上海SWEETHOME公寓安亭路店@(121.454917,31.209932), 青松城大酒店-商务楼@(121.455888,31.204621), 上海欢墅度假别墅御席花园巨如公馆店@(121.456822,31.209113), 上海尚寓弄堂公寓肇嘉浜路店@(121.459354,31.206253), 复文招待所@(121.458844,31.205008), 上海友家公寓泓园店@(121.456397,31.208098), 上海彩虹小屋吴兴路店@(121.452537,31.205166), 上海温馨民宿衡山路分店@(121.452083,31.209891), 上海南京西路毛爷爷旧居旁边整间公寓高安路分店@(121.45193,31.208531), 上海法租界衡山路地铁站口高层简欧公寓@(121.45238,31.209469), 双钱大酒店@(121.451926,31.202169), 上海云画的月光普通公寓@(121.456212,31.206499), 上海Nita3的房屋普通公寓乌鲁木齐南路分店@(121.457279,31.209404), 上海hanna复式建国西路506弄分店@(121.457197,31.209343), 汇都公寓-一期@(121.455865,31.207175), 上海爱情连锁公寓(中山医院店)@(121.459478,31.206422), 上海电商之家复式分店@(121.450869,31.20497), 凡舍民宿（上海图书馆建国西路店）（原轻奢民宿）@(121.454195,31.207575), 上海宜家城市酒店式公寓分店@(121.451521,31.205215), 银点旅馆@(121.450228,31.205431), Naked Retreats@(121.452412,31.207347), 上海隐居LOFT洋房庭院阳光房公寓建国西路分店@(121.453415,31.208623), 上海Penny House公寓@(121.452324,31.209341), 上海法租界老洋房公寓高安路分店@(121.453249,31.206417), 上海懿园遗梦老洋房@(121.45655,31.210278), 上海法租界特色民宿@(121.452686,31.209794), AIMKING MANSION宾馆@(121.45316,31.210404), 上海新华招待所@(121.452116,31.210394), NiNi家酒店公寓徐汇店@(121.457184,31.209302), 上海梧桐洋宿住宿高安路店@(121.452613,31.207937), 上海蜗牛公寓高安路1店@(121.452929,31.206289), 上海Go Native班玛家普通公寓宛平路分店@(121.451108,31.204653), 上海艾家家庭公寓建国西路分店@(121.457329,31.209454)]"
1067,玉嘉大厦,54.0,"[上海龙之梦大酒店@(121.437118,31.217455), 全季酒店(延安路店)@(121.437368,31.218602), 兴国宾馆@(121.440606,31.215982), 和颐酒店@(121.436249,31.218176), 兴华宾馆@(121.439682,31.216692), 泽恺逸主题酒店@(121.436079,31.216514), 绅公馆@(121.439476,31.217143), 奕邻66酒店公寓@(121.437486,31.218303), 上海绿地海怡豪景全套房酒店公寓@(121.435304,31.217712), 华甸园大酒店@(121.443146,31.216422), 上海苏荷精选花园酒店(泰安小筑)@(121.441913,31.211533), 上海兴国丽笙大酒店@(121.44153,31.217165), 海天宾馆(平武路)@(121.437341,31.214965), 上海绿地海怡全套房酒店式公寓@(121.435205,31.217942), 上海绿地海怡琛辉全套房酒店@(121.435182,31.217774), 上海绿地豪生酒店公寓@(121.435163,31.217834), 上海Secret Garden普通公寓@(121.442136,31.213487), 莎玛LUXE华山店@(121.437464,31.213878), 上海法租界之家客栈@(121.440882,31.211699), 兴华宾馆-兴华厅@(121.439782,31.216625), 上海MF HOLE老洋房湖南路店@(121.444056,31.214289), 上海绿也普通公寓@(121.438062,31.212829), 交大昂立学生公寓@(121.433618,31.212557), 绅公馆-1号楼@(121.439296,31.21745), 上海梵舍民宿湖南路店@(121.444191,31.214292), 上海兴国欣格居服务公寓@(121.443658,31.211785), 阳光海岸(mix美食店)@(121.434182,31.212893), 上海雍和酒店式公寓@(121.437712,31.21893), 上海法租界核心区老洋房@(121.443834,31.214746), 绅公馆-2号楼@(121.439602,31.217134), 上海憨憨小窝公寓交通大学店@(121.43534,31.214081), 兴国宾馆商店@(121.441417,31.216918), 上海嘉豪苑酒店@(121.442461,31.214197), 上海MF HOLE普通公寓泰安路店@(121.442828,31.211892), 港汇公寓@(121.441557,31.217429), 莫奈印象@(121.43515,31.217708), 上海憨憨家 - 交通大学@(121.435716,31.214156), 上海老弄堂xzy普通公寓兴国路分店@(121.443713,31.212949), 上海溪瑞诗嘉里华庭公寓@(121.44243,31.218649), 上海Sunny Home@(121.441155,31.211542), 上海绿地豪生全套房酒店-上网服务@(121.435223,31.217756), 上海西塘竹隐堂客栈@(121.434884,31.21769), 上海V房屋管理普通公寓分店@(121.44432,31.212599), 上海青珂驿站@(121.443819,31.210464), 上海爱上置怡暖屋普通公寓@(121.443592,31.212951), 上海闲屋民宿兴国路店@(121.442029,31.217027), 上海ZEN建筑工作室—城市民宿法华镇路分店@(121.434364,31.210961), 上海法租界老洋房公寓华山路店@(121.440925,31.211361), 上海MEET加精品民宿兴国路店@(121.444011,31.211623), 上海鹿驻法租界交通大学兴国大厦店@(121.443888,31.21057)]"
1068,枫林国际大厦,50.0,"[上海利园国际大酒店@(121.460581,31.198816), 如家快捷酒店(上海枫林路中国科学院店)@(121.463777,31.199085), 汉庭酒店(东安路NO.2店)@(121.459757,31.19999), 上海城家公寓（大木桥地铁站店）@(121.466653,31.199766), 天博宾馆@(121.466097,31.194355), 安福宾馆@(121.467892,31.198816), 上海瑞康旅馆@(121.460166,31.201079), 吉泰连锁酒店(上海零陵路万体馆店)@(121.465626,31.198861), 为波宾馆(凯地店)@(121.467959,31.196765), 安福宾馆@(121.468053,31.198882), 尚谊宾馆@(121.460535,31.201513), 嘉煜宾馆@(121.463406,31.197215), 福华宾馆@(121.462085,31.194895), 海友良品酒店(上海东安路店)@(121.461127,31.197692), 和逸宾馆@(121.460949,31.197837), 星辰青年旅舍（上海体育馆店）@(121.464995,31.193472), 锦仙旅馆@(121.467718,31.198645), 松华商务宾馆@(121.466316,31.201377), 上海玛耘酒店式公寓(东安二村店)@(121.462311,31.196931), 江南风情旅馆@(121.467768,31.198702), 玛依塔柯宾馆@(121.462613,31.201798), 复旦大学护理学院-学生公寓@(121.46376,31.2009), 上海紧邻肿瘤医院东安路地铁站全配大一居普通公寓东安路分店@(121.463325,31.195216), 上海飞洋民宿公寓@(121.459159,31.199994), 上海紧邻肿瘤医院东安路地铁站全配大一居普通公寓中山南二路分店@(121.461115,31.193934), 上海小栖客普通公寓零陵路分店@(121.462464,31.19715), 上海徐汇海洋之心公寓@(121.459054,31.199817), 上海爱情短租家庭公寓西木小区店@(121.465423,31.200283), 上海只因有你公普通公寓东安路分店@(121.46208,31.194896), 上海友家公寓广汇花苑店@(121.460851,31.198072), 只因有你酒店式公寓@(121.466003,31.197757), 上海衡山民宿斜土路店@(121.46774,31.201918), 上海日月光普通公寓@(121.461162,31.196833), 上海只因有你公寓小木桥路分店@(121.465118,31.199763), 上海逸美时尚酒店@(121.46103,31.197724), 上海小栖客普通公寓东安路分店@(121.460156,31.198504), 上海爱情连锁公寓振兴小区店@(121.459148,31.198676), 上海豫玛公寓东安一村店@(121.46339,31.196884), 上海盛爱公寓中山南二路店@(121.463469,31.195529), 上海一屋小确幸普通公寓@(121.460466,31.194594), 上海爱情连锁公寓东安一村店@(121.462548,31.197013), 上海孔二家的小陈普通公寓@(121.460213,31.194504), 上海飞屋酒店式公寓@(121.460428,31.198947), 上海孔二家的小陈普通公寓中山南二路分店@(121.466708,31.195899), 上海爱羽之家连锁公寓@(121.46544,31.199671), 上海百分屋温馨小屋临地铁@(121.469084,31.200723), 上海蜜丝朱的家普通公寓@(121.463176,31.20202), 上海罗姐的小窝公寓分店@(121.461248,31.201591), 上海孔二家的小陈普通公寓枫林路分店@(121.462571,31.197094), 上海盛爱之家普通公寓中山南二路分店@(121.464354,31.193921)]"
1069,亚太企业大厦,74.0,"[全季酒店(上海肇嘉浜路店)@(121.469682,31.208942), 桔子酒店(上海斜土路店)@(121.470244,31.20608), 途客中国酒店@(121.464587,31.209899), 汉庭酒店(襄阳路店)@(121.464696,31.209453), 上海徐汇盛捷酒店公寓@(121.468097,31.209844), 海之梦时尚宾馆@(121.466383,31.208398), 上海友益通信服务公司第二招待所@(121.463331,31.20684), 景缘假日酒店(肇嘉浜路店)@(121.469593,31.21061), X-Club镭战酒吧@(121.464554,31.208756), 田子坊假日宾馆@(121.471486,31.21027), 上海巴黎时韵酒店式公寓@(121.464167,31.211944), 上海法租界老弄公寓@(121.463602,31.211542), 云福客房@(121.468959,31.209046), 上海乐清湾商务酒店@(121.461734,31.205427), 1212公寓@(121.471977,31.205359), 友益第一招待所@(121.461735,31.206533), 上海后来居上家庭公寓肇嘉浜路店@(121.4657,31.208217), 美利居酒店式公寓（上海金巢柏瑞阁店）@(121.471117,31.206169), 上海华艺美宿(中山医院田子坊店)@(121.468848,31.20654), 溪瑞诗建国soho@(121.463092,31.211041), 上海厨师的家前法租界太原路独栋老洋房公寓@(121.461927,31.211398), 上海French Concession 30 s Loft@(121.4647,31.209543), 上海第九号住宿@(121.462185,31.210614), 三航宾馆东楼@(121.461936,31.206266), 上海左鱼青年旅舍@(121.466908,31.209505), 上海法租界太原路一室小屋@(121.461651,31.212323), 上海Nancy的家酒店式公寓分店@(121.464217,31.211868), 上海南大原轰趴别墅@(121.4617,31.211292), 上海五月花昊寓酒店式公寓分店@(121.471287,31.206148), 上海美丽居公寓酒店@(121.471417,31.206556), 上海春风十里不如你老洋房@(121.467936,31.213133), 上海法租界电梯景观房45看最美淮海路酒店式公寓@(121.464233,31.211795), 上海子田坊假日宾馆@(121.470652,31.211016), 上海Grand Dream House复式公寓@(121.465049,31.212551), 上海法租界近淮海路田子坊普通公寓@(121.468272,31.211959), 上海MahLeeHome老洋房@(121.464748,31.208925), 上海朝阳公寓@(121.468839,31.210538), 上海罗尼法租界公寓嘉善路店@(121.467255,31.212097), Hafa Coffee@(121.469031,31.208985), 上海Le temps de voyage公寓@(121.462726,31.210506), 上海Bigger贝壳老洋房@(121.462694,31.210667), 上海飞屋酒店式公寓襄阳南路分店@(121.464234,31.211911), 健仁宾馆@(121.464093,31.204767), 正阳商务宾馆@(121.47068,31.206993), 上海毗邻田子坊法租界北欧风温馨公寓@(121.465133,31.204778), 上海我怀念的French Concess普通公寓分店@(121.464185,31.212415), 上海岁月静好法租界Loft独栋洋房公寓@(121.461552,31.209821), Hiroom（上海建国西路店）@(121.467132,31.211856), 上海Charels Chen大陈普通公寓建国西路分店@(121.467739,31.213052), 上海Maggita特色公寓太原路店@(121.46203,31.211516)]"
