,name,hotel,hospital,mall,park1500,store,underground,rent
1797,大江商厦,19.0,1.0,4.0,5.0,18.0,0.0,2.23
1798,时尚部落,23.0,1.0,4.0,2.0,0.0,1.0,4.57
1799,上海国际研发总部基地,3.0,1.0,1.0,0.0,3.0,1.0,2.64
1800,金地威新闵行科创园,2.0,0.0,0.0,1.0,4.0,0.0,1.32
1801,蓝光科技园,1.0,0.0,0.0,0.0,0.0,0.0,3.4
1802,江裕大厦,1.0,4.0,5.0,7.0,12.0,1.0,4.83
1803,紫竹国际大厦,2.0,0.0,2.0,15.0,10.0,1.0,4.5
1804,MORE：001,13.0,0.0,0.0,2.0,0.0,1.0,6.08
1805,长泰国际金融大厦,18.0,1.0,0.0,8.0,14.0,1.0,8.85
1806,上海主角,2.0,0.0,1.0,5.0,3.0,0.0,3.65
1807,天山商厦,5.0,9.0,12.0,12.0,32.0,1.0,2.88
1808,富丽大厦,41.0,7.0,4.0,3.0,20.0,1.0,2.54
1809,裕景国际商务广场B座,54.0,4.0,0.0,2.0,28.0,2.0,5.58
1810,华清大厦,0.0,4.0,5.0,7.0,12.0,0.0,4.06
1811,华滋奔腾大厦,5.0,1.0,2.0,1.0,1.0,2.0,2.94
1812,启迪大厦,0.0,4.0,4.0,6.0,11.0,0.0,4.06
1813,绿地商务大厦,30.0,3.0,4.0,7.0,23.0,1.0,4.77
1814,外滩109,25.0,3.0,4.0,14.0,48.0,1.0,7.1
1815,三五大厦,72.0,13.0,11.0,12.0,37.0,1.0,5.49
1816,美通科创空间,33.0,3.0,3.0,7.0,13.0,0.0,3.14
1817,大众大厦,7.0,10.0,3.0,4.0,26.0,2.0,4.75
1818,虹桥国际商务花园,5.0,1.0,3.0,1.0,11.0,0.0,3.65
1819,宏慧.音悦湾,1.0,3.0,1.0,1.0,8.0,0.0,3.24
1820,千羽创意园,54.0,15.0,3.0,11.0,47.0,2.0,4.56
1821,森宏旗臻二期,3.0,1.0,3.0,2.0,5.0,1.0,2.27
1822,上海天地软件园,7.0,0.0,0.0,7.0,16.0,1.0,3.04
1823,中展瑞景,36.0,0.0,2.0,0.0,6.0,0.0,1.18
1824,铭天下创意园区,18.0,9.0,4.0,4.0,16.0,1.0,3.14
1825,中融碧玉蓝天,9.0,1.0,0.0,7.0,0.0,1.0,10.14
1826,嘉兴大厦,41.0,7.0,1.0,5.0,20.0,2.0,4.26
1827,花旗集团大厦,9.0,2.0,6.0,10.0,11.0,1.0,11.0
1828,创智联合大厦,25.0,2.0,6.0,8.0,12.0,2.0,3.04
1829,上海时装大厦,22.0,12.0,15.0,5.0,39.0,1.0,3.72
1830,盛高国际,14.0,4.0,5.0,8.0,15.0,1.0,5.07
1831,麦腾智慧天地,8.0,0.0,1.0,0.0,2.0,0.0,2.54
1832,华宜大厦,16.0,8.0,4.0,5.0,16.0,1.0,5.07
1833,燎申国际大厦,21.0,2.0,3.0,0.0,12.0,0.0,3.04
1834,新安大楼,10.0,1.0,0.0,5.0,9.0,1.0,3.55
1835,普罗娜商务广场,10.0,5.0,2.0,1.0,12.0,1.0,3.04
1836,曲阳商务中心,17.0,4.0,2.0,3.0,14.0,1.0,2.84
1837,德国中心,3.0,0.0,0.0,2.0,4.0,0.0,5.07
1838,由由燕乔大厦,7.0,0.0,0.0,8.0,9.0,1.0,3.35
1839,玉嘉大厦,56.0,15.0,1.0,6.0,17.0,0.0,3.65
1840,景鸿大厦,18.0,9.0,4.0,4.0,16.0,1.0,4.26
1841,淮云大厦,9.0,6.0,14.0,23.0,55.0,1.0,3.04
1842,内外联大厦,35.0,8.0,9.0,5.0,23.0,2.0,3.85
1843,光启城,24.0,1.0,3.0,7.0,21.0,2.0,5.58
1844,财富国际广场,25.0,3.0,7.0,7.0,17.0,0.0,3.04
1845,世宏金源中心,2.0,3.0,0.0,0.0,9.0,0.0,3.75
1846,雷迪大厦,29.0,9.0,10.0,0.0,29.0,1.0,5.56
1847,长阳谷,15.0,9.0,0.0,7.0,23.0,2.0,3.65
1848,华鑫中心,4.0,3.0,2.0,3.0,15.0,1.0,4.26
1849,SOHO复兴广场,54.0,9.0,3.0,24.0,41.0,1.0,7.1
1850,新漕河泾国际商务中心,11.0,1.0,0.0,2.0,0.0,0.0,4.97
1851,金航大厦,10.0,10.0,9.0,0.0,36.0,1.0,5.27
1852,鼎力创意园,8.0,4.0,1.0,5.0,3.0,0.0,4.12
1853,三鑫世界商厦,39.0,7.0,13.0,0.0,28.0,1.0,4.87
1854,爱登堡科技园,2.0,0.0,0.0,1.0,4.0,0.0,2.03
1855,文广大厦,11.0,5.0,3.0,5.0,10.0,1.0,10.0
1856,东方万国企业中心,4.0,1.0,1.0,0.0,0.0,0.0,4.06
1857,近铁城市广场,18.0,1.0,4.0,3.0,10.0,1.0,5.58
1858,伊泰利大厦,18.0,24.0,3.0,4.0,29.0,1.0,4.36
1859,赢华国际广场,8.0,0.0,2.0,5.0,4.0,0.0,4.26
1860,绿洲中环中心1号楼,17.0,1.0,6.0,2.0,18.0,1.0,4.46
1861,创智空间,0.0,0.0,2.0,1.0,3.0,1.0,5.07
1862,上海自贸区,12.0,2.0,1.0,0.0,14.0,0.0,1.62
1863,717工坊,60.0,6.0,10.0,6.0,34.0,1.0,3.55
1864,漕河泾现代服务业园区,8.0,1.0,0.0,2.0,12.0,1.0,4.56
1865,派拉蒙中心,5.0,0.0,0.0,1.0,2.0,0.0,1.62
1866,龙阳商务楼,33.0,0.0,4.0,9.0,5.0,3.0,3.85
1867,亚芯中心,1.0,0.0,0.0,0.0,0.0,0.0,4.66
1868,由度工坊,1.0,0.0,0.0,1.0,1.0,0.0,3.55
1869,法兰桥创意园,17.0,5.0,8.0,1.0,6.0,1.0,4.26
1870,东明广场,39.0,8.0,13.0,4.0,25.0,1.0,2.4
1871,由度工场,19.0,0.0,1.0,1.0,6.0,0.0,2.64
1872,智慧大厦,0.0,0.0,0.0,2.0,2.0,0.0,1.72
1873,葛洲坝大厦,2.0,0.0,5.0,11.0,7.0,0.0,7.61
1874,博鸿大厦,15.0,18.0,6.0,7.0,25.0,0.0,3.24
