,name,link,rent,floors,surface,floor_height,elevator,companys
1487,华虹创新园锦绣申江,https://www.haozu.com/sh_xzl_18104/,3.36,,270000,3.9,2,
1488,嘉麒大厦,https://www.haozu.com/sh_xzl_1869/,6.54,19,24807,4,5,
1489,花旗集团大厦,https://www.haozu.com/sh_xzl_3452/,15.25,42,120000,4.1,16,花旗集团、拜尔集团、锦天城律师事务所、中粮信托有限责任公司、澳大利亚旅游局
1490,金钟广场,https://www.haozu.com/sh_xzl_1455/,8,45,91781.92,3.5,8,企业名称：健宇投资管理咨询有限公司，所属行业：会计/金融/银行/保险、企业名称：上海实业医药投资股份有限公司，所属行业：贸易/消费/制造/营运、企业名称：兴雅中工程设备有限公司，所属行业：贸易/消费/制造/营运、企业名称：八达房地产估价有限公司，所属行业：专业服务/教育/培训、企业名称：新宇钟表(集团)有限公司，所属行业：贸易/消费/制造/营运
1491,盘古创业57,https://www.haozu.com/sh_xzl_5052/,4.3,5,,,2,
1492,同济佳苑,https://www.haozu.com/sh_xzl_28892/,2.5,,,,,
1493,商务大厦,https://www.haozu.com/sh_xzl_10924/,2.9,,,,,
1494,衡山路335弄,https://www.haozu.com/sh_xzl_36108/,11.7,,,,,
1495,维多利亚大厦,https://www.haozu.com/sh_xzl_10686/,6.2,,,,,
1496,上海爱登堡科技产业园,https://www.haozu.com/sh_xzl_2348/,2.5,21,36000,3.5,8,
1497,八号桥一期,https://www.haozu.com/sh_xzl_17256/,7.5,7,12000,5,4,上海巍珂-庆余广告有限公司
1498,银鹿大厦,https://www.haozu.com/sh_xzl_13388/,2.75,13,5000,3.5,6,
1499,康桥东路1369号东门,https://www.haozu.com/sh_xzl_39272/,1.82,,,,,
1500,新华保险大厦,https://www.haozu.com/sh_xzl_1940/,7,18,22000,3.8,8,
1501,上海数字产业园,https://www.haozu.com/sh_xzl_17135/,5.44,10,70507,2.8,3,
1502,八一办公楼,https://www.haozu.com/sh_xzl_19644/,3.5,,82500,2.8,,
1503,上海地产大厦,https://www.haozu.com/sh_xzl_13053/,8.88,26,15127,3.4,2,企业名称：上海地产南站有限公司，所属行业：房地产/建筑、企业名称：上海航空公司售票处，所属行业：专业服务/教育/培训、企业名称：网之易信息技术（上海）有限公司，所属行业：计算机/互联网/通信/电子、企业名称：南通中邦纺织有限公司，所属行业：贸易/消费/制造/营运、企业名称：东湖富吉达商务公司物业公司，所属行业：房地产/建筑
1504,上海嘉里中心,https://www.haozu.com/sh_xzl_16487/,15,26,34478,3.7,10,上海信凌国际货物运输代理有限公司
1505,智苑文创空间,https://www.haozu.com/sh_xzl_4441/,3.8,5,,3.6,2,
1506,江桥华庄路,https://www.haozu.com/sh_xzl_34423/,3,,,,,
1507,航汇大厦,https://www.haozu.com/sh_xzl_20606/,5.4,15,80000,3.2,,四川川大智胜软件股份有限公司、上海航空器适航审定中心
1508,百乐门大都会,https://www.haozu.com/sh_xzl_3198/,8.36,12,,,3,
1509,哥伦比亚公园,https://www.haozu.com/sh_xzl_30246/,9.35,,,,,
1510,宏伊国际广场,https://www.haozu.com/sh_xzl_1291/,8.77,32,64642,5,6,企业名称：上海晶派实业有限公司，所属行业：贸易/消费/制造/营运、企业名称：麦克赛尔上海贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：意大利签证申请中心，所属行业：政府/非赢利机构/其他、企业名称：希腊签证申请中心，所属行业：政府/非赢利机构/其他、企业名称：法国签证申请中心，所属行业：政府/非赢利机构/其他
1511,京邸商务楼,https://www.haozu.com/sh_xzl_10884/,2.5,,,,,
1512,保利西岸中心,https://www.haozu.com/sh_xzl_34783/,8.44,,,,,
1513,上海电子物联产业园,https://www.haozu.com/sh_xzl_3227/,1.86,5,130000,3.6,6,
1514,加华商务中心,https://www.haozu.com/sh_xzl_2480/,5.07,7,38000,3.6,4,企业名称：香港俊基国际有限公司，所属行业：贸易/消费/制造/营运、企业名称：下岛（上海）商贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：日本浜井产业株式会社上海代表，所属行业：贸易/消费/制造/营运、企业名称：美国智慧全球公司上海代表处，所属行业：贸易/消费/制造/营运、企业名称：上海汉祥房地产经纪有限公司，所属行业：房地产/建筑
1515,复旦软件园,https://www.haozu.com/sh_xzl_5201/,3.87,15,20000,3.5,4,上海黄浦拍卖行有限公司、上海引领电缆有限公司、上海营康计算机科技有限公司
1516,新虹桥中心大厦,https://www.haozu.com/sh_xzl_1647/,6.31,36,86300,3.6,8,
1517,五角场万达广场,https://www.haozu.com/sh_xzl_16652/,4.76,25,330000,3,4,上海风科电气有限公司、上海汉奇投资集团有限公司、上海一同贸易有限公司
1518,创邑SPACE愚园,https://www.haozu.com/sh_xzl_23879/,8.5,,,,,
1519,尚街LOFT五维空间创意园,https://www.haozu.com/sh_xzl_37798/,3.3,,,,,
1520,星月总部湾六期,https://www.haozu.com/sh_xzl_40510/,2.5,,,,,
1521,介合大厦,https://www.haozu.com/sh_xzl_18704/,3.3,,,,,
1522,富乾·新城国际,https://www.haozu.com/sh_xzl_38816/,7,,,,,
1523,光中创研园,https://www.haozu.com/sh_xzl_30157/,1.5,,,,,
1524,歆翱商务中心,https://www.haozu.com/sh_xzl_1971/,1.5,,300000,,2,
1525,美林创意园,https://www.haozu.com/sh_xzl_17917/,2.5,9,,,6,上海熙投信息科技有限公司
1526,华苑大厦,https://www.haozu.com/sh_xzl_4345/,2.88,,,3.5,3,
1527,北岸长风,https://www.haozu.com/sh_xzl_12463/,5.26,19,290000,3.2,4,IFF国际香料、宝名国际集团(F栋)、中信资本(E栋)
1528,世界贸易大厦,https://www.haozu.com/sh_xzl_2981/,9.33,31,68182,3.8,9,企业名称：赛成船用设备贸易(上海)有限公司，所属行业：物流/运输、企业名称：上海兴博隆精细化工有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海百诺肯净水设备有限公司，所属行业：贸易/消费/制造/营运、企业名称：荷兰ING太平洋安泰人寿保险有限公司(上海分公司)，所属行业：专业服务/教育/培训、企业名称：益德万科思应用软件服务有限公司，所属行业：计算机/互联网/通信/电子
1529,浦江高科技园,https://www.haozu.com/sh_xzl_18956/,1.72,5,180000,3,4,
1530,嘉宝大厦,https://www.haozu.com/sh_xzl_25028/,2.14,14,23900,4.5,,
1531,50智慧产业科技园,https://www.haozu.com/sh_xzl_4563/,3.23,,12000,,1,
1532,徐虹北路20号,https://www.haozu.com/sh_xzl_36275/,6.4,,,,,
1533,BHC中环中心,https://www.haozu.com/sh_xzl_18040/,3.6,24,106575,4.5,5,
1534,丽晟广场,https://www.haozu.com/sh_xzl_11975/,5,4,8000,3.6,,
1535,旭和环保产业园,https://www.haozu.com/sh_xzl_18628/,1.6,,,,,
1536,盛大天地·源创谷,https://www.haozu.com/sh_xzl_17886/,4.07,,100000,4.5,,
1537,长泰企业天地广场,https://www.haozu.com/sh_xzl_13421/,4.75,27,47123,3,7,长甲集团
1538,银洲国际商务大厦,https://www.haozu.com/sh_xzl_5257/,2.8,6,8400,,2,
1539,太原路238号,https://www.haozu.com/sh_xzl_36109/,13.2,,,,,
1540,愚园路749弄,https://www.haozu.com/sh_xzl_32608/,8.6,,,,,
1541,龙之梦大厦,https://www.haozu.com/sh_xzl_2008/,6.78,26,1380000,4,9,企业名称：浩获通贸易(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海精幸电子贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：瑞士固特电子有限公司上海代表处，所属行业：计算机/互联网/通信/电子、企业名称：国旅运通航空服务有限公司，所属行业：物流/运输、企业名称：通用汽车(中国)投资有限公司，所属行业：贸易/消费/制造/营运
1542,海立大楼,https://www.haozu.com/sh_xzl_25619/,3.77,,,,,
1543,恒越国际大厦,https://www.haozu.com/sh_xzl_11804/,4,,14900,7,1,
1544,源创创意园,https://www.haozu.com/sh_xzl_17935/,7.47,,10000,4.2,3,
1545,集·滨江道,https://www.haozu.com/sh_xzl_32081/,11.42,,,,,
1546,虹桥路1017弄,https://www.haozu.com/sh_xzl_29155/,6.6,,,,,
1547,人脉精英科创中心,https://www.haozu.com/sh_xzl_18315/,6.53,,61000,4,,
1548,泰宸汇金商务楼,https://www.haozu.com/sh_xzl_11248/,1.5,,,,,
1551,开开大厦,https://www.haozu.com/sh_xzl_2467/,4.15,30,,2.45,6,企业名称：两岸咖啡，所属行业：贸易/消费/制造/营运、企业名称：上海蓝剑佳企信息技术服务有限公司，所属行业：计算机/互联网/通信/电子、企业名称：盈丰数码有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海博科资讯股份公司，所属行业：计算机/互联网/通信/电子、企业名称：新加坡动力科技上海代表处，所属行业：计算机/互联网/通信/电子
1552,长城金融大厦,https://www.haozu.com/sh_xzl_1672/,7.55,52,99491,,2,
1553,新宝科创园,https://www.haozu.com/sh_xzl_20628/,2.41,9,10821,3.4,,
1554,山谷you帮,https://www.haozu.com/sh_xzl_16449/,2.17,7,10000,,,经艺装饰华东区上海营建中心办公室
1555,东方渔人码头,https://www.haozu.com/sh_xzl_2532/,6.22,,234329,,,-
1556,德必徐家汇WE（大地大楼）,https://www.haozu.com/sh_xzl_18200/,6.96,6,,3.2,2,已入驻企业：企业名称：名留集团，所属行业：专业服务/教育/培训、企业名称：永新内衣，所属行业：贸易/消费/制造/营运、企业名称：上海卫伦信息技术有限公司，所属行业：计算机/互联网/通信/电子
1557,浦发广场,https://www.haozu.com/sh_xzl_3172/,4.24,25,60000,3,4,企业名称：上海浩银实业有限公司，所属行业：贸易/消费/制造/营运、企业名称：宝泉国际货物运输代理有限公司，所属行业：物流/运输、企业名称：申洲大通会计师事务所有限公司，所属行业：专业服务/教育/培训、企业名称：上海易才数码技术有限公司，所属行业：贸易/消费/制造/营运、企业名称：三立工贸有限公司，所属行业：贸易/消费/制造/营运
1558,天亿大厦,https://www.haozu.com/sh_xzl_13106/,4.33,19,30000,3.4,2,建专贸易、建瑞医疗器械
1559,鑫达财富中心,https://www.haozu.com/sh_xzl_4542/,4.5,4,,,,申报万国证券
1560,飞乐大厦,https://www.haozu.com/sh_xzl_13442/,3.94,,,2.7,3,
1561,尊木汇国际艺术广场,https://www.haozu.com/sh_xzl_17750/,2.96,,50000,4.2,,上海福人木业有限公司
1562,和源大楼,https://www.haozu.com/sh_xzl_19645/,4,,14120,,,
1563,智富源大厦写字楼,https://www.haozu.com/sh_xzl_10987/,3.3,15,8960.9,3.5,1,企业名称：上海世界图书出版公司，所属行业：专业服务/教育/培训、企业名称：上海金泰文化音像有限公司，所属行业：专业服务/教育/培训、企业名称：上海东图广告公司，所属行业：广告/媒体、企业名称：上海中图文化发展有限公司，所属行业：广告/媒体、企业名称：现代音响技术编辑部，所属行业：广告/媒体
1564,瑞金商务中心,https://www.haozu.com/sh_xzl_30444/,5.44,,,,,
1565,新杨工业园区,https://www.haozu.com/sh_xzl_21658/,2.7,,,,,
1566,上海广场,https://www.haozu.com/sh_xzl_2116/,7.73,38,80000,3.8,7,科勒投资、港龙航空、蓝豹上海广场店、上海美庆制衣有限公司、钢慧信息咨询有限公司
1567,嘉杰国际广场,https://www.haozu.com/sh_xzl_17580/,6.53,27,103000,3.3,6,上海智忆商务咨询有限公司、北外网院上海教学管理中心
1568,海螺大厦,https://www.haozu.com/sh_xzl_3054/,4.27,26,19617,3.5,2,企业名称：上海安统国际货运有限公司，所属行业：物流/运输、企业名称：莱克斯诺输送设备（无锡），所属行业：贸易/消费/制造/营运、企业名称：上海巴士汽车租赁服务有限公司，所属行业：政府/非赢利机构/其他、企业名称：也门阿拉旺贸易合作有限公司上，所属行业：贸易/消费/制造/营运、企业名称：桑芭日本贸易株式会社，所属行业：贸易/消费/制造/营运
1569,浦江海景,https://www.haozu.com/sh_xzl_38863/,8.5,,,,,
1570,越界·航天大厦,https://www.haozu.com/sh_xzl_1176/,3.51,20,70928,3.5,3,中国航天工业会计协会上海分会、上海航铝铝业有限公司、上海飞机设计研究院
1571,赢华国际广场,https://www.haozu.com/sh_xzl_2301/,5.02,16,108513,4.2,6,
1572,同济虹口园,https://www.haozu.com/sh_xzl_10945/,3.1,,25000,,,
1573,创客邦,https://www.haozu.com/sh_xzl_24779/,2.6,,,,,
1574,徐汇德必易园,https://www.haozu.com/sh_xzl_2085/,3.94,6,65500,6,4,
1575,国峰科技大厦,https://www.haozu.com/sh_xzl_2050/,4.1,13,21356,3.2,3,企业名称：世贸成品，所属行业：会计/金融/银行/保险、企业名称：美国海波建筑设计事务所，所属行业：专业服务/教育/培训、企业名称：中国太平洋人寿保险股份有限公司，所属行业：会计/金融/银行/保险、企业名称：上海长城得力工程有限公司，所属行业：房地产/建筑、企业名称：上海和讯贸易有限公司，所属行业：贸易/消费/制造/营运
1576,星月·虹桥摩8,https://www.haozu.com/sh_xzl_23464/,4.8,5,12000,7.6,,
1577,武夷坊文化园,https://www.haozu.com/sh_xzl_3232/,7.13,12,,3.5,2,
1578,蒂沙创意产业园,https://www.haozu.com/sh_xzl_21797/,2,,,,,
1579,base Anfu-2,https://www.haozu.com/sh_xzl_24610/,11,,,,,
1580,同和国际大厦,https://www.haozu.com/sh_xzl_1529/,4.52,18,23000,3.3,3,
1581,MORE张江,https://www.haozu.com/sh_xzl_25717/,4.63,,,,,
1582,星空间·虹桥中心,https://www.haozu.com/sh_xzl_39979/,5.5,,,,,
1583,小赢大厦,https://www.haozu.com/sh_xzl_40908/,2,,,,,
1584,沪办大厦,https://www.haozu.com/sh_xzl_3589/,2.4,21,75000,3.3,2,上海市鸿本金属材料公司、上海宝洲贸易有限公司、上海津海源贸易有限公司、上海荣川国际贸易有限公司
1585,锦明大厦,https://www.haozu.com/sh_xzl_4353/,3.6,28,26852,2.8,3,海引洁净科技有限公司、唯美商务有限公司、亚洲信息咨询有限公司上海代表处、上海禾商企业发展有限公司、上海雅历设计装饰有限公司
1586,陆家嘴基金大厦,https://www.haozu.com/sh_xzl_4370/,8.57,17,45000,4.3,6,费列罗贸易（上海）有限公司、上海中铝凯林铝业有限公司、斯达拉格海科特上海商贸、上海瑞德会计师事务所
1587,钦汇园,https://www.haozu.com/sh_xzl_17270/,4.24,12,32000,3.8,2,华北科技、世纪天成
1588,红星世贸大厦,https://www.haozu.com/sh_xzl_2661/,4.05,29,30000,3,3,上海精远财务咨询有限公司、神州数码通用软件（上海）有限公司
1589,全方位科技园,https://www.haozu.com/sh_xzl_18536/,1.97,6,54200,6,,
1590,建华大楼,https://www.haozu.com/sh_xzl_2800/,9.3,7,7000,3,1,上海业专堂贸易发展有限公司
1591,西子国际中心,https://www.haozu.com/sh_xzl_1480/,6.67,,106462,,6,
1592,虹梅国际广场,https://www.haozu.com/sh_xzl_17290/,5.83,,,,,
1593,华清大厦,https://www.haozu.com/sh_xzl_1502/,4.57,15,21000,3.8,4,企业名称：上海林华医疗器械有限公司，所属行业：贸易/消费/制造/营运、企业名称：莱茵技术（上海）有限公司，所属行业：计算机/互联网/通信/电子、企业名称：北京金道天成信息系统服务有限，所属行业：计算机/互联网/通信/电子、企业名称：北京山石网科信息技术有限公司，所属行业：计算机/互联网/通信/电子、企业名称：北京东方博杰广告有限公司，所属行业：广告/媒体
1594,飘鹰世纪大厦,https://www.haozu.com/sh_xzl_10914/,4,22,48191,3.4,4,凯美特电力科技有限公司、天津佳顺货运代理有限公司上海、上海日照国际贸易有限公司、上海嘉捷国际货物运输代理有限公司
1595,上海望族城,https://www.haozu.com/sh_xzl_3372/,3.7,28,70000,3,3,上海原料制品有限公司
1596,柳林大厦,https://www.haozu.com/sh_xzl_16836/,6.5,33,40590,2.5,5,企业名称：赛勃网络信息，所属行业：计算机/互联网/通信/电子、企业名称：上海金雁物业管理有限公司，所属行业：房地产/建筑、企业名称：香港戴安公司上海代表处，所属行业：贸易/消费/制造/营运、企业名称：上海长发丰源日化用品有限公司，所属行业：贸易/消费/制造/营运、企业名称：北京领语堂教育科技发展，所属行业：专业服务/教育/培训
1597,古南广场,https://www.haozu.com/sh_xzl_24866/,5,,,,,
1598,建配龙国际家居,https://www.haozu.com/sh_xzl_18766/,2.87,5,64818,,2,
1599,世纪商贸广场,https://www.haozu.com/sh_xzl_2323/,11.15,45,87300,4,18,意大利领事馆、中国意大利商会、新西兰驻上海领事馆，万里移动传媒
1600,均瑶国际广场,https://www.haozu.com/sh_xzl_1192/,6.5,17,75000,3.8,9,
1601,海外人才创业大厦,https://www.haozu.com/sh_xzl_1561/,4.2,13,,3,2,
1602,安亭财富广场,https://www.haozu.com/sh_xzl_17422/,1.8,,25000,5.4,,
1603,智慧源,https://www.haozu.com/sh_xzl_31287/,2.48,,,,,
1604,宝莲城,https://www.haozu.com/sh_xzl_10320/,2.8,22,151798,5.5,3,上海市东昂实业有限公司
1605,罗阳商务楼,https://www.haozu.com/sh_xzl_11507/,2.5,,,,,
1606,寰启商务大厦,https://www.haozu.com/sh_xzl_1844/,1.9,9,,3.5,2,
1607,华闻国际大厦,https://www.haozu.com/sh_xzl_3378/,5.18,20,50362,2.7,5,中国广庆集团中国广庆集团上海办事处上海办事处、上海宏司计算机信息有限公司、上海声联网络科技有限公司、上海亚细亚瓷砖、上海尚嘉咨询有限公司
1608,全通金融谷,https://www.haozu.com/sh_xzl_18740/,3.07,5,300000,,,"上海昊昭网络科技有限公司""}]"
1609,南泰大厦,https://www.haozu.com/sh_xzl_11336/,6.5,16,92153,3,20,上海强生物业公司
1610,聚鑫钦江园,https://www.haozu.com/sh_xzl_18767/,4.2,6,,,,
1611,合生国际中心,https://www.haozu.com/sh_xzl_1136/,7.01,33,360000,4.5,12,
1612,盛醒samewak创意园,https://www.haozu.com/sh_xzl_37011/,7.87,,,,,
1613,冠捷大厦,https://www.haozu.com/sh_xzl_16851/,9.15,,5250,3.5,2,
1614,申鑫大厦,https://www.haozu.com/sh_xzl_3869/,3.58,28,28000,3.5,5,界龙实业集团、华鑫期货有限公司、北京艾克斯科技有限公司、上海陆达信息发展有限公司、上海中大股份有限公司
1615,上计信息楼,https://www.haozu.com/sh_xzl_33437/,1.85,9,18000,4.1,2,
1616,绿捷中心,https://www.haozu.com/sh_xzl_17879/,4,16,,,2,上海市闵行区证照办理中心
1617,中建锦绣天地西区,https://www.haozu.com/sh_xzl_33452/,3.5,,,,,
1618,圣爱大厦,https://www.haozu.com/sh_xzl_3686/,6.1,27,57000,4,8,英孚教育，浩思电脑，一嗨汽车租赁，声色广告，藤田（上海）建设工程办事处
1619,越商宝华中心,https://www.haozu.com/sh_xzl_29534/,8.96,,,,,
1620,银亿滨江中心,https://www.haozu.com/sh_xzl_20315/,5.2,20,64308,4.2,,
1621,上海胜康廖氏大厦,https://www.haozu.com/sh_xzl_12178/,5.85,26,40000,2.48,4,环球电讯
1622,淞南商务楼,https://www.haozu.com/sh_xzl_17969/,1.9,,,,,
1623,新曹杨科技大厦,https://www.haozu.com/sh_xzl_18842/,3.79,,,3.6,2,
1624,品尊国际,https://www.haozu.com/sh_xzl_3118/,6.88,33,530000,3.5,8,
1625,邻里苑商务楼,https://www.haozu.com/sh_xzl_19123/,2.4,3,12000,2.8,6,
1626,浦东嘉里城,https://www.haozu.com/sh_xzl_4514/,8,43,230000,4,18,富士通半导体(上海)有限公司，上海朱雀投资发展中心（有限合伙）
1627,东苑丽宝广场,https://www.haozu.com/sh_xzl_1483/,4.6,,55000,,3,
1628,新天国际大厦,https://www.haozu.com/sh_xzl_1344/,5.5,30,47500,2.6,5,企业名称：新天国际葡萄酒业有限公司驻上海代表处，所属行业：贸易/消费/制造/营运、企业名称：国泰君安证券新天国际大厦营业厅，所属行业：会计/金融/银行/保险、企业名称：上海宏石资产管理有限公司，所属行业：专业服务/教育/培训、企业名称：lm贸易集团公司，所属行业：贸易/消费/制造/营运、企业名称：斯福特积压电器，所属行业：能源/原材料
1629,东渡国际大厦,https://www.haozu.com/sh_xzl_41037/,5,,,,,
1631,上海工程技术大学,https://www.haozu.com/sh_xzl_19787/,5.6,,,,,
1632,新天地文化广场,https://www.haozu.com/sh_xzl_41053/,10.5,,,,,
1633,张江智创,https://www.haozu.com/sh_xzl_38923/,2,,,,,
1634,华阳公寓,https://www.haozu.com/sh_xzl_40231/,3.5,,,,,
1635,虹漕园,https://www.haozu.com/sh_xzl_3183/,3.4,12,66000,4.3,2,协和
1636,江场一路60号,https://www.haozu.com/sh_xzl_41052/,2.7,,,,,
1637,陆家嘴精品大厦,https://www.haozu.com/sh_xzl_19712/,4.5,12,13009.08,4.5,3,爱迪尔国际贸易(上海)有限公司
1638,永华大厦,https://www.haozu.com/sh_xzl_16992/,7,28,32000,2.4,4,企业名称：西门子，所属行业：贸易/消费/制造/营运、企业名称：厦门银行，所属行业：会计/金融/银行/保险、企业名称：永汉日语，所属行业：专业服务/教育/培训、企业名称：三维流动，所属行业：计算机/互联网/通信/电子、企业名称：绿盟贸易，所属行业：贸易/消费/制造/营运
1639,保利绿地广场,https://www.haozu.com/sh_xzl_21572/,7.02,,,,,
1640,陆家嘴世纪金融广场,https://www.haozu.com/sh_xzl_12005/,9.74,17,,3.1,4,
1641,天汇广场,https://www.haozu.com/sh_xzl_12631/,6.1,36,160000,3.15,5,
1642,杨浦都市工业园,https://www.haozu.com/sh_xzl_20885/,2.84,,,,,
1643,南翔企业公馆,https://www.haozu.com/sh_xzl_20458/,1.64,4,184500,3.3,,
1644,永升大厦,https://www.haozu.com/sh_xzl_4915/,5.83,26,36000,3.3,4,康师傅、威盛亚（上海）、世籍物流
1645,周浦万达广场,https://www.haozu.com/sh_xzl_18307/,3.06,27,319800,2.7,,
1646,晶澳太阳能,https://www.haozu.com/sh_xzl_28149/,3.57,,,,,
1647,索菲亚商务大厦,https://www.haozu.com/sh_xzl_10665/,4,,,,,
1648,聚安大厦,https://www.haozu.com/sh_xzl_11330/,4.1,10,13000,3.2,2,福冈日本料理，上海洛垦进出口有限公司、高达(上海)工程咨询有限公司，
1649,隆宇大厦,https://www.haozu.com/sh_xzl_2540/,6.07,,31533,3,5,上海惠希国际贸易有限公司、上海千石投资发展有限公司、上海汉宇房地产物业顾问有限公司、东吴房地产经纪（上海）有限公司
1650,张江润和国际总部园,https://www.haozu.com/sh_xzl_12369/,4.65,,91454,,1,
1651,申亚金融广场,https://www.haozu.com/sh_xzl_2358/,5.13,29,34335,3.6,4,企业名称：新达玻璃器皿，所属行业：贸易/消费/制造/营运、企业名称：香港环球控股，所属行业：会计/金融/银行/保险、企业名称：亨恩商务咨询，所属行业：专业服务/教育/培训、企业名称：心彤化妆品，所属行业：贸易/消费/制造/营运、企业名称：欣邦国际贸易，所属行业：贸易/消费/制造/营运
1652,虹桥万科中心,https://www.haozu.com/sh_xzl_11443/,7.91,,123000,,,
1653,华博科技大厦,https://www.haozu.com/sh_xzl_24230/,5,,,,,
1654,炬芯研发大楼,https://www.haozu.com/sh_xzl_11944/,9.15,9,41547,,,
1655,致远大厦,https://www.haozu.com/sh_xzl_5300/,4.33,28,35000,3,3,腾然信息科技(上海)有限公司、辽宁省铁岭市人民政府驻上海办事处、创新诺亚舟电子(深圳)有限公司上海分公司
1656,富容大厦,https://www.haozu.com/sh_xzl_11301/,4.87,25,30076,,,上海腾亚投资管理有限公司
1657,南苏州路1295号,https://www.haozu.com/sh_xzl_29544/,6.53,,,,,
1660,加速器金融园,https://www.haozu.com/sh_xzl_29130/,5.5,,,,,
1661,锦晟MOLO,https://www.haozu.com/sh_xzl_39921/,2.29,,,,,
1662,上生慧谷生物科技园,https://www.haozu.com/sh_xzl_5256/,3.77,24,21000,,,美国凯默斯医药科技(上海)有限公司\n\n美国石琳（上海）投资咨询有限公司\n\n通世泰国(上海)际贸易有限公司\n\n美国登士柏（天津）有限公司\n\n上海维塔士电脑软件有限公司\n\n上海华联罗森有限公司
1663,张江科创中心,https://www.haozu.com/sh_xzl_19448/,4.98,5,,4.5,3,
1664,茸407,https://www.haozu.com/sh_xzl_35448/,1.5,,,,,
1665,上海五四大楼,https://www.haozu.com/sh_xzl_12609/,2.25,,,,,
1666,铜川路68号,https://www.haozu.com/sh_xzl_40600/,5.13,,,,,
1667,智慧树创意产业园,https://www.haozu.com/sh_xzl_2229/,4.06,,20000,2.5,,
1668,华泰中心,https://www.haozu.com/sh_xzl_32467/,3.75,,,,,
1669,光电之星科技港-新奥智城,https://www.haozu.com/sh_xzl_21735/,1.8,,,,,
1670,中臻科创园,https://www.haozu.com/sh_xzl_18152/,2.09,6,14600,4.2,3,
1671,base凯旋路,https://www.haozu.com/sh_xzl_25554/,6.85,5,5300,2.95,2,
1672,萤伙虫创意工坊,https://www.haozu.com/sh_xzl_33645/,1.2,,,,,
1673,太平金融大厦,https://www.haozu.com/sh_xzl_3461/,14.03,38,110599,4.6,16,万商天勤(上海)律师事务所
1674,徐汇乐业天地,https://www.haozu.com/sh_xzl_13152/,3.62,,23000,3.2,2,
1675,长征工业设计产业园,https://www.haozu.com/sh_xzl_23312/,3.7,,,,,
1676,汽车创新港,https://www.haozu.com/sh_xzl_33493/,4.1,,,,,
1677,宜嘉坊商务楼,https://www.haozu.com/sh_xzl_10718/,3.35,6,,2.8,2,
1678,凯德龙之梦（闵行）,https://www.haozu.com/sh_xzl_2928/,4.95,36,58000,3,10,
1679,金光外滩中心,https://www.haozu.com/sh_xzl_2853/,10.16,50,190000,3,21,企业名称：南非驻上海总领事馆，所属行业：政府/非赢利机构/其他、企业名称：富士通电子零件（上海）有限公司，所属行业：贸易/消费/制造/营运、企业名称：迪云网络科技，所属行业：计算机/互联网/通信/电子、企业名称：达贸轮船，所属行业：物流/运输、企业名称：李连杰壹基金公益基金会，所属行业：政府/非赢利机构/其他
1680,增美都市工业园区,https://www.haozu.com/sh_xzl_18703/,2.61,6,13500,3.5,1,
1681,盛贸中心,https://www.haozu.com/sh_xzl_25393/,3.18,,,,,
1682,东源文化产业园,https://www.haozu.com/sh_xzl_36482/,3,,,,,
1683,虹桥晶座,https://www.haozu.com/sh_xzl_11431/,3.9,9,16084,3.7,2,
1684,美奥菲思园区,https://www.haozu.com/sh_xzl_3789/,2.4,3,10000,4.7,1,
1685,恒积大厦,https://www.haozu.com/sh_xzl_3321/,6.04,20,60000,2.6,4,宏投包装机械、英国金利来、修身堂、深圳市希捷尔人力资源有限公司上海分公司、恒通置业公司
1686,江南造船大厦,https://www.haozu.com/sh_xzl_5301/,4.8,28,40000,2.5,8,家得利嘉善店、美商宏鹰国际货运、江南造船（集团）有限责任公司
1687,腾飞莲花商务园,https://www.haozu.com/sh_xzl_12224/,4.36,,71451,3.5,3,
1688,禹洲国际大厦,https://www.haozu.com/sh_xzl_12331/,3.7,,,,2,
1689,新同心路104号,https://www.haozu.com/sh_xzl_40920/,3.6,,,,,
1690,南西创想中心,https://www.haozu.com/sh_xzl_24121/,7.8,,,,,
1691,沪港金融科技园,https://www.haozu.com/sh_xzl_28893/,2.3,,,,,
1692,新业坊·源创,https://www.haozu.com/sh_xzl_30978/,3.91,,,,,
1693,歆翱智慧谷,https://www.haozu.com/sh_xzl_32914/,1.88,,,,,
1694,金百亿商务楼,https://www.haozu.com/sh_xzl_11470/,2.8,4,,3.5,1,
1695,上海财经大学科技园,https://www.haozu.com/sh_xzl_17634/,2.8,,,,,
1696,文景楼,https://www.haozu.com/sh_xzl_19038/,2.8,8,,3,2,上海睿全广告设计有限公司
1697,颛桥元谷文创园,https://www.haozu.com/sh_xzl_19431/,1.93,,,3.6,2,
1698,百谷源商务中心,https://www.haozu.com/sh_xzl_30820/,3.8,,,,,
1699,月牙湾,https://www.haozu.com/sh_xzl_37469/,7.48,,,,,
1700,世纪汇广场,https://www.haozu.com/sh_xzl_3395/,13.66,32,360000,3.5,,
1701,安垦创意园,https://www.haozu.com/sh_xzl_39894/,7.33,,,,,
